ntasks,kw_stat,p_value
2,1.054733727810652,0.7880112151441774
4,1.8182158920539793,0.6109789990772736
8,1.3087786259541971,0.727049567681805
16,0.0,1.0
32,0.0011811005493457469,0.9999892081665173
64,0.002168827473872221,0.9999731543600954
