ntasks,kw_stat,p_value
2,0.0,1.0
4,0.0,1.0
8,1.5494800323760376,0.6708983359908678
16,3.176108111257867,0.36526161021228165
32,10.745623347930922,0.013183996584836563
64,0.9071536421582529,0.8237011362704614
