algorithm,ntasks,prog_n,switches_mean,switches_median,count,data_alloc_count_mean,data_alloc_count_median,data_alloc_count_std,data_alloc_bytes_mean,data_alloc_bytes_median,data_alloc_bytes_std,msg_sent_count_mean,msg_sent_count_median,msg_sent_count_std,msg_sent_bytes_mean,msg_sent_bytes_median,msg_sent_bytes_std,recv_count_mean,recv_count_median,recv_count_std,recv_bytes_mean,recv_bytes_median,recv_bytes_std,reduce_count_mean,reduce_count_median,reduce_count_std,reduce_bytes_mean,reduce_bytes_median,reduce_bytes_std
hilbert,32,500,180251.0,180251.0,32,173602.84375,174509.0,21880.270385351472,3087500000.0,3100000000.0,282557444.915931,1288441.375,1240000.0,274025.79802000395,4953125000.0,3900000000.0,5957374631.496663,1288441.375,1290004.0,8839.54187161303,4915625000.0,4900000000.0,193623137.4470487,660140.0,660140.0,0.0,4000000000.0,4000000000.0,0.0
rcb,32,500,180251.0,180251.0,32,87821.59375,90009.0,12373.838340678692,3046740625.0,3100000000.0,432542689.9381743,1288441.375,1240000.0,274025.79802000395,4950000000.0,3900000000.0,5939696961.966999,1288441.375,1290004.0,8839.54187161303,4903125000.0,4900000000.0,192579057.91748774,660140.0,660140.0,0.0,4000000000.0,4000000000.0,0.0
rcbincr,32,500,180251.0,180251.0,32,87821.59375,90009.0,12373.838340678692,3046743750.0,3100000000.0,432525156.4099126,1288441.375,1240000.0,274025.79802000395,4950000000.0,3900000000.0,5939696961.966999,1288441.375,1290004.0,8839.54187161303,4903125000.0,4900000000.0,192579057.91748774,660140.0,660140.0,0.0,4000000000.0,4000000000.0,0.0
gilbert,32,1000,180231.0,180231.0,32,169384.09375,172009.0,20996.862867610722,3081250000.0,3100000000.0,297773999.60155964,1288441.375,1240000.0,274025.79802000395,4953125000.0,3900000000.0,5957374631.496662,1288441.375,1290004.0,8839.54187161303,4928125000.0,5000000000.0,195488428.8300758,660120.0,660120.0,0.0,4000000000.0,4000000000.0,0.0
hilbert,32,1000,180231.0,180231.0,32,168759.09375,170009.0,22286.564380679072,3081250000.0,3100000000.0,297773999.60155964,1288441.375,1240000.0,274025.79802000395,4953125000.0,3900000000.0,5957374631.496662,1288441.375,1290004.0,8839.54187161303,4925000000.0,5000000000.0,195101297.0972573,660120.0,660120.0,0.0,4000000000.0,4000000000.0,0.0
rcb,32,1000,180231.0,180231.0,32,87821.59375,90009.0,12373.838340678692,3046825000.0,3100000000.0,432069288.79819804,1288441.375,1240000.0,274025.79802000395,4950000000.0,3900000000.0,5939696961.966999,1288441.375,1290004.0,8839.54187161303,4903125000.0,4900000000.0,192579057.91748774,660120.0,660120.0,0.0,4000000000.0,4000000000.0,0.0
rcbincr,32,1000,180231.0,180231.0,32,87821.59375,90009.0,12373.838340678692,3046843750.0,3100000000.0,431964089.7093034,1288441.375,1240000.0,274025.79802000395,4950000000.0,3900000000.0,5939696961.966999,1288441.375,1290004.0,8839.54187161303,4903125000.0,4900000000.0,192579057.91748774,660120.0,660120.0,0.0,4000000000.0,4000000000.0,0.0
gilbert,64,100,180411.0,180411.0,64,155262.171875,156709.0,22511.98786999671,3056250000.0,3100000000.0,186764430.18131793,2568669.5625,2520000.0,389356.5,4960937500.0,3900000000.0,8233663328.407079,2568669.5625,2570004.0,6925.721228559109,4985937500.0,5000000000.0,139006894.31343564,1300300.0,1300300.0,0.0,4000000000.0,4000000000.0,0.0
hilbert,64,100,180411.0,180411.0,64,155202.796875,156409.0,22958.08573761896,3062500000.0,3100000000.0,186445447.1471609,2568647.6875,2520000.0,389181.5,4960937500.0,3900000000.0,8233663328.407081,2568647.6875,2570004.0,6973.540315773207,4985937500.0,5000000000.0,139006894.31343564,1300300.0,1300300.0,0.0,4000000000.0,4000000000.0,0.0
rcb,64,100,180411.0,180411.0,64,88915.296875,90009.0,8749.625,2992948437.5,3000000000.0,290734409.9696095,2569222.6875,2520000.0,393781.5,4957812500.0,3900000000.0,8208663729.149463,2569222.6875,2570004.0,6250.5,4985937500.0,5000000000.0,139006894.31343564,1300300.0,1300300.0,0.0,4000000000.0,4000000000.0,0.0
rcbincr,64,100,180411.0,180411.0,64,88915.296875,90009.0,8749.625,2992960937.5,3000000000.0,290636388.55907685,2569222.6875,2520000.0,393781.5,4957812500.0,3900000000.0,8208663729.149464,2569222.6875,2570004.0,6250.5,4985937500.0,5000000000.0,139006894.31343564,1300300.0,1300300.0,0.0,4000000000.0,4000000000.0,0.0
gilbert,64,250,180291.0,180291.0,64,154102.796875,155259.0,22008.11825190494,3062500000.0,3100000000.0,186445447.1471609,2568691.4375,2520000.0,389531.5,4960937500.0,3900000000.0,8233663328.40708,2568691.4375,2570004.0,6878.352880249609,4984375000.0,5000000000.0,138264469.3768558,1300180.0,1300180.0,0.0,4000000000.0,4000000000.0,0.0
hilbert,64,250,180291.0,180291.0,64,154766.859375,155509.0,22233.450972678846,3060937500.0,3100000000.0,186545187.93808952,2569456.380952381,2520000.0,392547.8542358151,4977777777.777778,3900000000.0,8298687118.171445,2568683.625,2570004.0,6893.835579704523,4984375000.0,5000000000.0,138264469.37685576,1300180.0,1300180.0,0.0,4000000000.0,4000000000.0,0.0
rcb,64,250,180291.0,180291.0,64,88915.296875,90009.0,8749.625,2991392187.5,3000000000.0,290369462.68268466,2570810.5161290322,2520000.0,400082.40408260416,4990322580.645162,3900000000.0,8340081174.221057,2569222.6875,2570004.0,6250.5,4985937500.0,5000000000.0,139006894.31343564,1300180.0,1300180.0,0.0,4000000000.0,4000000000.0,0.0
rcbincr,64,250,180291.0,180291.0,64,88915.296875,90009.0,8749.625,2991395312.5,3000000000.0,290344947.7911356,2569222.6875,2520000.0,393781.5,4957812500.0,3900000000.0,8208663729.149464,2569222.6875,2570004.0,6250.5,4985937500.0,5000000000.0,139006894.31343564,1300180.0,1300180.0,0.0,4000000000.0,4000000000.0,0.0
gilbert,64,500,180251.0,180251.0,64,153104.2857142857,154009.0,22974.38405536702,3069841269.84127,3100000000.0,186335563.27308264,2568691.4375,2520000.0,389531.5,4960937500.0,3900000000.0,8233663328.40708,2538378.890625,2570004.0,242431.09304989898,4921631250.0,5000000000.0,518728253.4359377,1300140.0,1300140.0,0.0,4000000000.0,4000000000.0,0.0
hilbert,64,500,180251.0,180251.0,64,153305.921875,154009.0,22052.935449644352,3068750000.0,3100000000.0,185912592.53609493,2568691.4375,2520000.0,389531.5,4960937500.0,3900000000.0,8233663328.40708,2568691.4375,2570004.0,6873.158646052739,4984375000.0,5000000000.0,138264469.37685576,1300140.0,1300140.0,0.0,4000000000.0,4000000000.0,0.0
rcb,64,500,180251.0,180251.0,64,88915.296875,90009.0,8749.625,2991418750.0,3000000000.0,290161088.7431927,2569222.6875,2520000.0,393781.5,4959375000.0,3900000000.0,8221163528.473617,2569222.6875,2570004.0,6250.5,4985937500.0,5000000000.0,139006894.31343564,1300140.0,1300140.0,0.0,4000000000.0,4000000000.0,0.0
rcbincr,64,500,180251.0,180251.0,64,88915.296875,90009.0,8749.625,2989840625.0,3000000000.0,289958793.3060079,2569222.6875,2520000.0,393781.5,4957812500.0,3900000000.0,8208663729.149464,2569222.6875,2570004.0,6250.5,4984375000.0,5000000000.0,138264469.37685576,1300140.0,1300140.0,0.0,4000000000.0,4000000000.0,0.0
gilbert,64,1000,180231.0,180231.0,64,148516.9841269841,150009.0,21985.08401716217,3065079365.0793653,3100000000.0,198509551.37395063,2568753.9375,2520000.0,390031.5,4960937500.0,3900000000.0,8233663328.407081,2568753.9375,2570004.0,6747.592181660062,4982812500.0,5000000000.0,137500000.0,1300120.0,1300120.0,0.0,4000000000.0,4000000000.0,0.0
hilbert,64,1000,180231.0,180231.0,64,149727.796875,152009.0,21774.642014573907,3065625000.0,3100000000.0,194543625.49881253,2568722.6875,2520000.0,389781.5,4960937500.0,3900000000.0,8233663328.40708,2568702.3492063493,2570004.0,6855.253982633368,4984126984.126985,5000000000.0,139360693.7762225,1300120.0,1300120.0,0.0,4000000000.0,4000000000.0,0.0
rcb,64,1000,180231.0,180231.0,64,88897.93650793651,90009.0,8818.793072408957,2989719047.6190476,3000000000.0,290869007.12993777,2569222.6875,2520000.0,393781.5,4959375000.0,3900000000.0,8221163528.473618,2569210.285714286,2570004.0,6299.911836117801,4984126984.126985,5000000000.0,139360693.7762225,1300120.0,1300120.0,0.0,4000000000.0,4000000000.0,0.0
rcbincr,64,1000,180231.0,180231.0,64,88915.296875,90009.0,8749.625,2988284375.0,3000000000.0,288477548.9703153,2569222.6875,2520000.0,393781.5,4957812500.0,3900000000.0,8208663729.149464,2569222.6875,2570004.0,6250.5,4984375000.0,5000000000.0,138264469.3768558,1300120.0,1300120.0,0.0,4000000000.0,4000000000.0,0.0
