ntasks,kw_stat,p_value
2,0.0,1.0
4,0.32142857142859504,0.9559492302564349
8,0.0,1.0
16,0.0,1.0
32,0.005243325877421644,0.9998991801515262
64,0.0045135531971695645,0.9999194605485313
