ntasks,algo,freq,total_time_s,task_id,work_time_s,switch_time_s,load_balancer_time_s
16,rcb,1,4.517675,0,3.078618,0.001449,1.398034
16,rcb,1,4.517675,9,3.769496,0.004561,0.704253
16,rcb,1,4.517675,8,3.544427,0.004562,0.929251
16,rcb,1,4.517675,2,3.346328,0.002466,1.129504
16,rcb,1,4.517675,15,4.361943,0.005112,0.111118
16,rcb,1,4.517675,12,3.943918,0.006802,0.527384
16,rcb,1,4.517675,7,3.975772,0.006228,0.496305
16,rcb,1,4.517675,13,4.162911,0.009296,0.305918
16,rcb,1,4.517675,11,3.970784,0.003014,0.504473
16,rcb,1,4.517675,4,3.535977,0.002847,0.939208
16,rcb,1,4.517675,3,3.575062,0.003341,0.899903
16,rcb,1,4.517675,1,3.34548,0.001844,1.130975
16,rcb,1,4.517675,14,4.158974,0.008502,0.310546
16,rcb,1,4.517675,5,3.763067,0.003524,0.711719
16,rcb,1,4.517675,6,3.761741,0.00841,0.708141
16,rcb,1,4.517675,10,3.758403,0.007823,0.712058
16,rcbincr,1,4.530121,9,3.768915,0.004934,0.717004
16,rcbincr,1,4.530121,12,3.943182,0.007291,0.540372
16,rcbincr,1,4.530121,7,3.975692,0.007555,0.507603
16,rcbincr,1,4.530121,11,3.970494,0.004155,0.516203
16,rcbincr,1,4.530121,0,3.07846,0.001427,1.410769
16,rcbincr,1,4.530121,13,4.162337,0.006946,0.321571
16,rcbincr,1,4.530121,8,3.545102,0.003545,0.942203
16,rcbincr,1,4.530121,1,3.345222,0.001853,1.143696
16,rcbincr,1,4.530121,6,3.761476,0.007664,0.721664
16,rcbincr,1,4.530121,3,3.574916,0.00343,0.912503
16,rcbincr,1,4.530121,5,3.762957,0.00866,0.719093
16,rcbincr,1,4.530121,2,3.346159,0.005914,1.138776
16,rcbincr,1,4.530121,10,3.758177,0.008886,0.723739
16,rcbincr,1,4.530121,4,3.536091,0.008235,0.946343
16,rcbincr,1,4.530121,15,4.361755,0.011921,0.117178
16,rcbincr,1,4.530121,14,4.158805,0.009418,0.322433
32,hilbert,1,2.49893,19,1.914327,0.008822,0.539438
32,hilbert,1,2.49893,16,1.770384,0.008959,0.683242
32,hilbert,1,2.49893,18,1.859793,0.008795,0.593996
32,hilbert,1,2.49893,7,1.785406,0.007934,0.669143
32,hilbert,1,2.49893,10,1.87444,0.0086,0.579544
32,hilbert,1,2.49893,20,1.84405,0.009494,0.608939
32,hilbert,1,2.49893,23,1.974811,0.008203,0.479576
32,hilbert,1,2.49893,14,1.947044,0.007911,0.507616
32,hilbert,1,2.49893,29,2.065281,0.007922,0.389287
32,hilbert,1,2.49893,31,2.176776,0.008789,0.276913
32,hilbert,1,2.49893,3,1.710079,0.009198,0.743304
32,hilbert,1,2.49893,26,2.064702,0.008294,0.38958
32,hilbert,1,2.49893,12,1.834126,0.008046,0.62042
32,hilbert,1,2.49893,2,1.685736,0.006499,0.77035
32,hilbert,1,2.49893,13,1.91515,0.008106,0.539317
32,hilbert,1,2.49893,1,1.622402,0.001952,0.83823
