ntasks,freq,task,segment,mc,mb,fc,fb,bs,br
2,125,1,61,500,8320000,500,8320000,0,4160000
2,125,0,62,250,4160000,250,4160000,4160000,0
2,125,1,62,500,8320000,500,8320000,0,4160000
2,125,0,63,250,4160000,250,4160000,4160000,0
2,125,1,63,500,8320000,500,8320000,0,4160000
2,125,0,64,250,4160000,250,4160000,4160000,0
2,125,1,64,500,8320000,500,8320000,0,4160000
2,125,0,65,250,4160000,250,4160000,4160000,0
2,125,1,65,500,8320000,500,8320000,0,4160000
2,125,0,66,250,4160000,250,4160000,4160000,0
2,125,1,66,500,8320000,500,8320000,0,4160000
2,125,0,67,250,4160000,250,4160000,4160000,0
2,125,1,67,500,8320000,500,8320000,0,4160000
2,125,0,68,250,4160000,250,4160000,4160000,0
2,125,1,68,500,8320000,500,8320000,0,4160000
2,125,0,69,250,4160000,250,4160000,4160000,0
2,125,1,69,500,8320000,500,8320000,0,4160000
2,125,0,70,250,4160000,250,4160000,4160000,0
2,125,1,70,500,8320000,500,8320000,0,4160000
2,125,0,71,250,4160000,250,4160000,4160000,0
2,125,1,71,500,8320000,500,8320000,0,4160000
2,125,0,72,250,4160000,250,4160000,4160000,0
2,125,1,72,500,8320000,500,8320000,0,4160000
2,125,0,73,250,4160000,250,4160000,4160000,0
2,125,1,73,500,8320000,500,8320000,0,4160000
2,125,0,74,250,4160000,250,4160000,4160000,0
2,125,1,74,500,8320000,500,8320000,0,4160000
2,125,0,75,250,4160000,250,4160000,4160000,0
2,125,1,75,500,8320000,500,8320000,0,4160000
2,125,0,76,250,4160000,250,4160000,4160000,0
2,125,1,76,500,8320000,500,8320000,0,4160000
2,125,0,77,250,4160000,250,4160000,4160000,0
2,125,1,77,500,8320000,500,8320000,0,4160000
2,125,0,78,250,4160000,250,4160000,4160000,0
2,125,1,78,500,8320000,500,8320000,0,4160000
2,125,0,79,250,4160000,250,4160000,4160000,0
2,125,1,79,500,8320000,500,8320000,0,4160000
2,125,0,80,250,4160000,250,4160000,4160000,0
2,125,1,80,500,8320000,500,8320000,0,4160000
2,250,0,1,502,8385536,500,8320000,8320000,0
2,250,1,1,1000,16640000,998,16606720,0,8320000
2,250,0,2,500,8320000,500,8320000,8320000,0
2,250,1,2,1000,16640000,1000,16640000,0,8320000
2,250,0,3,500,8320000,500,8320000,8320000,0
2,250,1,3,1000,16640000,1000,16640000,0,8320000
2,250,0,4,500,8320000,500,8320000,8320000,0
2,250,1,4,1000,16640000,1000,16640000,0,8320000
2,250,0,5,500,8320000,500,8320000,8320000,0
2,250,1,5,1000,16640000,1000,16640000,0,8320000
2,250,0,6,500,8320000,500,8320000,8320000,0
2,250,1,6,1000,16640000,1000,16640000,0,8320000
2,250,0,7,500,8320000,500,8320000,8320000,0
2,250,1,7,1000,16640000,1000,16640000,0,8320000
2,250,0,8,500,8320000,500,8320000,8320000,0
2,250,1,8,1000,16640000,1000,16640000,0,8320000
2,250,0,9,500,8320000,500,8320000,8320000,0
2,250,1,9,1000,16640000,1000,16640000,0,8320000
2,250,0,10,500,8320000,500,8320000,8320000,0
2,250,1,10,1000,16640000,1000,16640000,0,8320000
2,250,0,11,500,8320000,500,8320000,8320000,0
2,250,1,11,1000,16640000,1000,16640000,0,8320000
2,250,0,12,500,8320000,500,8320000,8320000,0
2,250,1,12,1000,16640000,1000,16640000,0,8320000
2,250,0,13,500,8320000,500,8320000,8320000,0
2,250,1,13,1000,16640000,1000,16640000,0,8320000
2,250,0,14,500,8320000,500,8320000,8320000,0
2,250,1,14,1000,16640000,1000,16640000,0,8320000
2,250,0,15,500,8320000,500,8320000,8320000,0
2,250,1,15,1000,16640000,1000,16640000,0,8320000
2,250,0,16,500,8320000,500,8320000,8320000,0
2,250,1,16,1000,16640000,1000,16640000,0,8320000
2,250,0,17,500,8320000,500,8320000,8320000,0
2,250,1,17,1000,16640000,1000,16640000,0,8320000
2,250,0,18,500,8320000,500,8320000,8320000,0
2,250,1,18,1000,16640000,1000,16640000,0,8320000
2,250,0,19,500,8320000,500,8320000,8320000,0
2,250,1,19,1000,16640000,1000,16640000,0,8320000
2,250,0,20,500,8320000,500,8320000,8320000,0
2,250,1,20,1000,16640000,1000,16640000,0,8320000
2,250,0,21,500,8320000,500,8320000,8320000,0
2,250,1,21,1000,16640000,1000,16640000,0,8320000
2,250,0,22,500,8320000,500,8320000,8320000,0
2,250,1,22,1000,16640000,1000,16640000,0,8320000
2,250,0,23,500,8320000,500,8320000,8320000,0
2,250,1,23,1000,16640000,1000,16640000,0,8320000
2,250,0,24,500,8320000,500,8320000,8320000,0
2,250,1,24,1000,16640000,1000,16640000,0,8320000
2,250,0,25,500,8320000,500,8320000,8320000,0
2,250,1,25,1000,16640000,1000,16640000,0,8320000
2,250,0,26,500,8320000,500,8320000,8320000,0
2,250,1,26,1000,16640000,1000,16640000,0,8320000
2,250,0,27,500,8320000,500,8320000,8320000,0
2,250,1,27,1000,16640000,1000,16640000,0,8320000
2,250,0,28,500,8320000,500,8320000,8320000,0
2,250,1,28,1000,16640000,1000,16640000,0,8320000
2,250,0,29,500,8320000,500,8320000,8320000,0
2,250,1,29,1000,16640000,1000,16640000,0,8320000
2,250,1,29,1000,16640000,1000,16640000,0,8320000
2,250,0,30,500,8320000,500,8320000,8320000,0
2,250,0,31,500,8320000,500,8320000,8320000,0
2,250,1,31,1000,16640000,1000,16640000,0,8320000
2,250,0,32,500,8320000,500,8320000,8320000,0
2,250,1,32,1000,16640000,1000,16640000,0,8320000
2,250,0,33,500,8320000,500,8320000,8320000,0
2,250,1,33,1000,16640000,1000,16640000,0,8320000
2,250,0,34,500,8320000,500,8320000,8320000,0
2,250,1,34,1000,16640000,1000,16640000,0,8320000
2,250,0,35,500,8320000,500,8320000,8320000,0
2,250,1,35,1000,16640000,1000,16640000,0,8320000
2,250,0,36,500,8320000,500,8320000,8320000,0
2,250,1,36,1000,16640000,1000,16640000,0,8320000
2,250,0,37,500,8320000,500,8320000,8320000,0
2,250,1,37,1000,16640000,1000,16640000,0,8320000
2,250,0,38,500,8320000,500,8320000,8320000,0
2,250,1,38,1000,16640000,1000,16640000,0,8320000
2,250,0,39,500,8320000,500,8320000,8320000,0
2,250,1,39,1000,16640000,1000,16640000,0,8320000
2,250,0,40,500,8320000,500,8320000,8320000,0
2,250,1,40,1000,16640000,1000,16640000,0,8320000
2,500,0,1,1002,16705536,1000,16640000,16640000,0
2,500,1,1,2000,33280000,1998,33246720,0,16640000
2,500,0,2,1000,16640000,1000,16640000,16640000,0
2,500,1,2,2000,33280000,2000,33280000,0,16640000
2,500,0,3,1000,16640000,1000,16640000,16640000,0
2,500,1,3,2000,33280000,2000,33280000,0,16640000
2,500,0,4,1000,16640000,1000,16640000,16640000,0
2,500,1,4,2000,33280000,2000,33280000,0,16640000
2,500,0,5,1000,16640000,1000,16640000,16640000,0
2,500,1,5,2000,33280000,2000,33280000,0,16640000
2,500,0,6,1000,16640000,1000,16640000,16640000,0
2,500,1,6,2000,33280000,2000,33280000,0,16640000
2,500,0,7,1000,16640000,1000,16640000,16640000,0
2,500,1,7,2000,33280000,2000,33280000,0,16640000
2,500,0,8,1000,16640000,1000,16640000,16640000,0
2,500,1,8,2000,33280000,2000,33280000,0,16640000
2,500,0,9,1000,16640000,1000,16640000,16640000,0
2,500,1,9,2000,33280000,2000,33280000,0,16640000
2,500,0,10,1000,16640000,1000,16640000,16640000,0
2,500,1,10,2000,33280000,2000,33280000,0,16640000
2,500,0,11,1000,16640000,1000,16640000,16640000,0
2,500,1,11,2000,33280000,2000,33280000,0,16640000
2,500,0,12,1000,16640000,1000,16640000,16640000,0
2,500,1,12,2000,33280000,2000,33280000,0,16640000
2,500,0,13,1000,16640000,1000,16640000,16640000,0
2,500,1,13,2000,33280000,2000,33280000,0,16640000
2,500,0,14,1000,16640000,1000,16640000,16640000,0
2,500,1,14,2000,33280000,2000,33280000,0,16640000
2,500,0,15,1000,16640000,1000,16640000,16640000,0
2,500,1,15,2000,33280000,2000,33280000,0,16640000
2,500,0,16,1000,16640000,1000,16640000,16640000,0
2,500,1,16,2000,33280000,2000,33280000,0,16640000
2,500,0,17,1000,16640000,1000,16640000,16640000,0
2,500,1,17,2000,33280000,2000,33280000,0,16640000
2,500,0,18,1000,16640000,1000,16640000,16640000,0
2,500,1,18,2000,33280000,2000,33280000,0,16640000
2,500,0,19,1000,16640000,1000,16640000,16640000,0
2,500,1,19,2000,33280000,2000,33280000,0,16640000
2,500,0,20,1000,16640000,1000,16640000,16640000,0
2,500,1,20,2000,33280000,2000,33280000,0,16640000
4,125,2,1,500,4226000,498,4209096,0,2113000
4,125,1,1,500,4226000,498,4209096,0,2113000
4,125,0,2,252,6404536,250,6339000,6339000,0
4,125,3,2,500,4226000,498,4209096,0,2113000
4,125,2,2,500,4226000,500,4226000,0,2113000
4,125,1,2,500,4226000,500,4226000,0,2113000
4,125,0,3,250,6339000,250,6339000,6339000,0
4,125,3,3,500,4226000,500,4226000,0,2113000
4,125,2,3,500,4226000,500,4226000,0,2113000
4,125,1,3,500,4226000,500,4226000,0,2113000
4,125,0,4,250,6339000,250,6339000,6339000,0
4,125,3,4,500,4226000,500,4226000,0,2113000
4,125,2,4,500,4226000,500,4226000,0,2113000
4,125,1,4,500,4226000,500,4226000,0,2113000
4,125,0,5,250,6339000,250,6339000,6339000,0
4,125,3,5,500,4226000,500,4226000,0,2113000
4,125,2,5,500,4226000,500,4226000,0,2113000
4,125,1,5,500,4226000,500,4226000,0,2113000
4,125,3,5,500,4226000,500,4226000,0,2113000
4,125,0,6,250,6339000,250,6339000,6339000,0
4,125,2,6,500,4226000,500,4226000,0,2113000
4,125,1,6,500,4226000,500,4226000,0,2113000
4,125,0,7,250,6339000,250,6339000,6339000,0
4,125,3,7,500,4226000,500,4226000,0,2113000
4,125,2,7,500,4226000,500,4226000,0,2113000
4,125,1,7,500,4226000,500,4226000,0,2113000
4,125,0,8,250,6339000,250,6339000,6339000,0
4,125,3,8,500,4226000,500,4226000,0,2113000
4,125,2,8,500,4226000,500,4226000,0,2113000
4,125,1,8,500,4226000,500,4226000,0,2113000
4,125,0,9,250,6339000,250,6339000,6339000,0
4,125,3,9,500,4226000,500,4226000,0,2113000
4,125,2,9,500,4226000,500,4226000,0,2113000
4,125,1,9,500,4226000,500,4226000,0,2113000
4,125,0,10,250,6339000,250,6339000,6339000,0
4,125,3,10,500,4226000,500,4226000,0,2113000
4,125,2,10,500,4226000,500,4226000,0,2113000
4,125,1,10,500,4226000,500,4226000,0,2113000
4,125,0,11,250,6339000,250,6339000,6339000,0
4,125,3,11,500,4226000,500,4226000,0,2113000
4,125,2,11,500,4226000,500,4226000,0,2113000
4,125,1,11,500,4226000,500,4226000,0,2113000
4,125,0,12,250,6339000,250,6339000,6339000,0
4,125,3,12,500,4226000,500,4226000,0,2113000
4,125,2,12,500,4226000,500,4226000,0,2113000
4,125,1,12,500,4226000,500,4226000,0,2113000
4,125,0,13,250,6339000,250,6339000,6339000,0
4,125,3,13,500,4226000,500,4226000,0,2113000
4,125,2,13,500,4226000,500,4226000,0,2113000
4,125,1,13,500,4226000,500,4226000,0,2113000
4,125,0,14,250,6339000,250,6339000,6339000,0
4,125,3,14,500,4226000,500,4226000,0,2113000
4,125,2,14,500,4226000,500,4226000,0,2113000
4,125,1,14,500,4226000,500,4226000,0,2113000
4,125,0,15,250,6339000,250,6339000,6339000,0
4,125,3,15,500,4226000,500,4226000,0,2113000
4,125,2,15,500,4226000,500,4226000,0,2113000
4,125,1,15,500,4226000,500,4226000,0,2113000
4,125,0,16,250,6339000,250,6339000,6339000,0
4,125,3,16,500,4226000,500,4226000,0,2113000
4,125,2,16,500,4226000,500,4226000,0,2113000
4,125,1,16,500,4226000,500,4226000,0,2113000
4,125,0,17,250,6339000,250,6339000,6339000,0
4,125,3,17,500,4226000,500,4226000,0,2113000
4,125,2,17,500,4226000,500,4226000,0,2113000
4,125,1,17,500,4226000,500,4226000,0,2113000
4,125,3,17,500,4226000,500,4226000,0,2113000
4,125,0,18,250,6339000,250,6339000,6339000,0
4,125,2,18,500,4226000,500,4226000,0,2113000
4,125,1,18,500,4226000,500,4226000,0,2113000
4,125,0,19,250,6339000,250,6339000,6339000,0
4,125,3,19,500,4226000,500,4226000,0,2113000
4,125,2,19,500,4226000,500,4226000,0,2113000
4,125,1,19,500,4226000,500,4226000,0,2113000
4,125,0,20,250,6339000,250,6339000,6339000,0
4,125,3,20,500,4226000,500,4226000,0,2113000
4,125,2,20,500,4226000,500,4226000,0,2113000
4,125,1,20,500,4226000,500,4226000,0,2113000
4,125,0,21,250,6339000,250,6339000,6339000,0
4,125,3,21,500,4226000,500,4226000,0,2113000
4,125,2,21,500,4226000,500,4226000,0,2113000
4,125,1,21,500,4226000,500,4226000,0,2113000
4,125,0,22,250,6339000,250,6339000,6339000,0
4,125,3,22,500,4226000,500,4226000,0,2113000
4,125,2,22,500,4226000,500,4226000,0,2113000
4,125,1,22,500,4226000,500,4226000,0,2113000
4,125,0,23,250,6339000,250,6339000,6339000,0
4,125,3,23,500,4226000,500,4226000,0,2113000
4,125,2,23,500,4226000,500,4226000,0,2113000
4,125,1,23,500,4226000,500,4226000,0,2113000
4,125,0,24,250,6339000,250,6339000,6339000,0
4,125,3,24,500,4226000,500,4226000,0,2113000
4,125,2,24,500,4226000,500,4226000,0,2113000
4,125,1,24,500,4226000,500,4226000,0,2113000
4,125,0,25,250,6339000,250,6339000,6339000,0
4,125,3,25,500,4226000,500,4226000,0,2113000
4,125,2,25,500,4226000,500,4226000,0,2113000
4,125,1,25,500,4226000,500,4226000,0,2113000
4,125,0,26,250,6339000,250,6339000,6339000,0
4,125,3,26,500,4226000,500,4226000,0,2113000
4,125,2,26,500,4226000,500,4226000,0,2113000
4,125,1,26,500,4226000,500,4226000,0,2113000
4,125,3,26,500,4226000,500,4226000,0,2113000
4,125,0,27,250,6339000,250,6339000,6339000,0
4,125,2,27,500,4226000,500,4226000,0,2113000
4,125,1,27,500,4226000,500,4226000,0,2113000
4,125,0,28,250,6339000,250,6339000,6339000,0
4,125,3,28,500,4226000,500,4226000,0,2113000
4,125,2,28,500,4226000,500,4226000,0,2113000
4,125,1,28,500,4226000,500,4226000,0,2113000
4,125,0,29,250,6339000,250,6339000,6339000,0
4,125,3,29,500,4226000,500,4226000,0,2113000
4,125,2,29,500,4226000,500,4226000,0,2113000
4,125,1,29,500,4226000,500,4226000,0,2113000
4,125,0,30,250,6339000,250,6339000,6339000,0
4,125,3,30,500,4226000,500,4226000,0,2113000
4,125,2,30,500,4226000,500,4226000,0,2113000
4,125,1,30,500,4226000,500,4226000,0,2113000
4,125,0,31,250,6339000,250,6339000,6339000,0
4,125,3,31,500,4226000,500,4226000,0,2113000
4,125,2,31,500,4226000,500,4226000,0,2113000
4,125,1,31,500,4226000,500,4226000,0,2113000
4,125,0,32,250,6339000,250,6339000,6339000,0
4,125,3,32,500,4226000,500,4226000,0,2113000
4,125,2,32,500,4226000,500,4226000,0,2113000
4,125,1,32,500,4226000,500,4226000,0,2113000
4,125,0,33,250,6339000,250,6339000,6339000,0
4,125,3,33,500,4226000,500,4226000,0,2113000
4,125,2,33,500,4226000,500,4226000,0,2113000
4,125,1,33,500,4226000,500,4226000,0,2113000
4,125,0,34,250,6339000,250,6339000,6339000,0
4,125,3,34,500,4226000,500,4226000,0,2113000
4,125,2,34,500,4226000,500,4226000,0,2113000
4,125,1,34,500,4226000,500,4226000,0,2113000
4,125,0,35,250,6339000,250,6339000,6339000,0
4,125,3,35,500,4226000,500,4226000,0,2113000
4,125,2,35,500,4226000,500,4226000,0,2113000
4,125,1,35,500,4226000,500,4226000,0,2113000
4,125,0,36,250,6339000,250,6339000,6339000,0
4,125,3,36,500,4226000,500,4226000,0,2113000
4,125,2,36,500,4226000,500,4226000,0,2113000
4,125,1,36,500,4226000,500,4226000,0,2113000
4,125,0,37,250,6339000,250,6339000,6339000,0
4,125,3,37,500,4226000,500,4226000,0,2113000
4,125,2,37,500,4226000,500,4226000,0,2113000
4,125,1,37,500,4226000,500,4226000,0,2113000
4,125,0,38,250,6339000,250,6339000,6339000,0
4,125,3,38,500,4226000,500,4226000,0,2113000
4,125,2,38,500,4226000,500,4226000,0,2113000
4,125,1,38,500,4226000,500,4226000,0,2113000
4,125,0,39,250,6339000,250,6339000,6339000,0
4,125,3,39,500,4226000,500,4226000,0,2113000
4,125,2,39,500,4226000,500,4226000,0,2113000
4,125,1,39,500,4226000,500,4226000,0,2113000
4,125,0,40,250,6339000,250,6339000,6339000,0
4,125,3,40,500,4226000,500,4226000,0,2113000
4,125,2,40,500,4226000,500,4226000,0,2113000
4,125,1,40,500,4226000,500,4226000,0,2113000
4,125,0,41,250,6339000,250,6339000,6339000,0
4,125,3,41,500,4226000,500,4226000,0,2113000
4,125,2,41,500,4226000,500,4226000,0,2113000
4,125,1,41,500,4226000,500,4226000,0,2113000
4,125,0,42,250,6339000,250,6339000,6339000,0
4,125,3,42,500,4226000,500,4226000,0,2113000
4,125,2,42,500,4226000,500,4226000,0,2113000
4,125,1,42,500,4226000,500,4226000,0,2113000
4,125,0,43,250,6339000,250,6339000,6339000,0
4,125,3,43,500,4226000,500,4226000,0,2113000
4,125,2,43,500,4226000,500,4226000,0,2113000
4,125,1,43,500,4226000,500,4226000,0,2113000
4,125,0,44,250,6339000,250,6339000,6339000,0
4,125,3,44,500,4226000,500,4226000,0,2113000
4,125,2,44,500,4226000,500,4226000,0,2113000
4,125,1,44,500,4226000,500,4226000,0,2113000
4,125,0,45,250,6339000,250,6339000,6339000,0
4,125,3,45,500,4226000,500,4226000,0,2113000
4,125,2,45,500,4226000,500,4226000,0,2113000
4,125,1,45,500,4226000,500,4226000,0,2113000
4,125,0,46,250,6339000,250,6339000,6339000,0
4,125,3,46,500,4226000,500,4226000,0,2113000
4,125,2,46,500,4226000,500,4226000,0,2113000
4,125,1,46,500,4226000,500,4226000,0,2113000
4,125,0,47,250,6339000,250,6339000,6339000,0
4,125,3,47,500,4226000,500,4226000,0,2113000
4,125,2,47,500,4226000,500,4226000,0,2113000
4,125,1,47,500,4226000,500,4226000,0,2113000
4,125,0,48,250,6339000,250,6339000,6339000,0
4,125,3,48,500,4226000,500,4226000,0,2113000
4,125,2,48,500,4226000,500,4226000,0,2113000
4,125,1,48,500,4226000,500,4226000,0,2113000
4,125,3,48,500,4226000,500,4226000,0,2113000
4,125,0,49,250,6339000,250,6339000,6339000,0
4,125,2,49,500,4226000,500,4226000,0,2113000
4,125,1,49,500,4226000,500,4226000,0,2113000
4,125,0,50,250,6339000,250,6339000,6339000,0
4,125,3,50,500,4226000,500,4226000,0,2113000
4,125,2,50,500,4226000,500,4226000,0,2113000
4,125,1,50,500,4226000,500,4226000,0,2113000
4,125,0,51,250,6339000,250,6339000,6339000,0
4,125,3,51,500,4226000,500,4226000,0,2113000
4,125,2,51,500,4226000,500,4226000,0,2113000
4,125,1,51,500,4226000,500,4226000,0,2113000
4,125,0,52,250,6339000,250,6339000,6339000,0
4,125,3,52,500,4226000,500,4226000,0,2113000
4,125,2,52,500,4226000,500,4226000,0,2113000
4,125,1,52,500,4226000,500,4226000,0,2113000
4,125,3,52,500,4226000,500,4226000,0,2113000
4,125,0,53,250,6339000,250,6339000,6339000,0
4,125,2,53,500,4226000,500,4226000,0,2113000
4,125,1,53,500,4226000,500,4226000,0,2113000
4,125,0,54,250,6339000,250,6339000,6339000,0
4,125,3,54,500,4226000,500,4226000,0,2113000
4,125,2,54,500,4226000,500,4226000,0,2113000
4,125,1,54,500,4226000,500,4226000,0,2113000
4,125,0,55,250,6339000,250,6339000,6339000,0
4,125,3,55,500,4226000,500,4226000,0,2113000
4,125,2,55,500,4226000,500,4226000,0,2113000
4,125,1,55,500,4226000,500,4226000,0,2113000
4,125,0,56,250,6339000,250,6339000,6339000,0
4,125,3,56,500,4226000,500,4226000,0,2113000
4,125,2,56,500,4226000,500,4226000,0,2113000
4,125,1,56,500,4226000,500,4226000,0,2113000
4,125,0,57,250,6339000,250,6339000,6339000,0
4,125,3,57,500,4226000,500,4226000,0,2113000
4,125,2,57,500,4226000,500,4226000,0,2113000
4,125,1,57,500,4226000,500,4226000,0,2113000
4,125,0,58,250,6339000,250,6339000,6339000,0
4,125,3,58,500,4226000,500,4226000,0,2113000
4,125,2,58,500,4226000,500,4226000,0,2113000
4,125,1,58,500,4226000,500,4226000,0,2113000
4,125,0,59,250,6339000,250,6339000,6339000,0
4,125,3,59,500,4226000,500,4226000,0,2113000
4,125,2,59,500,4226000,500,4226000,0,2113000
4,125,1,59,500,4226000,500,4226000,0,2113000
4,125,0,60,250,6339000,250,6339000,6339000,0
4,125,3,60,500,4226000,500,4226000,0,2113000
4,125,2,60,500,4226000,500,4226000,0,2113000
4,125,1,60,500,4226000,500,4226000,0,2113000
4,125,0,61,250,6339000,250,6339000,6339000,0
4,125,3,61,500,4226000,500,4226000,0,2113000
4,125,2,61,500,4226000,500,4226000,0,2113000
4,125,1,61,500,4226000,500,4226000,0,2113000
4,125,0,62,250,6339000,250,6339000,6339000,0
4,125,3,62,500,4226000,500,4226000,0,2113000
4,125,2,62,500,4226000,500,4226000,0,2113000
4,125,1,62,500,4226000,500,4226000,0,2113000
4,125,0,63,250,6339000,250,6339000,6339000,0
4,125,3,63,500,4226000,500,4226000,0,2113000
