ntasks,freq,task,segment,mc,mb,fc,fb,bs,br
8,250,3,1,1000,4424000,998,4415152,0,2212000
8,250,7,1,1000,4292000,998,4283416,0,2146000
8,250,0,2,500,15286000,500,15286000,15286000,0
8,250,4,2,1000,4424000,1000,4424000,0,2212000
8,250,6,2,1000,4424000,1000,4424000,0,2212000
8,250,2,2,1000,4292000,1000,4292000,0,2146000
8,250,1,2,1000,4424000,1000,4424000,0,2212000
8,250,5,2,1000,4292000,1000,4292000,0,2146000
8,250,3,2,1000,4424000,1000,4424000,0,2212000
8,250,7,2,1000,4292000,1000,4292000,0,2146000
8,250,0,3,500,15286000,500,15286000,15286000,0
8,250,4,3,1000,4424000,1000,4424000,0,2212000
8,250,2,3,1000,4292000,1000,4292000,0,2146000
8,250,6,3,1000,4424000,1000,4424000,0,2212000
8,250,1,3,1000,4424000,1000,4424000,0,2212000
8,250,5,3,1000,4292000,1000,4292000,0,2146000
8,250,7,3,1000,4292000,1000,4292000,0,2146000
8,250,3,3,1000,4424000,1000,4424000,0,2212000
8,250,0,4,500,15286000,500,15286000,15286000,0
8,250,4,4,1000,4424000,1000,4424000,0,2212000
8,250,2,4,1000,4292000,1000,4292000,0,2146000
8,250,6,4,1000,4424000,1000,4424000,0,2212000
8,250,1,4,1000,4424000,1000,4424000,0,2212000
8,250,5,4,1000,4292000,1000,4292000,0,2146000
8,250,7,4,1000,4292000,1000,4292000,0,2146000
8,250,3,4,1000,4424000,1000,4424000,0,2212000
8,250,0,5,500,15286000,500,15286000,15286000,0
8,250,4,5,1000,4424000,1000,4424000,0,2212000
8,250,6,5,1000,4424000,1000,4424000,0,2212000
8,250,2,5,1000,4292000,1000,4292000,0,2146000
8,250,1,5,1000,4424000,1000,4424000,0,2212000
8,250,5,5,1000,4292000,1000,4292000,0,2146000
8,250,7,5,1000,4292000,1000,4292000,0,2146000
8,250,3,5,1000,4424000,1000,4424000,0,2212000
8,250,4,5,1000,4424000,1000,4424000,0,2212000
8,250,0,6,500,15286000,500,15286000,15286000,0
8,250,2,6,1000,4292000,1000,4292000,0,2146000
8,250,6,6,1000,4424000,1000,4424000,0,2212000
8,250,5,6,1000,4292000,1000,4292000,0,2146000
8,250,1,6,1000,4424000,1000,4424000,0,2212000
8,250,7,6,1000,4292000,1000,4292000,0,2146000
8,250,3,6,1000,4424000,1000,4424000,0,2212000
8,250,0,7,500,15286000,500,15286000,15286000,0
8,250,4,7,1000,4424000,1000,4424000,0,2212000
8,250,2,7,1000,4292000,1000,4292000,0,2146000
8,250,6,7,1000,4424000,1000,4424000,0,2212000
8,250,5,7,1000,4292000,1000,4292000,0,2146000
8,250,1,7,1000,4424000,1000,4424000,0,2212000
8,250,7,7,1000,4292000,1000,4292000,0,2146000
8,250,3,7,1000,4424000,1000,4424000,0,2212000
8,250,0,8,500,15286000,500,15286000,15286000,0
8,250,4,8,1000,4424000,1000,4424000,0,2212000
8,250,2,8,1000,4292000,1000,4292000,0,2146000
8,250,6,8,1000,4424000,1000,4424000,0,2212000
8,250,1,8,1000,4424000,1000,4424000,0,2212000
8,250,5,8,1000,4292000,1000,4292000,0,2146000
8,250,7,8,1000,4292000,1000,4292000,0,2146000
8,250,3,8,1000,4424000,1000,4424000,0,2212000
8,250,0,9,500,15286000,500,15286000,15286000,0
8,250,4,9,1000,4424000,1000,4424000,0,2212000
8,250,6,9,1000,4424000,1000,4424000,0,2212000
8,250,2,9,1000,4292000,1000,4292000,0,2146000
8,250,1,9,1000,4424000,1000,4424000,0,2212000
8,250,5,9,1000,4292000,1000,4292000,0,2146000
8,250,7,9,1000,4292000,1000,4292000,0,2146000
8,250,3,9,1000,4424000,1000,4424000,0,2212000
8,250,0,10,500,15286000,500,15286000,15286000,0
8,250,4,10,1000,4424000,1000,4424000,0,2212000
8,250,2,10,1000,4292000,1000,4292000,0,2146000
8,250,6,10,1000,4424000,1000,4424000,0,2212000
8,250,1,10,1000,4424000,1000,4424000,0,2212000
8,250,5,10,1000,4292000,1000,4292000,0,2146000
8,250,3,10,1000,4424000,1000,4424000,0,2212000
8,250,7,10,1000,4292000,1000,4292000,0,2146000
8,250,0,11,500,15286000,500,15286000,15286000,0
8,250,4,11,1000,4424000,1000,4424000,0,2212000
8,250,2,11,1000,4292000,1000,4292000,0,2146000
8,250,6,11,1000,4424000,1000,4424000,0,2212000
8,250,1,11,1000,4424000,1000,4424000,0,2212000
8,250,5,11,1000,4292000,1000,4292000,0,2146000
8,250,7,11,1000,4292000,1000,4292000,0,2146000
8,250,3,11,1000,4424000,1000,4424000,0,2212000
8,250,0,12,500,15286000,500,15286000,15286000,0
8,250,4,12,1000,4424000,1000,4424000,0,2212000
8,250,2,12,1000,4292000,1000,4292000,0,2146000
8,250,6,12,1000,4424000,1000,4424000,0,2212000
8,250,1,12,1000,4424000,1000,4424000,0,2212000
8,250,5,12,1000,4292000,1000,4292000,0,2146000
8,250,7,12,1000,4292000,1000,4292000,0,2146000
8,250,3,12,1000,4424000,1000,4424000,0,2212000
8,250,0,13,500,15286000,500,15286000,15286000,0
8,250,4,13,1000,4424000,1000,4424000,0,2212000
8,250,2,13,1000,4292000,1000,4292000,0,2146000
8,250,6,13,1000,4424000,1000,4424000,0,2212000
8,250,5,13,1000,4292000,1000,4292000,0,2146000
8,250,1,13,1000,4424000,1000,4424000,0,2212000
8,250,7,13,1000,4292000,1000,4292000,0,2146000
8,250,3,13,1000,4424000,1000,4424000,0,2212000
8,250,0,14,500,15286000,500,15286000,15286000,0
8,250,4,14,1000,4424000,1000,4424000,0,2212000
8,250,6,14,1000,4424000,1000,4424000,0,2212000
8,250,2,14,1000,4292000,1000,4292000,0,2146000
8,250,1,14,1000,4424000,1000,4424000,0,2212000
8,250,5,14,1000,4292000,1000,4292000,0,2146000
8,250,3,14,1000,4424000,1000,4424000,0,2212000
8,250,7,14,1000,4292000,1000,4292000,0,2146000
8,250,0,15,500,15286000,500,15286000,15286000,0
8,250,4,15,1000,4424000,1000,4424000,0,2212000
8,250,2,15,1000,4292000,1000,4292000,0,2146000
8,250,6,15,1000,4424000,1000,4424000,0,2212000
8,250,1,15,1000,4424000,1000,4424000,0,2212000
8,250,5,15,1000,4292000,1000,4292000,0,2146000
8,250,3,15,1000,4424000,1000,4424000,0,2212000
8,250,7,15,1000,4292000,1000,4292000,0,2146000
8,250,0,16,500,15286000,500,15286000,15286000,0
8,250,4,16,1000,4424000,1000,4424000,0,2212000
8,250,2,16,1000,4292000,1000,4292000,0,2146000
8,250,6,16,1000,4424000,1000,4424000,0,2212000
8,250,1,16,1000,4424000,1000,4424000,0,2212000
8,250,5,16,1000,4292000,1000,4292000,0,2146000
8,250,7,16,1000,4292000,1000,4292000,0,2146000
8,250,3,16,1000,4424000,1000,4424000,0,2212000
8,250,0,17,500,15286000,500,15286000,15286000,0
8,250,4,17,1000,4424000,1000,4424000,0,2212000
8,250,2,17,1000,4292000,1000,4292000,0,2146000
8,250,6,17,1000,4424000,1000,4424000,0,2212000
8,250,1,17,1000,4424000,1000,4424000,0,2212000
8,250,5,17,1000,4292000,1000,4292000,0,2146000
8,250,7,17,1000,4292000,1000,4292000,0,2146000
8,250,3,17,1000,4424000,1000,4424000,0,2212000
8,250,0,18,500,15286000,500,15286000,15286000,0
8,250,4,18,1000,4424000,1000,4424000,0,2212000
8,250,2,18,1000,4292000,1000,4292000,0,2146000
8,250,6,18,1000,4424000,1000,4424000,0,2212000
8,250,1,18,1000,4424000,1000,4424000,0,2212000
8,250,5,18,1000,4292000,1000,4292000,0,2146000
8,250,7,18,1000,4292000,1000,4292000,0,2146000
8,250,3,18,1000,4424000,1000,4424000,0,2212000
8,250,0,19,500,15286000,500,15286000,15286000,0
8,250,4,19,1000,4424000,1000,4424000,0,2212000
8,250,2,19,1000,4292000,1000,4292000,0,2146000
8,250,6,19,1000,4424000,1000,4424000,0,2212000
8,250,5,19,1000,4292000,1000,4292000,0,2146000
8,250,1,19,1000,4424000,1000,4424000,0,2212000
8,250,7,19,1000,4292000,1000,4292000,0,2146000
8,250,3,19,1000,4424000,1000,4424000,0,2212000
8,250,0,20,500,15286000,500,15286000,15286000,0
8,250,4,20,1000,4424000,1000,4424000,0,2212000
8,250,6,20,1000,4424000,1000,4424000,0,2212000
8,250,2,20,1000,4292000,1000,4292000,0,2146000
8,250,1,20,1000,4424000,1000,4424000,0,2212000
8,250,5,20,1000,4292000,1000,4292000,0,2146000
8,250,7,20,1000,4292000,1000,4292000,0,2146000
8,250,3,20,1000,4424000,1000,4424000,0,2212000
8,250,0,21,500,15286000,500,15286000,15286000,0
8,250,4,21,1000,4424000,1000,4424000,0,2212000
8,250,2,21,1000,4292000,1000,4292000,0,2146000
8,250,6,21,1000,4424000,1000,4424000,0,2212000
8,250,1,21,1000,4424000,1000,4424000,0,2212000
8,250,5,21,1000,4292000,1000,4292000,0,2146000
8,250,7,21,1000,4292000,1000,4292000,0,2146000
8,250,3,21,1000,4424000,1000,4424000,0,2212000
8,250,0,22,500,15286000,500,15286000,15286000,0
8,250,4,22,1000,4424000,1000,4424000,0,2212000
8,250,2,22,1000,4292000,1000,4292000,0,2146000
8,250,6,22,1000,4424000,1000,4424000,0,2212000
8,250,1,22,1000,4424000,1000,4424000,0,2212000
8,250,5,22,1000,4292000,1000,4292000,0,2146000
8,250,7,22,1000,4292000,1000,4292000,0,2146000
8,250,3,22,1000,4424000,1000,4424000,0,2212000
8,250,0,23,500,15286000,500,15286000,15286000,0
8,250,4,23,1000,4424000,1000,4424000,0,2212000
8,250,2,23,1000,4292000,1000,4292000,0,2146000
8,250,6,23,1000,4424000,1000,4424000,0,2212000
8,250,1,23,1000,4424000,1000,4424000,0,2212000
8,250,5,23,1000,4292000,1000,4292000,0,2146000
8,250,3,23,1000,4424000,1000,4424000,0,2212000
8,250,7,23,1000,4292000,1000,4292000,0,2146000
8,250,0,24,500,15286000,500,15286000,15286000,0
8,250,4,24,1000,4424000,1000,4424000,0,2212000
8,250,2,24,1000,4292000,1000,4292000,0,2146000
8,250,6,24,1000,4424000,1000,4424000,0,2212000
8,250,5,24,1000,4292000,1000,4292000,0,2146000
8,250,1,24,1000,4424000,1000,4424000,0,2212000
8,250,7,24,1000,4292000,1000,4292000,0,2146000
8,250,3,24,1000,4424000,1000,4424000,0,2212000
8,250,0,25,500,15286000,500,15286000,15286000,0
8,250,4,25,1000,4424000,1000,4424000,0,2212000
8,250,2,25,1000,4292000,1000,4292000,0,2146000
8,250,6,25,1000,4424000,1000,4424000,0,2212000
8,250,1,25,1000,4424000,1000,4424000,0,2212000
8,250,5,25,1000,4292000,1000,4292000,0,2146000
8,250,7,25,1000,4292000,1000,4292000,0,2146000
8,250,3,25,1000,4424000,1000,4424000,0,2212000
8,250,0,26,500,15286000,500,15286000,15286000,0
8,250,4,26,1000,4424000,1000,4424000,0,2212000
8,250,2,26,1000,4292000,1000,4292000,0,2146000
8,250,6,26,1000,4424000,1000,4424000,0,2212000
8,250,1,26,1000,4424000,1000,4424000,0,2212000
8,250,5,26,1000,4292000,1000,4292000,0,2146000
8,250,3,26,1000,4424000,1000,4424000,0,2212000
8,250,7,26,1000,4292000,1000,4292000,0,2146000
8,250,0,27,500,15286000,500,15286000,15286000,0
8,250,4,27,1000,4424000,1000,4424000,0,2212000
8,250,6,27,1000,4424000,1000,4424000,0,2212000
8,250,2,27,1000,4292000,1000,4292000,0,2146000
8,250,1,27,1000,4424000,1000,4424000,0,2212000
8,250,5,27,1000,4292000,1000,4292000,0,2146000
8,250,7,27,1000,4292000,1000,4292000,0,2146000
8,250,3,27,1000,4424000,1000,4424000,0,2212000
8,250,0,28,500,15286000,500,15286000,15286000,0
8,250,4,28,1000,4424000,1000,4424000,0,2212000
8,250,2,28,1000,4292000,1000,4292000,0,2146000
8,250,6,28,1000,4424000,1000,4424000,0,2212000
8,250,1,28,1000,4424000,1000,4424000,0,2212000
8,250,5,28,1000,4292000,1000,4292000,0,2146000
8,250,7,28,1000,4292000,1000,4292000,0,2146000
8,250,3,28,1000,4424000,1000,4424000,0,2212000
8,250,4,28,1000,4424000,1000,4424000,0,2212000
8,250,0,29,500,15286000,500,15286000,15286000,0
8,250,2,29,1000,4292000,1000,4292000,0,2146000
8,250,6,29,1000,4424000,1000,4424000,0,2212000
8,250,1,29,1000,4424000,1000,4424000,0,2212000
8,250,5,29,1000,4292000,1000,4292000,0,2146000
8,250,3,29,1000,4424000,1000,4424000,0,2212000
8,250,7,29,1000,4292000,1000,4292000,0,2146000
8,250,0,30,500,15286000,500,15286000,15286000,0
8,250,4,30,1000,4424000,1000,4424000,0,2212000
8,250,2,30,1000,4292000,1000,4292000,0,2146000
8,250,6,30,1000,4424000,1000,4424000,0,2212000
8,250,1,30,1000,4424000,1000,4424000,0,2212000
8,250,5,30,1000,4292000,1000,4292000,0,2146000
8,250,7,30,1000,4292000,1000,4292000,0,2146000
8,250,3,30,1000,4424000,1000,4424000,0,2212000
8,250,0,31,500,15286000,500,15286000,15286000,0
8,250,4,31,1000,4424000,1000,4424000,0,2212000
8,250,2,31,1000,4292000,1000,4292000,0,2146000
8,250,6,31,1000,4424000,1000,4424000,0,2212000
8,250,1,31,1000,4424000,1000,4424000,0,2212000
8,250,5,31,1000,4292000,1000,4292000,0,2146000
8,250,7,31,1000,4292000,1000,4292000,0,2146000
8,250,3,31,1000,4424000,1000,4424000,0,2212000
8,250,0,32,500,15286000,500,15286000,15286000,0
8,250,4,32,1000,4424000,1000,4424000,0,2212000
8,250,2,32,1000,4292000,1000,4292000,0,2146000
8,250,6,32,1000,4424000,1000,4424000,0,2212000
8,250,5,32,1000,4292000,1000,4292000,0,2146000
8,250,1,32,1000,4424000,1000,4424000,0,2212000
8,250,7,32,1000,4292000,1000,4292000,0,2146000
8,250,3,32,1000,4424000,1000,4424000,0,2212000
8,250,0,33,500,15286000,500,15286000,15286000,0
8,250,4,33,1000,4424000,1000,4424000,0,2212000
8,250,6,33,1000,4424000,1000,4424000,0,2212000
8,250,2,33,1000,4292000,1000,4292000,0,2146000
8,250,5,33,1000,4292000,1000,4292000,0,2146000
8,250,1,33,1000,4424000,1000,4424000,0,2212000
8,250,7,33,1000,4292000,1000,4292000,0,2146000
8,250,3,33,1000,4424000,1000,4424000,0,2212000
8,250,0,34,500,15286000,500,15286000,15286000,0
8,250,4,34,1000,4424000,1000,4424000,0,2212000
8,250,6,34,1000,4424000,1000,4424000,0,2212000
8,250,2,34,1000,4292000,1000,4292000,0,2146000
8,250,1,34,1000,4424000,1000,4424000,0,2212000
8,250,5,34,1000,4292000,1000,4292000,0,2146000
8,250,3,34,1000,4424000,1000,4424000,0,2212000
8,250,7,34,1000,4292000,1000,4292000,0,2146000
8,250,0,35,500,15286000,500,15286000,15286000,0
8,250,4,35,1000,4424000,1000,4424000,0,2212000
8,250,2,35,1000,4292000,1000,4292000,0,2146000
8,250,6,35,1000,4424000,1000,4424000,0,2212000
8,250,1,35,1000,4424000,1000,4424000,0,2212000
8,250,5,35,1000,4292000,1000,4292000,0,2146000
8,250,7,35,1000,4292000,1000,4292000,0,2146000
8,250,3,35,1000,4424000,1000,4424000,0,2212000
8,250,4,35,1000,4424000,1000,4424000,0,2212000
8,250,0,36,500,15286000,500,15286000,15286000,0
8,250,2,36,1000,4292000,1000,4292000,0,2146000
8,250,6,36,1000,4424000,1000,4424000,0,2212000
8,250,1,36,1000,4424000,1000,4424000,0,2212000
8,250,5,36,1000,4292000,1000,4292000,0,2146000
8,250,7,36,1000,4292000,1000,4292000,0,2146000
8,250,3,36,1000,4424000,1000,4424000,0,2212000
8,250,0,37,500,15286000,500,15286000,15286000,0
8,250,4,37,1000,4424000,1000,4424000,0,2212000
8,250,2,37,1000,4292000,1000,4292000,0,2146000
8,250,6,37,1000,4424000,1000,4424000,0,2212000
8,250,1,37,1000,4424000,1000,4424000,0,2212000
8,250,5,37,1000,4292000,1000,4292000,0,2146000
8,250,3,37,1000,4424000,1000,4424000,0,2212000
8,250,7,37,1000,4292000,1000,4292000,0,2146000
8,250,0,38,500,15286000,500,15286000,15286000,0
8,250,4,38,1000,4424000,1000,4424000,0,2212000
8,250,2,38,1000,4292000,1000,4292000,0,2146000
8,250,6,38,1000,4424000,1000,4424000,0,2212000
8,250,1,38,1000,4424000,1000,4424000,0,2212000
8,250,5,38,1000,4292000,1000,4292000,0,2146000
8,250,7,38,1000,4292000,1000,4292000,0,2146000
8,250,3,38,1000,4424000,1000,4424000,0,2212000
8,250,0,39,500,15286000,500,15286000,15286000,0
8,250,4,39,1000,4424000,1000,4424000,0,2212000
8,250,2,39,1000,4292000,1000,4292000,0,2146000
8,250,6,39,1000,4424000,1000,4424000,0,2212000
8,250,1,39,1000,4424000,1000,4424000,0,2212000
8,250,5,39,1000,4292000,1000,4292000,0,2146000
8,250,7,39,1000,4292000,1000,4292000,0,2146000
8,250,3,39,1000,4424000,1000,4424000,0,2212000
8,250,0,40,500,15286000,500,15286000,15286000,0
8,250,4,40,1000,4424000,1000,4424000,0,2212000
8,250,2,40,1000,4292000,1000,4292000,0,2146000
8,250,6,40,1000,4424000,1000,4424000,0,2212000
8,250,1,40,1000,4424000,1000,4424000,0,2212000
8,250,5,40,1000,4292000,1000,4292000,0,2146000
8,250,7,40,1000,4292000,1000,4292000,0,2146000
8,250,3,40,1000,4424000,1000,4424000,0,2212000
8,500,0,1,1002,30637536,1000,30572000,30572000,0
8,500,4,1,2000,8848000,1998,8839152,0,4424000
8,500,2,1,2000,8584000,1998,8575416,0,4292000
8,500,6,1,2000,8848000,1998,8839152,0,4424000
8,500,1,1,2000,8848000,1998,8839152,0,4424000
8,500,5,1,2000,8584000,1998,8575416,0,4292000
8,500,7,1,2000,8584000,1998,8575416,0,4292000
8,500,3,1,2000,8848000,1998,8839152,0,4424000
8,500,0,2,1000,30572000,1000,30572000,30572000,0
8,500,4,2,2000,8848000,2000,8848000,0,4424000
8,500,2,2,2000,8584000,2000,8584000,0,4292000
8,500,6,2,2000,8848000,2000,8848000,0,4424000
8,500,1,2,2000,8848000,2000,8848000,0,4424000
8,500,5,2,2000,8584000,2000,8584000,0,4292000
8,500,3,2,2000,8848000,2000,8848000,0,4424000
8,500,7,2,2000,8584000,2000,8584000,0,4292000
8,500,0,3,1000,30572000,1000,30572000,30572000,0
8,500,4,3,2000,8848000,2000,8848000,0,4424000
8,500,6,3,2000,8848000,2000,8848000,0,4424000
8,500,2,3,2000,8584000,2000,8584000,0,4292000
8,500,1,3,2000,8848000,2000,8848000,0,4424000
8,500,5,3,2000,8584000,2000,8584000,0,4292000
8,500,3,3,2000,8848000,2000,8848000,0,4424000
8,500,7,3,2000,8584000,2000,8584000,0,4292000
8,500,0,4,1000,30572000,1000,30572000,30572000,0
8,500,4,4,2000,8848000,2000,8848000,0,4424000
8,500,2,4,2000,8584000,2000,8584000,0,4292000
8,500,6,4,2000,8848000,2000,8848000,0,4424000
8,500,5,4,2000,8584000,2000,8584000,0,4292000
8,500,1,4,2000,8848000,2000,8848000,0,4424000
8,500,3,4,2000,8848000,2000,8848000,0,4424000
8,500,7,4,2000,8584000,2000,8584000,0,4292000
8,500,0,5,1000,30572000,1000,30572000,30572000,0
8,500,4,5,2000,8848000,2000,8848000,0,4424000
8,500,2,5,2000,8584000,2000,8584000,0,4292000
8,500,6,5,2000,8848000,2000,8848000,0,4424000
8,500,1,5,2000,8848000,2000,8848000,0,4424000
8,500,5,5,2000,8584000,2000,8584000,0,4292000
8,500,3,5,2000,8848000,2000,8848000,0,4424000
8,500,7,5,2000,8584000,2000,8584000,0,4292000
8,500,0,6,1000,30572000,1000,30572000,30572000,0
8,500,4,6,2000,8848000,2000,8848000,0,4424000
8,500,2,6,2000,8584000,2000,8584000,0,4292000
8,500,6,6,2000,8848000,2000,8848000,0,4424000
8,500,1,6,2000,8848000,2000,8848000,0,4424000
8,500,5,6,2000,8584000,2000,8584000,0,4292000
8,500,7,6,2000,8584000,2000,8584000,0,4292000
8,500,3,6,2000,8848000,2000,8848000,0,4424000
8,500,0,7,1000,30572000,1000,30572000,30572000,0
8,500,4,7,2000,8848000,2000,8848000,0,4424000
8,500,2,7,2000,8584000,2000,8584000,0,4292000
8,500,6,7,2000,8848000,2000,8848000,0,4424000
8,500,1,7,2000,8848000,2000,8848000,0,4424000
8,500,5,7,2000,8584000,2000,8584000,0,4292000
8,500,3,7,2000,8848000,2000,8848000,0,4424000
8,500,7,7,2000,8584000,2000,8584000,0,4292000
8,500,0,8,1000,30572000,1000,30572000,30572000,0
8,500,4,8,2000,8848000,2000,8848000,0,4424000
8,500,2,8,2000,8584000,2000,8584000,0,4292000
8,500,6,8,2000,8848000,2000,8848000,0,4424000
8,500,1,8,2000,8848000,2000,8848000,0,4424000
8,500,5,8,2000,8584000,2000,8584000,0,4292000
8,500,3,8,2000,8848000,2000,8848000,0,4424000
8,500,7,8,2000,8584000,2000,8584000,0,4292000
8,500,0,9,1000,30572000,1000,30572000,30572000,0
8,500,4,9,2000,8848000,2000,8848000,0,4424000
8,500,2,9,2000,8584000,2000,8584000,0,4292000
8,500,6,9,2000,8848000,2000,8848000,0,4424000
8,500,1,9,2000,8848000,2000,8848000,0,4424000
8,500,5,9,2000,8584000,2000,8584000,0,4292000
8,500,3,9,2000,8848000,2000,8848000,0,4424000
8,500,7,9,2000,8584000,2000,8584000,0,4292000
8,500,0,10,1000,30572000,1000,30572000,30572000,0
8,500,4,10,2000,8848000,2000,8848000,0,4424000
8,500,2,10,2000,8584000,2000,8584000,0,4292000
8,500,6,10,2000,8848000,2000,8848000,0,4424000
8,500,1,10,2000,8848000,2000,8848000,0,4424000
8,500,5,10,2000,8584000,2000,8584000,0,4292000
8,500,3,10,2000,8848000,2000,8848000,0,4424000
8,500,7,10,2000,8584000,2000,8584000,0,4292000
8,500,0,11,1000,30572000,1000,30572000,30572000,0
8,500,4,11,2000,8848000,2000,8848000,0,4424000
8,500,2,11,2000,8584000,2000,8584000,0,4292000
8,500,6,11,2000,8848000,2000,8848000,0,4424000
8,500,1,11,2000,8848000,2000,8848000,0,4424000
8,500,5,11,2000,8584000,2000,8584000,0,4292000
8,500,7,11,2000,8584000,2000,8584000,0,4292000
8,500,3,11,2000,8848000,2000,8848000,0,4424000
8,500,0,12,1000,30572000,1000,30572000,30572000,0
8,500,4,12,2000,8848000,2000,8848000,0,4424000
8,500,2,12,2000,8584000,2000,8584000,0,4292000
8,500,6,12,2000,8848000,2000,8848000,0,4424000
8,500,1,12,2000,8848000,2000,8848000,0,4424000
8,500,5,12,2000,8584000,2000,8584000,0,4292000
8,500,3,12,2000,8848000,2000,8848000,0,4424000
8,500,7,12,2000,8584000,2000,8584000,0,4292000
8,500,0,13,1000,30572000,1000,30572000,30572000,0
8,500,4,13,2000,8848000,2000,8848000,0,4424000
8,500,2,13,2000,8584000,2000,8584000,0,4292000
8,500,6,13,2000,8848000,2000,8848000,0,4424000
8,500,1,13,2000,8848000,2000,8848000,0,4424000
8,500,5,13,2000,8584000,2000,8584000,0,4292000
8,500,3,13,2000,8848000,2000,8848000,0,4424000
8,500,7,13,2000,8584000,2000,8584000,0,4292000
8,500,0,14,1000,30572000,1000,30572000,30572000,0
8,500,4,14,2000,8848000,2000,8848000,0,4424000
8,500,2,14,2000,8584000,2000,8584000,0,4292000
8,500,6,14,2000,8848000,2000,8848000,0,4424000
8,500,1,14,2000,8848000,2000,8848000,0,4424000
8,500,5,14,2000,8584000,2000,8584000,0,4292000
8,500,3,14,2000,8848000,2000,8848000,0,4424000
8,500,7,14,2000,8584000,2000,8584000,0,4292000
8,500,0,15,1000,30572000,1000,30572000,30572000,0
8,500,4,15,2000,8848000,2000,8848000,0,4424000
8,500,2,15,2000,8584000,2000,8584000,0,4292000
8,500,6,15,2000,8848000,2000,8848000,0,4424000
8,500,5,15,2000,8584000,2000,8584000,0,4292000
8,500,1,15,2000,8848000,2000,8848000,0,4424000
8,500,7,15,2000,8584000,2000,8584000,0,4292000
8,500,3,15,2000,8848000,2000,8848000,0,4424000
8,500,0,16,1000,30572000,1000,30572000,30572000,0
8,500,4,16,2000,8848000,2000,8848000,0,4424000
8,500,2,16,2000,8584000,2000,8584000,0,4292000
8,500,6,16,2000,8848000,2000,8848000,0,4424000
8,500,1,16,2000,8848000,2000,8848000,0,4424000
8,500,5,16,2000,8584000,2000,8584000,0,4292000
8,500,3,16,2000,8848000,2000,8848000,0,4424000
8,500,7,16,2000,8584000,2000,8584000,0,4292000
8,500,0,17,1000,30572000,1000,30572000,30572000,0
8,500,4,17,2000,8848000,2000,8848000,0,4424000
8,500,2,17,2000,8584000,2000,8584000,0,4292000
8,500,6,17,2000,8848000,2000,8848000,0,4424000
8,500,1,17,2000,8848000,2000,8848000,0,4424000
8,500,5,17,2000,8584000,2000,8584000,0,4292000
8,500,3,17,2000,8848000,2000,8848000,0,4424000
8,500,7,17,2000,8584000,2000,8584000,0,4292000
8,500,0,18,1000,30572000,1000,30572000,30572000,0
8,500,4,18,2000,8848000,2000,8848000,0,4424000
8,500,2,18,2000,8584000,2000,8584000,0,4292000
8,500,6,18,2000,8848000,2000,8848000,0,4424000
8,500,1,18,2000,8848000,2000,8848000,0,4424000
8,500,5,18,2000,8584000,2000,8584000,0,4292000
8,500,7,18,2000,8584000,2000,8584000,0,4292000
8,500,3,18,2000,8848000,2000,8848000,0,4424000
8,500,0,19,1000,30572000,1000,30572000,30572000,0
8,500,4,19,2000,8848000,2000,8848000,0,4424000
8,500,2,19,2000,8584000,2000,8584000,0,4292000
8,500,6,19,2000,8848000,2000,8848000,0,4424000
8,500,1,19,2000,8848000,2000,8848000,0,4424000
8,500,5,19,2000,8584000,2000,8584000,0,4292000
8,500,7,19,2000,8584000,2000,8584000,0,4292000
8,500,3,19,2000,8848000,2000,8848000,0,4424000
8,500,0,20,1000,30572000,1000,30572000,30572000,0
8,500,4,20,2000,8848000,2000,8848000,0,4424000
8,500,2,20,2000,8584000,2000,8584000,0,4292000
8,500,6,20,2000,8848000,2000,8848000,0,4424000
8,500,5,20,2000,8584000,2000,8584000,0,4292000
8,500,1,20,2000,8848000,2000,8848000,0,4424000
8,500,7,20,2000,8584000,2000,8584000,0,4292000
8,500,3,20,2000,8848000,2000,8848000,0,4424000
16,125,0,1,252,8516536,250,8451000,8451000,0
16,125,8,1,500,1124000,498,1119504,0,562000
16,125,12,1,500,1160000,498,1155360,0,580000
16,125,4,1,500,1124000,498,1119504,0,562000
16,125,2,1,500,1124000,498,1119504,0,562000
16,125,10,1,500,1090000,498,1085640,0,545000
16,125,9,1,500,1160000,498,1155360,0,580000
16,125,1,1,500,1124000,498,1119504,0,562000
16,125,14,1,500,1124000,498,1119504,0,562000
16,125,6,1,500,1160000,498,1155360,0,580000
16,125,13,1,500,1124000,498,1119504,0,562000
16,125,5,1,500,1090000,498,1085640,0,545000
16,125,11,1,500,1124000,498,1119504,0,562000
16,125,3,1,500,1160000,498,1155360,0,580000
16,125,15,1,500,1090000,498,1085640,0,545000
16,125,7,1,500,1124000,498,1119504,0,562000
16,125,0,2,250,8451000,250,8451000,8451000,0
16,125,8,2,500,1124000,500,1124000,0,562000
16,125,12,2,500,1160000,500,1160000,0,580000
16,125,4,2,500,1124000,500,1124000,0,562000
16,125,10,2,500,1090000,500,1090000,0,545000
16,125,2,2,500,1124000,500,1124000,0,562000
16,125,9,2,500,1160000,500,1160000,0,580000
16,125,14,2,500,1124000,500,1124000,0,562000
16,125,6,2,500,1160000,500,1160000,0,580000
16,125,1,2,500,1124000,500,1124000,0,562000
16,125,13,2,500,1124000,500,1124000,0,562000
16,125,5,2,500,1090000,500,1090000,0,545000
16,125,11,2,500,1124000,500,1124000,0,562000
16,125,3,2,500,1160000,500,1160000,0,580000
16,125,7,2,500,1124000,500,1124000,0,562000
