ntasks,freq,algo,segment,max_dt,mean,rel_imbalance,stopped
64,250,hilbert,13,0.31,0.2,0.53,0
64,250,gilbert,1,2.06,0.17,11.21,0
64,250,gilbert,2,0.23,0.17,0.34,0
64,250,gilbert,3,0.28,0.18,0.51,0
64,250,gilbert,4,0.34,0.19,0.83,0
64,250,gilbert,5,0.31,0.19,0.63,0
64,250,gilbert,6,0.3,0.19,0.54,0
64,250,gilbert,7,0.31,0.2,0.61,0
64,250,gilbert,8,0.26,0.2,0.32,0
64,250,gilbert,9,0.28,0.2,0.4,0
64,250,gilbert,10,0.25,0.2,0.26,0
64,250,gilbert,11,0.3,0.2,0.46,0
64,250,gilbert,12,0.26,0.2,0.28,0
64,250,gilbert,13,0.32,0.2,0.57,0
64,500,rcb,1,2.07,0.17,11.26,0
64,500,rcb,2,0.61,0.17,2.51,0
64,500,rcb,3,0.65,0.18,2.53,0
64,500,rcb,4,0.65,0.19,2.52,0
64,500,rcb,5,0.66,0.19,2.46,0
64,500,rcb,6,0.66,0.19,2.43,0
64,500,rcb,7,0.66,0.2,2.36,0
64,500,rcb,8,0.6,0.2,2.08,0
64,500,rcb,9,0.8,0.2,3.06,0
64,500,rcb,10,0.8,0.2,3.05,0
64,500,rcb,11,0.81,0.2,3.03,0
64,500,rcb,12,0.81,0.2,3.01,0
64,500,rcb,13,0.63,0.2,2.13,0
64,500,rcbincr,1,2.04,0.17,11.15,0
64,500,rcbincr,2,0.6,0.17,2.48,0
64,500,rcbincr,3,0.64,0.18,2.51,0
64,500,rcbincr,4,0.65,0.19,2.47,0
64,500,rcbincr,5,0.79,0.19,3.12,0
64,500,rcbincr,6,0.66,0.19,2.43,0
64,500,rcbincr,7,0.65,0.2,2.33,0
64,500,rcbincr,8,0.61,0.2,2.08,0
64,500,rcbincr,9,0.81,0.2,3.13,0
64,500,rcbincr,10,0.82,0.2,3.11,0
64,500,rcbincr,11,0.82,0.2,3.1,0
64,500,rcbincr,12,0.82,0.2,3.08,0
64,500,rcbincr,13,0.64,0.2,2.17,0
64,500,hilbert,1,2.05,0.17,11.21,0
64,500,hilbert,2,0.36,0.18,1.06,0
64,500,hilbert,3,0.26,0.18,0.41,0
64,500,hilbert,4,0.29,0.19,0.56,0
64,500,hilbert,5,0.3,0.19,0.54,0
64,500,hilbert,6,0.3,0.19,0.57,0
64,500,hilbert,7,0.31,0.2,0.6,0
64,500,hilbert,8,0.32,0.2,0.6,0
64,500,hilbert,9,0.49,0.2,1.39,0
64,500,hilbert,10,0.48,0.21,1.31,0
64,500,hilbert,11,0.29,0.2,0.44,0
64,500,hilbert,12,0.31,0.2,0.51,0
64,500,hilbert,13,0.31,0.2,0.53,0
64,500,gilbert,1,2.04,0.17,11.14,0
64,500,gilbert,2,0.24,0.17,0.36,0
64,500,gilbert,3,0.3,0.18,0.6,0
64,500,gilbert,4,0.31,0.19,0.69,0
64,500,gilbert,5,0.31,0.19,0.63,0
64,500,gilbert,6,0.31,0.19,0.62,0
64,500,gilbert,7,0.32,0.2,0.61,0
64,500,gilbert,8,0.28,0.2,0.39,0
64,500,gilbert,9,0.32,0.2,0.59,0
64,500,gilbert,10,0.26,0.2,0.27,0
64,500,gilbert,11,0.3,0.2,0.46,0
64,500,gilbert,12,0.26,0.2,0.28,0
64,500,gilbert,13,0.32,0.2,0.58,0
