ntasks,algo,A,r,R,segment,task,seg_stopped,br,bs,fb,fc,mb,mc
32,hilbert,0.5,0.6,1.6,1,13,0,100992,131072,595200,3,565120,15
32,hilbert,0.5,0.6,1.6,1,14,0,100020,131072,593256,3,562204,14
32,hilbert,0.5,0.6,1.6,1,15,0,90304,131072,573824,3,533056,14
32,hilbert,0.5,0.6,1.6,1,16,0,83624,131072,560464,3,513016,15
32,hilbert,0.5,0.6,1.6,1,17,0,80384,131072,422912,3,372224,16
32,hilbert,0.5,0.6,1.6,1,18,0,77412,131072,416968,3,363308,14
32,hilbert,0.5,0.6,1.6,1,19,0,72956,131072,539128,3,481012,14
32,hilbert,0.5,0.6,1.6,1,20,0,72136,131072,537488,3,478552,14
32,hilbert,0.5,0.6,1.6,1,21,0,85276,131072,563768,3,517972,10
32,hilbert,0.5,0.6,1.6,1,22,0,90960,131072,575136,3,535024,10
32,hilbert,0.5,0.6,1.6,1,23,0,85176,131036,432424,2,517632,10
32,hilbert,0.5,0.6,1.6,1,24,0,99664,131072,592544,3,561136,13
32,hilbert,0.5,0.6,1.6,1,25,0,106912,131072,607040,3,582880,15
32,hilbert,0.5,0.6,1.6,1,26,0,116724,131072,626664,3,612316,12
32,hilbert,0.5,0.6,1.6,1,27,0,138848,131072,539840,3,547616,11
32,hilbert,0.5,0.6,1.6,1,28,0,145044,131072,617768,3,631740,12
32,hilbert,0.5,0.6,1.6,1,29,0,179300,131072,686280,3,734508,9
32,hilbert,0.5,0.6,1.6,1,30,0,138828,131072,670872,3,678628,11
32,hilbert,0.5,0.6,1.6,1,31,0,123220,131072,639656,3,631804,10
32,hilbert,0.5,0.6,1.6,2,0,0,13708,0,31456,5,45164,8
32,hilbert,0.5,0.6,1.6,2,1,0,8544,13708,134940,11,129776,15
32,hilbert,0.5,0.6,1.6,2,2,0,0,9812,41108,9,56496,9
32,hilbert,0.5,0.6,1.6,2,3,0,2484,0,5500,9,6768,9
32,hilbert,0.5,0.6,1.6,2,4,0,6628,1216,35956,13,46744,14
32,hilbert,0.5,0.6,1.6,2,5,0,3948,6628,25596,11,31108,10
32,hilbert,0.5,0.6,1.6,2,6,0,0,7884,26896,12,39492,10
32,hilbert,0.5,0.6,1.6,2,7,0,6824,0,117632,14,124456,13
32,hilbert,0.5,0.6,1.6,2,8,0,0,3820,7948,6,9376,7
32,hilbert,0.5,0.6,1.6,2,9,0,932,492,63384,9,97616,12
32,hilbert,0.5,0.6,1.6,2,10,0,492,7944,42068,10,39536,10
32,hilbert,0.5,0.6,1.6,2,11,0,8488,0,147032,16,155520,13
32,hilbert,0.5,0.6,1.6,2,12,0,5440,544,80700,13,87644,10
32,hilbert,0.5,0.6,1.6,2,13,0,1884,5440,66488,14,69076,11
32,hilbert,0.5,0.6,1.6,2,14,0,2100,1884,40404,11,42156,8
32,hilbert,0.5,0.6,1.6,2,15,0,84,2100,39152,10,52592,7
32,hilbert,0.5,0.6,1.6,2,16,0,0,2348,7104,8,6964,8
32,hilbert,0.5,0.6,1.6,2,17,0,4120,0,23088,15,27208,12
32,hilbert,0.5,0.6,1.6,2,18,0,380,1856,8156,9,9240,10
32,hilbert,0.5,0.6,1.6,2,19,0,0,2456,37164,9,39956,8
32,hilbert,0.5,0.6,1.6,2,20,0,2076,84,9192,10,13216,7
32,hilbert,0.5,0.6,1.6,2,21,0,84,4096,69956,7,67096,6
32,hilbert,0.5,0.6,1.6,2,22,0,4096,3912,41440,8,60056,5
32,hilbert,0.5,0.6,1.6,2,23,0,3912,20,166512,8,39352,5
32,hilbert,0.5,0.6,1.6,2,24,0,20,2260,6944,11,56928,7
32,hilbert,0.5,0.6,1.6,2,25,0,5752,0,110224,14,115976,11
32,hilbert,0.5,0.6,1.6,2,26,0,0,6768,59604,9,67684,11
32,hilbert,0.5,0.6,1.6,2,27,0,3276,3888,18008,9,25588,10
32,hilbert,0.5,0.6,1.6,2,28,0,3888,6908,150252,11,163360,9
32,hilbert,0.5,0.6,1.6,2,29,0,6908,44,29332,6,54652,8
32,hilbert,0.5,0.6,1.6,2,30,0,140,0,132388,8,133424,8
32,hilbert,0.5,0.6,1.6,2,31,0,0,96,2720,4,2688,3
32,hilbert,0.5,0.6,1.6,3,0,0,608,0,1556,6,2804,6
32,hilbert,0.5,0.6,1.6,3,1,0,328,608,8808,11,15180,9
32,hilbert,0.5,0.6,1.6,3,2,0,0,540,16000,6,13744,6
32,hilbert,0.5,0.6,1.6,3,3,0,452,0,5264,9,7188,7
32,hilbert,0.5,0.6,1.6,3,4,0,0,1076,2872,10,3924,7
32,hilbert,0.5,0.6,1.6,3,5,0,1208,0,7764,8,8972,10
32,hilbert,0.5,0.6,1.6,3,6,0,0,448,1052,5,1124,4
32,hilbert,0.5,0.6,1.6,3,7,0,472,0,89992,10,92256,7
32,hilbert,0.5,0.6,1.6,3,8,0,84,396,1000,5,8464,5
32,hilbert,0.5,0.6,1.6,3,9,0,0,128,17936,8,24800,6
32,hilbert,0.5,0.6,1.6,3,10,0,44,576,4832,7,3092,7
32,hilbert,0.5,0.6,1.6,3,11,0,636,0,4648,11,5284,9
32,hilbert,0.5,0.6,1.6,3,12,0,84,60,2236,6,3276,6
32,hilbert,0.5,0.6,1.6,3,13,0,0,128,3420,7,3484,8
32,hilbert,0.5,0.6,1.6,3,14,0,112,0,236,4,412,6
32,hilbert,0.5,0.6,1.6,3,15,0,0,72,4108,4,8188,8
32,hilbert,0.5,0.6,1.6,3,16,0,4,172,472,4,384,4
32,hilbert,0.5,0.6,1.6,3,17,0,212,0,1088,7,1300,9
32,hilbert,0.5,0.6,1.6,3,18,0,32,40,240,6,1224,7
32,hilbert,0.5,0.6,1.6,3,19,0,12,32,1004,5,608,5
32,hilbert,0.5,0.6,1.6,3,20,0,16,12,1592,5,2340,5
32,hilbert,0.5,0.6,1.6,3,21,0,0,196,640,3,2252,5
32,hilbert,0.5,0.6,1.6,3,22,0,180,392,1152,3,8988,8
32,hilbert,0.5,0.6,1.6,3,23,0,392,0,1808,3,2200,5
32,hilbert,0.5,0.6,1.6,3,24,0,0,156,9624,4,11832,3
32,hilbert,0.5,0.6,1.6,3,25,0,156,56,1984,8,2084,5
32,hilbert,0.5,0.6,1.6,3,26,0,56,64,628,7,1068,5
32,hilbert,0.5,0.6,1.6,3,27,0,64,144,11164,9,15180,8
32,hilbert,0.5,0.6,1.6,3,28,0,144,908,2560,6,7300,10
32,hilbert,0.5,0.6,1.6,3,29,0,928,0,40588,8,43540,9
32,hilbert,0.5,0.6,1.6,3,30,0,8,20,576,6,126028,5
32,hilbert,0.5,0.6,1.6,3,31,0,0,8,16,2,16,2
32,hilbert,0.5,0.6,1.6,4,0,0,0,12,28,3,144,3
32,hilbert,0.5,0.6,1.6,4,1,0,12,8,84,4,124,4
32,hilbert,0.5,0.6,1.6,4,2,0,8,32,248,3,168,3
32,hilbert,0.5,0.6,1.6,4,3,0,44,0,196,5,240,6
32,hilbert,0.5,0.6,1.6,4,4,0,60,12,220,5,1412,5
32,hilbert,0.5,0.6,1.6,4,5,0,8,60,1700,7,1968,7
32,hilbert,0.5,0.6,1.6,4,6,0,0,32,1404,4,2672,4
32,hilbert,0.5,0.6,1.6,4,7,0,24,0,24,1,48,2
32,hilbert,0.5,0.6,1.6,4,8,0,0,36,104,3,100,4
32,hilbert,0.5,0.6,1.6,4,9,0,36,36,6672,4,160,5
32,hilbert,0.5,0.6,1.6,4,10,0,36,56,1172,6,1180,6
32,hilbert,0.5,0.6,1.6,4,11,0,56,40,908,7,1020,7
32,hilbert,0.5,0.6,1.6,4,12,0,40,36,212,4,216,4
32,hilbert,0.5,0.6,1.6,4,13,0,36,36,204,5,264,4
32,hilbert,0.5,0.6,1.6,4,14,0,36,32,404,5,484,6
32,hilbert,0.5,0.6,1.6,4,15,0,32,32,1824,6,1836,6
32,hilbert,0.5,0.6,1.6,4,16,0,32,36,172,4,240,4
32,hilbert,0.5,0.6,1.6,4,17,0,36,28,748,8,1044,5
32,hilbert,0.5,0.6,1.6,4,18,0,28,24,1984,7,1204,5
32,hilbert,0.5,0.6,1.6,4,19,0,24,24,196,4,588,5
32,hilbert,0.5,0.6,1.6,4,20,0,24,24,7788,6,5812,5
32,hilbert,0.5,0.6,1.6,4,21,0,24,24,58588,6,59500,5
32,hilbert,0.5,0.6,1.6,4,22,0,24,40,7908,7,8004,7
32,hilbert,0.5,0.6,1.6,4,23,0,40,16,88200,8,88208,8
32,hilbert,0.5,0.6,1.6,4,24,0,16,16,15072,5,49572,5
32,hilbert,0.5,0.6,1.6,4,25,0,16,12,1076,4,1688,8
32,hilbert,0.5,0.6,1.6,4,26,0,12,12,108,4,172,6
32,hilbert,0.5,0.6,1.6,4,27,0,12,4,8672,4,9644,4
32,hilbert,0.5,0.6,1.6,4,28,0,4,76,4544,5,8352,4
32,hilbert,0.5,0.6,1.6,4,29,0,80,0,168,4,328,5
32,hilbert,0.5,0.6,1.6,4,30,0,4,4,12,2,124456,3
32,hilbert,0.5,0.6,1.6,4,31,0,0,4,4,1,4,1
32,hilbert,0.5,0.6,1.6,5,0,0,0,149296,448776,9,560792,5
32,hilbert,0.5,0.6,1.6,5,1,0,149296,121468,633212,13,785168,9
32,hilbert,0.5,0.6,1.6,5,2,0,121468,88756,554440,13,612612,15
32,hilbert,0.5,0.6,1.6,5,3,0,88756,139412,468296,11,603240,13
32,hilbert,0.5,0.6,1.6,5,4,0,139412,88624,541596,14,665656,14
32,hilbert,0.5,0.6,1.6,5,5,0,88624,77228,367712,14,436132,14
32,hilbert,0.5,0.6,1.6,5,6,0,77228,56952,330288,11,401992,13
32,hilbert,0.5,0.6,1.6,5,7,0,56952,55580,260336,11,345932,16
32,hilbert,0.5,0.6,1.6,5,8,0,55580,44128,232932,11,296864,14
32,hilbert,0.5,0.6,1.6,5,9,0,44128,41552,306416,13,274720,14
32,hilbert,0.5,0.6,1.6,5,10,0,41552,48660,258636,13,296428,10
32,hilbert,0.5,0.6,1.6,5,11,0,48660,52180,209900,10,320972,10
32,hilbert,0.5,0.6,1.6,5,12,0,52180,39348,241344,11,298216,13
32,hilbert,0.5,0.6,1.6,5,13,0,39348,32824,162032,10,211312,13
32,hilbert,0.5,0.6,1.6,5,14,0,32824,31972,149700,12,212876,10
32,hilbert,0.5,0.6,1.6,5,15,0,31972,26452,132524,13,153240,10
32,hilbert,0.5,0.6,1.6,5,16,0,26452,22804,132824,14,180000,9
32,hilbert,0.5,0.6,1.6,5,17,0,22804,22236,109556,11,158988,10
32,hilbert,0.5,0.6,1.6,5,18,0,22236,18504,98740,12,110968,13
32,hilbert,0.5,0.6,1.6,5,19,0,18504,15856,132176,13,141336,11
32,hilbert,0.5,0.6,1.6,5,20,0,15856,15288,79876,9,104220,13
32,hilbert,0.5,0.6,1.6,5,21,0,15288,15200,127740,8,141356,11
32,hilbert,0.5,0.6,1.6,5,22,0,15200,15352,101812,9,118772,10
32,hilbert,0.5,0.6,1.6,5,23,0,15352,13432,89744,8,118800,12
32,hilbert,0.5,0.6,1.6,5,24,0,13432,12772,205996,7,117568,11
32,hilbert,0.5,0.6,1.6,5,25,0,12772,12696,57816,11,64964,11
32,hilbert,0.5,0.6,1.6,5,26,0,12696,10320,122188,13,133780,12
32,hilbert,0.5,0.6,1.6,5,27,0,10320,10376,61736,10,113964,14
32,hilbert,0.5,0.6,1.6,5,28,0,10376,7996,72372,12,49240,13
32,hilbert,0.5,0.6,1.6,5,29,0,7996,7040,106732,12,185432,14
32,hilbert,0.5,0.6,1.6,5,30,0,7040,2624,402944,10,161676,14
32,hilbert,0.5,0.6,1.6,5,31,0,2624,0,50612,7,53160,7
32,hilbert,0.5,0.6,1.6,6,0,0,133844,0,267744,4,270580,8
32,hilbert,0.5,0.6,1.6,6,1,0,107556,133844,549032,8,569304,15
32,hilbert,0.5,0.6,1.6,6,2,0,105532,107556,572772,16,620036,16
32,hilbert,0.5,0.6,1.6,6,3,0,116052,105532,530792,12,661512,8
32,hilbert,0.5,0.6,1.6,6,4,0,91456,116052,526296,14,580292,12
32,hilbert,0.5,0.6,1.6,6,5,0,71620,91456,381428,13,337016,12
32,hilbert,0.5,0.6,1.6,6,6,0,60480,71620,299528,12,312276,10
32,hilbert,0.5,0.6,1.6,6,7,0,52532,60480,281356,15,252928,10
32,hilbert,0.5,0.6,1.6,6,8,0,43192,52532,264320,13,207876,11
32,hilbert,0.5,0.6,1.6,6,9,0,43780,43192,228152,13,277412,11
32,hilbert,0.5,0.6,1.6,6,10,0,51232,43780,256876,10,264840,10
32,hilbert,0.5,0.6,1.6,6,11,0,48656,51232,220764,9,201708,8
32,hilbert,0.5,0.6,1.6,6,12,0,37692,48656,244848,13,282204,11
32,hilbert,0.5,0.6,1.6,6,13,0,34172,37692,159496,12,170264,10
32,hilbert,0.5,0.6,1.6,6,14,0,30952,34172,147996,9,131976,8
32,hilbert,0.5,0.6,1.6,6,15,0,24936,30952,148168,10,119624,11
32,hilbert,0.5,0.6,1.6,6,16,0,23112,24936,130480,8,129840,12
32,hilbert,0.5,0.6,1.6,6,17,0,21700,23112,97092,9,99776,10
32,hilbert,0.5,0.6,1.6,6,18,0,18188,21700,81616,11,89368,10
32,hilbert,0.5,0.6,1.6,6,19,0,16800,18188,109824,10,113044,12
32,hilbert,0.5,0.6,1.6,6,20,0,16128,16800,75020,12,79468,12
32,hilbert,0.5,0.6,1.6,6,21,0,15920,16128,80732,11,71316,9
32,hilbert,0.5,0.6,1.6,6,22,0,14188,15920,72828,9,70784,7
32,hilbert,0.5,0.6,1.6,6,23,0,14412,14188,69280,11,96848,9
32,hilbert,0.5,0.6,1.6,6,24,0,13452,14412,72760,9,113752,11
32,hilbert,0.5,0.6,1.6,6,25,0,12492,13452,62588,10,57148,10
32,hilbert,0.5,0.6,1.6,6,26,0,11672,12492,66828,10,105560,13
32,hilbert,0.5,0.6,1.6,6,27,0,9788,11672,107300,13,70600,11
32,hilbert,0.5,0.6,1.6,6,28,0,9040,9788,42728,11,48884,9
32,hilbert,0.5,0.6,1.6,6,29,0,5500,9040,49272,12,73380,11
32,hilbert,0.5,0.6,1.6,6,30,0,2604,5500,17244,10,21260,7
32,hilbert,0.5,0.6,1.6,6,31,0,0,2604,45952,6,50104,5
32,hilbert,0.5,0.6,1.6,7,0,0,14692,0,32276,8,46968,7
32,hilbert,0.5,0.6,1.6,7,1,0,13472,14692,320240,16,141644,13
32,hilbert,0.5,0.6,1.6,7,2,0,0,27536,60004,10,60240,7
32,hilbert,0.5,0.6,1.6,7,3,0,30472,0,82680,7,62768,5
32,hilbert,0.5,0.6,1.6,7,4,0,0,19768,169996,10,187268,9
32,hilbert,0.5,0.6,1.6,7,5,0,8384,0,19440,11,25776,13
32,hilbert,0.5,0.6,1.6,7,6,0,0,8468,129140,8,47048,12
32,hilbert,0.5,0.6,1.6,7,7,0,6080,0,26776,9,20056,11
32,hilbert,0.5,0.6,1.6,7,8,0,1004,2636,7836,9,9400,7
32,hilbert,0.5,0.6,1.6,7,9,0,0,3048,55292,9,91380,9
32,hilbert,0.5,0.6,1.6,7,10,0,2044,2420,23328,8,34184,12
32,hilbert,0.5,0.6,1.6,7,11,0,5496,0,12924,8,15444,9
32,hilbert,0.5,0.6,1.6,7,12,0,1600,3076,28748,9,83352,7
32,hilbert,0.5,0.6,1.6,7,13,0,0,2896,15672,7,8272,5
32,hilbert,0.5,0.6,1.6,7,14,0,2268,0,6264,8,6484,11
32,hilbert,0.5,0.6,1.6,7,15,0,1472,972,8640,10,14260,10
32,hilbert,0.5,0.6,1.6,7,16,0,0,1764,10904,6,13012,7
32,hilbert,0.5,0.6,1.6,7,17,0,816,0,3080,8,3896,10
32,hilbert,0.5,0.6,1.6,7,18,0,296,524,5344,8,6136,8
32,hilbert,0.5,0.6,1.6,7,19,0,0,1244,33524,9,37528,8
32,hilbert,0.5,0.6,1.6,7,20,0,948,828,10508,10,13428,9
32,hilbert,0.5,0.6,1.6,7,21,0,828,704,10284,9,11432,10
32,hilbert,0.5,0.6,1.6,7,22,0,1700,0,13968,7,7476,8
32,hilbert,0.5,0.6,1.6,7,23,0,0,1996,6328,7,35392,7
32,hilbert,0.5,0.6,1.6,7,24,0,1000,644,49024,10,44792,6
32,hilbert,0.5,0.6,1.6,7,25,0,836,0,3860,9,5464,8
32,hilbert,0.5,0.6,1.6,7,26,0,0,1500,8520,9,3676,8
32,hilbert,0.5,0.6,1.6,7,27,0,1848,0,11920,9,8904,11
32,hilbert,0.5,0.6,1.6,7,28,0,0,1488,6268,8,8620,8
32,hilbert,0.5,0.6,1.6,7,29,0,2172,0,58884,11,49792,9
32,hilbert,0.5,0.6,1.6,7,30,0,24,1224,131708,8,133788,7
32,hilbert,0.5,0.6,1.6,7,31,0,0,24,48,2,2544,3
32,hilbert,0.5,0.6,1.6,8,0,0,748,0,1672,5,2420,7
32,hilbert,0.5,0.6,1.6,8,1,0,444,748,9364,9,15652,8
32,hilbert,0.5,0.6,1.6,8,2,0,0,2740,15256,7,30104,7
32,hilbert,0.5,0.6,1.6,8,3,0,7412,0,213256,6,21204,10
32,hilbert,0.5,0.6,1.6,8,4,0,620,5116,18916,6,117156,8
32,hilbert,0.5,0.6,1.6,8,5,0,520,620,10776,12,12724,9
32,hilbert,0.5,0.6,1.6,8,6,0,0,608,6240,9,4040,6
32,hilbert,0.5,0.6,1.6,8,7,0,468,0,3968,9,2132,8
32,hilbert,0.5,0.6,1.6,8,8,0,0,444,6656,5,8504,3
32,hilbert,0.5,0.6,1.6,8,9,0,64,164,82220,7,81800,5
32,hilbert,0.5,0.6,1.6,8,10,0,164,144,2384,8,2076,6
32,hilbert,0.5,0.6,1.6,8,11,0,552,0,5556,9,6108,9
32,hilbert,0.5,0.6,1.6,8,12,0,72,408,58512,5,4976,7
32,hilbert,0.5,0.6,1.6,8,13,0,0,104,1376,4,272,5
32,hilbert,0.5,0.6,1.6,8,14,0,96,0,348,8,444,8
32,hilbert,0.5,0.6,1.6,8,15,0,60,64,4308,7,7440,10
32,hilbert,0.5,0.6,1.6,8,16,0,0,68,184,4,180,5
32,hilbert,0.5,0.6,1.6,8,17,0,36,0,820,6,976,5
32,hilbert,0.5,0.6,1.6,8,18,0,32,28,968,5,1120,5
32,hilbert,0.5,0.6,1.6,8,19,0,16,32,944,5,1000,4
32,hilbert,0.5,0.6,1.6,8,20,0,0,16,168,3,32,2
32,hilbert,0.5,0.6,1.6,8,21,0,0,8,16,2,24,3
32,hilbert,0.5,0.6,1.6,8,22,0,140,0,4180,6,8016,7
32,hilbert,0.5,0.6,1.6,8,23,0,28,132,31720,7,30932,7
32,hilbert,0.5,0.6,1.6,8,24,0,0,64,17056,6,36588,5
32,hilbert,0.5,0.6,1.6,8,25,0,44,0,208,5,124,5
32,hilbert,0.5,0.6,1.6,8,26,0,0,60,148,6,232,5
32,hilbert,0.5,0.6,1.6,8,27,0,104,0,5224,10,6224,7
32,hilbert,0.5,0.6,1.6,8,28,0,0,204,4900,6,9184,5
32,hilbert,0.5,0.6,1.6,8,29,0,424,0,4824,7,1408,5
32,hilbert,0.5,0.6,1.6,8,30,0,12,272,144148,8,131648,6
32,hilbert,0.5,0.6,1.6,8,31,0,0,12,24,2,24,2
32,hilbert,0.5,0.6,1.6,9,0,0,0,28,468,6,440,3
32,hilbert,0.5,0.6,1.6,9,1,0,28,24,140,4,208,3
32,hilbert,0.5,0.6,1.6,9,2,0,24,208,512,4,1328,4
32,hilbert,0.5,0.6,1.6,9,3,0,904,0,2044,8,2692,9
32,hilbert,0.5,0.6,1.6,9,4,0,0,732,3228,5,7560,8
32,hilbert,0.5,0.6,1.6,9,5,0,60,0,1028,5,1088,8
32,hilbert,0.5,0.6,1.6,9,6,0,0,36,128,4,864,5
32,hilbert,0.5,0.6,1.6,9,7,0,28,0,212,7,240,5
32,hilbert,0.5,0.6,1.6,9,8,0,0,28,808,3,92,5
32,hilbert,0.5,0.6,1.6,9,9,0,12,20,64,2,88,6
32,hilbert,0.5,0.6,1.6,9,10,0,20,20,1348,4,148,4
32,hilbert,0.5,0.6,1.6,9,11,0,36,0,116,5,152,4
32,hilbert,0.5,0.6,1.6,9,12,0,0,24,1008,3,1480,3
32,hilbert,0.5,0.6,1.6,9,13,0,8,8,48,3,80,3
32,hilbert,0.5,0.6,1.6,9,14,0,8,4,56,3,60,2
32,hilbert,0.5,0.6,1.6,9,15,0,4,4,1184,5,1184,3
32,hilbert,0.5,0.6,1.6,9,16,0,4,8,56,4,68,3
32,hilbert,0.5,0.6,1.6,9,17,0,8,8,668,4,892,4
32,hilbert,0.5,0.6,1.6,9,18,0,8,12,1064,4,356,5
32,hilbert,0.5,0.6,1.6,9,19,0,12,12,48,2,492,4
32,hilbert,0.5,0.6,1.6,9,20,0,12,12,3500,5,116,3
32,hilbert,0.5,0.6,1.6,9,21,0,12,12,176,6,48,2
32,hilbert,0.5,0.6,1.6,9,22,0,12,4,180,6,196,4
32,hilbert,0.5,0.6,1.6,9,23,0,4,12,30504,5,30620,4
32,hilbert,0.5,0.6,1.6,9,24,0,12,12,996,4,34020,4
32,hilbert,0.5,0.6,1.6,9,25,0,12,8,44,4,56,4
32,hilbert,0.5,0.6,1.6,9,26,0,8,12,32,2,68,4
32,hilbert,0.5,0.6,1.6,9,27,0,12,12,1040,5,1056,6
32,hilbert,0.5,0.6,1.6,9,28,0,12,24,80,3,344,4
32,hilbert,0.5,0.6,1.6,9,29,0,40,0,80,3,120,5
32,hilbert,0.5,0.6,1.6,9,30,0,0,28,2064,4,130068,6
32,hilbert,0.5,0.6,1.6,9,31,0,12,0,24,2,24,2
32,hilbert,0.5,0.6,1.6,10,0,0,32,0,32,1,256,2
32,hilbert,0.5,0.6,1.6,10,1,0,16,32,168,3,216,4
32,hilbert,0.5,0.6,1.6,10,2,0,0,108,216,2,216,2
32,hilbert,0.5,0.6,1.6,10,3,0,540,0,1836,8,2280,8
32,hilbert,0.5,0.6,1.6,10,4,0,4,448,12036,8,10480,7
32,hilbert,0.5,0.6,1.6,10,5,0,28,4,1556,7,1580,4
32,hilbert,0.5,0.6,1.6,10,6,0,4,28,916,5,728,3
32,hilbert,0.5,0.6,1.6,10,7,0,20,4,76,3,112,5
32,hilbert,0.5,0.6,1.6,10,8,0,8,20,96,4,7540,6
32,hilbert,0.5,0.6,1.6,10,9,0,4,8,36,5,36,3
32,hilbert,0.5,0.6,1.6,10,10,0,4,4,28,2,428,2
32,hilbert,0.5,0.6,1.6,10,11,0,20,4,100,4,124,6
32,hilbert,0.5,0.6,1.6,10,12,0,4,20,2460,4,58244,6
32,hilbert,0.5,0.6,1.6,10,13,0,0,4,4,1,8,2
32,hilbert,0.5,0.6,1.6,10,14,0,0,0,0,0,0,0
32,hilbert,0.5,0.6,1.6,10,15,0,0,0,0,0,0,0
32,hilbert,0.5,0.6,1.6,10,16,0,0,0,0,0,0,0
32,hilbert,0.5,0.6,1.6,10,17,0,0,0,0,0,0,0
32,hilbert,0.5,0.6,1.6,10,18,0,0,0,0,0,0,0
32,hilbert,0.5,0.6,1.6,10,19,0,0,0,0,0,0,0
32,hilbert,0.5,0.6,1.6,10,20,0,0,0,0,0,0,0
32,hilbert,0.5,0.6,1.6,10,21,0,0,0,0,0,0,0
32,hilbert,0.5,0.6,1.6,10,22,0,4,0,4,1,16,2
32,hilbert,0.5,0.6,1.6,10,23,0,0,4,4,1,16,2
32,hilbert,0.5,0.6,1.6,10,24,0,0,0,0,0,0,0
32,hilbert,0.5,0.6,1.6,10,25,0,4,0,4,1,16,2
32,hilbert,0.5,0.6,1.6,10,26,0,8,4,40,3,48,3
32,hilbert,0.5,0.6,1.6,10,27,0,8,8,1008,5,48,5
32,hilbert,0.5,0.6,1.6,10,28,0,0,12,260,3,352,5
32,hilbert,0.5,0.6,1.6,10,29,0,20,0,68,3,88,3
32,hilbert,0.5,0.6,1.6,10,30,0,4,16,126016,4,20,1
32,hilbert,0.5,0.6,1.6,10,31,0,0,4,2500,2,4,1
32,hilbert,0.5,0.6,1.6,1,0,0,266152,0,597840,3,863992,8
32,hilbert,0.5,0.6,1.6,1,1,0,221504,131072,705152,3,795584,13
32,hilbert,0.5,0.6,1.6,1,2,0,173644,131072,543896,3,586468,16
32,hilbert,0.5,0.6,1.6,1,3,0,137532,5940,155872,2,393960,13
32,hilbert,0.5,0.6,1.6,1,4,0,170816,131072,603776,3,643520,16
32,hilbert,0.5,0.6,1.6,1,5,0,160124,131072,647928,3,676980,13
32,hilbert,0.5,0.6,1.6,1,6,0,129920,131072,521984,3,520832,13
32,hilbert,0.5,0.6,1.6,1,7,0,116272,131072,625760,3,610960,14
32,hilbert,0.5,0.6,1.6,1,8,0,106552,131072,540784,3,516264,11
32,hilbert,0.5,0.6,1.6,1,9,0,100480,131072,594176,3,563584,10
32,hilbert,0.5,0.6,1.6,1,10,0,131640,131072,656496,3,657064,12
32,hilbert,0.5,0.6,1.6,1,11,0,130068,131072,653352,3,652348,14
32,hilbert,0.5,0.6,1.6,1,12,0,105600,131072,604416,3,578944,16
32,hilbert,0.5,0.6,1.6,1,13,0,100996,131072,595208,3,565132,16
32,hilbert,0.5,0.6,1.6,1,14,0,100016,131072,593248,3,562192,12
32,hilbert,0.5,0.6,1.6,1,15,0,90304,131072,573824,3,533056,12
32,hilbert,0.5,0.6,1.6,1,16,0,83640,131072,560496,3,513064,13
32,hilbert,0.5,0.6,1.6,1,17,0,80380,131072,422904,3,372212,15
32,hilbert,0.5,0.6,1.6,1,18,0,77396,131072,416936,3,363260,14
32,hilbert,0.5,0.6,1.6,1,19,0,72948,131072,539112,3,480988,15
32,hilbert,0.5,0.6,1.6,1,20,0,72132,131072,537480,3,478540,12
32,hilbert,0.5,0.6,1.6,1,21,0,85272,131072,563760,3,517960,9
32,hilbert,0.5,0.6,1.6,1,22,0,90956,131072,575128,3,535012,10
32,hilbert,0.5,0.6,1.6,1,23,0,85180,131044,432448,2,517648,11
32,hilbert,0.5,0.6,1.6,1,24,0,99652,131072,592520,3,561100,10
32,hilbert,0.5,0.6,1.6,1,25,0,106892,131072,607000,3,582820,14
32,hilbert,0.5,0.6,1.6,1,26,0,116712,131072,626640,3,612280,14
32,hilbert,0.5,0.6,1.6,1,27,0,138864,131072,539872,3,547664,13
32,hilbert,0.5,0.6,1.6,1,28,0,145024,131072,617728,3,631680,13
32,hilbert,0.5,0.6,1.6,1,29,0,179312,131072,686304,3,734544,11
32,hilbert,0.5,0.6,1.6,1,30,0,138832,131072,670880,3,678640,11
32,hilbert,0.5,0.6,1.6,1,31,0,123260,131072,639736,3,631924,10
32,hilbert,0.5,0.6,1.6,2,0,0,7084,0,18176,6,25260,9
32,hilbert,0.5,0.6,1.6,2,1,0,4236,7084,51632,11,97936,14
32,hilbert,0.5,0.6,1.6,2,2,0,0,4980,43572,11,55992,10
32,hilbert,0.5,0.6,1.6,2,3,0,1396,0,3312,9,3940,8
32,hilbert,0.5,0.6,1.6,2,4,0,3360,652,24984,11,30628,10
32,hilbert,0.5,0.6,1.6,2,5,0,2104,3360,15404,10,16196,10
32,hilbert,0.5,0.6,1.6,2,6,0,0,4096,14208,9,28288,11
32,hilbert,0.5,0.6,1.6,2,7,0,3464,0,45376,12,48840,12
32,hilbert,0.5,0.6,1.6,2,8,0,0,1956,4224,7,10524,8
32,hilbert,0.5,0.6,1.6,2,9,0,484,312,62136,8,96100,11
32,hilbert,0.5,0.6,1.6,2,10,0,312,4256,86248,10,87488,9
32,hilbert,0.5,0.6,1.6,2,11,0,4468,0,117756,12,134896,6
32,hilbert,0.5,0.6,1.6,2,12,0,2688,212,16168,12,18644,9
32,hilbert,0.5,0.6,1.6,2,13,0,916,2688,35500,13,44992,11
