ntasks,algo,A,r,R,segment,task,seg_stopped,br,bs,fb,fc,mb,mc
64,hilbert,0.25,0.85,1.2,4,38,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,39,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,40,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,41,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,42,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,43,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,44,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,45,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,46,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,47,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,48,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,49,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,50,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,51,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,52,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,53,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,54,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,55,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,56,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,57,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,58,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,59,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,60,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,61,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,62,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,4,63,0,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,0,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,1,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,2,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,3,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,4,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,5,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,6,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,7,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,8,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,9,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,10,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,11,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,12,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,13,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,14,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,15,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,16,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,17,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,18,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,19,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,20,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,21,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,22,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,23,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,24,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,25,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,26,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,27,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,28,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,29,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,30,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,31,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,32,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,33,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,34,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,35,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,36,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,37,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,38,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,39,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,40,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,41,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,42,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,43,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,44,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,45,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,46,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,47,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,48,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,49,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,50,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,51,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,52,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,53,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,54,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,55,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,56,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,57,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,58,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,59,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,60,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,61,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,62,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,5,63,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,0,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,1,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,2,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,3,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,4,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,5,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,6,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,7,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,8,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,9,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,10,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,11,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,12,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,13,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,14,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,15,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,16,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,17,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,18,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,19,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,20,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,21,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,22,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,23,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,24,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,25,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,26,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,27,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,28,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,29,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,30,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,31,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,32,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,33,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,34,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,35,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,36,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,37,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,38,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,39,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,40,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,41,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,42,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,43,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,44,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,45,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,46,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,47,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,48,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,49,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,50,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,51,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,52,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,53,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,54,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,55,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,56,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,57,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,58,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,59,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,60,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,61,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,62,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,6,63,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,0,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,1,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,2,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,3,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,4,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,5,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,6,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,7,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,8,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,9,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,10,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,11,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,12,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,13,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,14,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,15,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,16,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,17,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,18,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,19,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,20,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,21,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,22,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,23,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,24,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,25,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,26,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,27,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,28,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,29,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,30,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,31,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,32,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,33,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,34,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,35,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,36,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,37,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,38,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,39,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,40,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,41,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,42,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,43,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,44,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,45,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,46,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,47,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,48,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,49,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,50,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,51,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,52,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,53,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,54,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,55,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,56,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,57,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,58,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,59,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,60,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,61,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,62,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,7,63,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,0,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,1,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,2,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,3,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,4,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,5,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,6,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,7,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,8,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,9,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,10,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,11,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,12,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,13,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,14,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,15,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,16,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,17,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,18,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,19,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,20,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,21,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,22,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,23,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,24,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,25,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,26,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,27,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,28,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,29,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,30,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,31,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,32,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,33,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,34,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,35,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,36,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,37,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,38,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,39,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,40,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,41,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,42,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,43,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,44,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,45,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,46,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,47,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,48,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,49,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,50,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,51,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,52,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,53,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,54,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,55,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,56,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,57,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,58,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,59,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,60,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,61,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,62,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,8,63,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,0,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,1,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,2,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,3,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,4,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,5,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,6,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,7,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,8,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,9,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,10,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,11,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,12,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,13,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,14,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,15,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,16,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,17,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,18,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,19,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,20,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,21,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,22,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,23,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,24,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,25,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,26,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,27,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,28,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,29,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,30,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,31,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,32,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,33,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,34,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,35,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,36,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,37,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,38,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,39,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,40,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,41,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,42,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,43,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,44,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,45,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,46,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,47,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,48,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,49,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,50,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,51,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,52,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,53,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,54,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,55,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,56,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,57,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,58,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,59,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,60,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,61,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,62,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,9,63,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,0,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,1,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,2,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,3,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,4,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,5,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,6,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,7,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,8,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,9,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,10,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,11,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,12,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,13,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,14,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,15,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,16,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,17,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,18,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,19,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,20,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,21,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,22,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,23,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,24,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,25,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,26,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,27,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,28,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,29,1,0,0,0,0,0,0
64,hilbert,0.25,0.85,1.2,10,30,1,0,0,0,0,0,0
