ntasks,algo,freq,segment,task,seg_stopped,br,bs,fb,fc,mb,mc
16,rcb,125,12,15,0,22653000,0,45306000,500,45306000,500
16,rcb,125,13,0,0,0,73928000,73928000,250,73928000,250
16,rcb,125,13,1,0,444000,0,888000,500,888000,500
16,rcb,125,13,2,0,615000,0,1230000,500,1230000,500
16,rcb,125,13,3,0,8125000,0,16250000,500,16250000,500
16,rcb,125,13,4,0,860000,0,1720000,500,1720000,500
16,rcb,125,13,5,0,2600000,0,5200000,500,5200000,500
16,rcb,125,13,6,0,1497000,0,2994000,500,2994000,500
16,rcb,125,13,7,0,20067000,0,40134000,500,40134000,500
16,rcb,125,13,8,0,530000,0,1060000,500,1060000,500
16,rcb,125,13,9,0,1082000,0,2164000,500,2164000,500
16,rcb,125,13,10,0,693000,0,1386000,500,1386000,500
16,rcb,125,13,11,0,9171000,0,18342000,500,18342000,500
16,rcb,125,13,12,0,1128000,0,2256000,500,2256000,500
16,rcb,125,13,13,0,2776000,0,5552000,500,5552000,500
16,rcb,125,13,14,0,1687000,0,3374000,500,3374000,500
16,rcb,125,13,15,0,22653000,0,45306000,500,45306000,500
16,rcb,125,14,0,0,0,73928000,73928000,250,73928000,250
16,rcb,125,14,1,0,444000,0,888000,500,888000,500
16,rcb,125,14,2,0,615000,0,1230000,500,1230000,500
16,rcb,125,14,3,0,8125000,0,16250000,500,16250000,500
16,rcb,125,14,4,0,860000,0,1720000,500,1720000,500
16,rcb,125,14,5,0,2600000,0,5200000,500,5200000,500
16,rcb,125,14,6,0,1497000,0,2994000,500,2994000,500
16,rcb,125,14,7,0,20067000,0,40134000,500,40134000,500
16,rcb,125,14,8,0,530000,0,1060000,500,1060000,500
16,rcb,125,14,9,0,1082000,0,2164000,500,2164000,500
16,rcb,125,14,10,0,693000,0,1386000,500,1386000,500
16,rcb,125,14,11,0,9171000,0,18342000,500,18342000,500
16,rcb,125,14,12,0,970000,0,1941264,500,1940000,500
16,rcb,125,14,13,0,2934000,0,5866736,500,5868000,500
16,rcb,125,14,14,0,1687000,0,3374000,500,3374000,500
16,rcb,125,14,15,0,22653000,0,45306000,500,45306000,500
16,rcb,125,15,0,0,0,74014000,74014000,250,74014000,250
16,rcb,125,15,1,0,530000,0,1059312,500,1060000,500
16,rcb,125,15,2,0,615000,0,1230000,500,1230000,500
16,rcb,125,15,3,0,8125000,0,16250000,500,16250000,500
16,rcb,125,15,4,0,860000,0,1720000,500,1720000,500
16,rcb,125,15,5,0,2600000,0,5200000,500,5200000,500
16,rcb,125,15,6,0,1497000,0,2994000,500,2994000,500
16,rcb,125,15,7,0,20067000,0,40134000,500,40134000,500
16,rcb,125,15,8,0,530000,0,1060000,500,1060000,500
16,rcb,125,15,9,0,1082000,0,2164000,500,2164000,500
16,rcb,125,15,10,0,693000,0,1386000,500,1386000,500
16,rcb,125,15,11,0,9171000,0,18342000,500,18342000,500
16,rcb,125,15,12,0,970000,0,1940000,500,1940000,500
16,rcb,125,15,13,0,2934000,0,5868000,500,5868000,500
16,rcb,125,15,14,0,1687000,0,3374000,500,3374000,500
16,rcb,125,15,15,0,22653000,0,45306000,500,45306000,500
16,rcb,125,16,0,0,0,74014000,74014000,250,74014000,250
16,rcb,125,16,1,0,530000,0,1060000,500,1060000,500
16,rcb,125,16,2,0,615000,0,1230000,500,1230000,500
16,rcb,125,16,3,0,8125000,0,16250000,500,16250000,500
16,rcb,125,16,4,0,860000,0,1720000,500,1720000,500
16,rcb,125,16,5,0,2600000,0,5200000,500,5200000,500
16,rcb,125,16,6,0,1497000,0,2994000,500,2994000,500
16,rcb,125,16,7,0,20067000,0,40134000,500,40134000,500
16,rcb,125,16,8,0,530000,0,1060000,500,1060000,500
16,rcb,125,16,9,0,1082000,0,2164000,500,2164000,500
16,rcb,125,16,10,0,693000,0,1386000,500,1386000,500
16,rcb,125,16,11,0,9171000,0,18342000,500,18342000,500
16,rcb,125,16,12,0,970000,0,1940000,500,1940000,500
16,rcb,125,16,13,0,2934000,0,5868000,500,5868000,500
16,rcb,125,16,14,0,1687000,0,3374000,500,3374000,500
16,rcb,125,16,15,0,22653000,0,45306000,500,45306000,500
16,rcb,250,1,0,0,0,144094000,144094000,500,144618288,502
16,rcb,250,1,1,0,9876000,0,19712496,998,19752000,1000
16,rcb,250,1,2,0,9298000,0,18558808,998,18596000,1000
16,rcb,250,1,3,0,9876000,0,19712496,998,19752000,1000
16,rcb,250,1,4,0,9298000,0,18558808,998,18596000,1000
16,rcb,250,1,5,0,9876000,0,19712496,998,19752000,1000
16,rcb,250,1,6,0,9298000,0,18558808,998,18596000,1000
16,rcb,250,1,7,0,9876000,0,19712496,998,19752000,1000
16,rcb,250,1,8,0,9876000,0,19712496,998,19752000,1000
16,rcb,250,1,9,0,9298000,0,18558808,998,18596000,1000
16,rcb,250,1,10,0,9876000,0,19712496,998,19752000,1000
16,rcb,250,1,11,0,9298000,0,18558808,998,18596000,1000
16,rcb,250,1,12,0,9876000,0,19712496,998,19752000,1000
16,rcb,250,1,13,0,9298000,0,18558808,998,18596000,1000
16,rcb,250,1,14,0,9876000,0,19712496,998,19752000,1000
16,rcb,250,1,15,0,9298000,0,18558808,998,18596000,1000
16,rcb,250,2,0,0,0,147856000,147856000,500,147856000,500
16,rcb,250,2,1,0,888000,0,1811952,1000,1776000,1000
16,rcb,250,2,2,0,1230000,0,2492272,1000,2460000,1000
16,rcb,250,2,3,0,16250000,0,32474504,1000,32500000,1000
16,rcb,250,2,4,0,2000000,0,4029192,1000,4000000,1000
16,rcb,250,2,5,0,4920000,0,9859824,1000,9840000,1000
16,rcb,250,2,6,0,2994000,0,6013216,1000,5988000,1000
16,rcb,250,2,7,0,40134000,0,80146968,1000,80268000,1000
16,rcb,250,2,8,0,1060000,0,2155264,1000,2120000,1000
16,rcb,250,2,9,0,2164000,0,4356536,1000,4328000,1000
16,rcb,250,2,10,0,1386000,0,2805960,1000,2772000,1000
16,rcb,250,2,11,0,18342000,0,36647824,1000,36684000,1000
16,rcb,250,2,12,0,2572000,0,5173216,1000,5144000,1000
16,rcb,250,2,13,0,5236000,0,10488248,1000,10472000,1000
16,rcb,250,2,14,0,3374000,0,6774008,1000,6748000,1000
16,rcb,250,2,15,0,45306000,0,90467968,1000,90612000,1000
16,rcb,250,3,0,0,0,147856000,147856000,500,147856000,500
16,rcb,250,3,1,0,888000,0,1776000,1000,1776000,1000
16,rcb,250,3,2,0,1230000,0,2460000,1000,2460000,1000
16,rcb,250,3,3,0,16250000,0,32500000,1000,32500000,1000
16,rcb,250,3,4,0,2000000,0,4000000,1000,4000000,1000
16,rcb,250,3,5,0,4920000,0,9840000,1000,9840000,1000
16,rcb,250,3,6,0,2994000,0,5988000,1000,5988000,1000
16,rcb,250,3,7,0,40134000,0,80268000,1000,80268000,1000
16,rcb,250,3,8,0,1060000,0,2120000,1000,2120000,1000
16,rcb,250,3,9,0,2164000,0,4328000,1000,4328000,1000
16,rcb,250,3,10,0,1386000,0,2772000,1000,2772000,1000
16,rcb,250,3,11,0,18342000,0,36684000,1000,36684000,1000
16,rcb,250,3,12,0,2572000,0,5144000,1000,5144000,1000
16,rcb,250,3,13,0,5236000,0,10472000,1000,10472000,1000
16,rcb,250,3,14,0,3374000,0,6748000,1000,6748000,1000
16,rcb,250,3,15,0,45306000,0,90612000,1000,90612000,1000
16,rcb,250,4,0,0,0,147856000,147856000,500,147856000,500
16,rcb,250,4,1,0,888000,0,1776000,1000,1776000,1000
16,rcb,250,4,2,0,1230000,0,2460000,1000,2460000,1000
16,rcb,250,4,3,0,16250000,0,32500000,1000,32500000,1000
16,rcb,250,4,4,0,2000000,0,4000000,1000,4000000,1000
16,rcb,250,4,5,0,4920000,0,9840000,1000,9840000,1000
16,rcb,250,4,6,0,2994000,0,5988000,1000,5988000,1000
16,rcb,250,4,7,0,40134000,0,80268000,1000,80268000,1000
16,rcb,250,4,8,0,1060000,0,2120000,1000,2120000,1000
16,rcb,250,4,9,0,2164000,0,4328000,1000,4328000,1000
16,rcb,250,4,10,0,1386000,0,2772000,1000,2772000,1000
16,rcb,250,4,11,0,18342000,0,36684000,1000,36684000,1000
16,rcb,250,4,12,0,2572000,0,5144000,1000,5144000,1000
16,rcb,250,4,13,0,5236000,0,10472000,1000,10472000,1000
16,rcb,250,4,14,0,3374000,0,6748000,1000,6748000,1000
16,rcb,250,4,15,0,45306000,0,90612000,1000,90612000,1000
16,rcb,250,5,0,0,0,147856000,147856000,500,147856000,500
16,rcb,250,5,1,0,888000,0,1776000,1000,1776000,1000
16,rcb,250,5,2,0,1230000,0,2460000,1000,2460000,1000
16,rcb,250,5,3,0,16250000,0,32500000,1000,32500000,1000
16,rcb,250,5,4,0,1720000,0,3441120,1000,3440000,1000
16,rcb,250,5,5,0,5200000,0,10398880,1000,10400000,1000
16,rcb,250,5,6,0,2994000,0,5988000,1000,5988000,1000
16,rcb,250,5,7,0,40134000,0,80268000,1000,80268000,1000
16,rcb,250,5,8,0,1060000,0,2120000,1000,2120000,1000
16,rcb,250,5,9,0,2164000,0,4328000,1000,4328000,1000
16,rcb,250,5,10,0,1386000,0,2772000,1000,2772000,1000
16,rcb,250,5,11,0,18342000,0,36684000,1000,36684000,1000
16,rcb,250,5,12,0,2256000,0,4513264,1000,4512000,1000
16,rcb,250,5,13,0,5552000,0,11102736,1000,11104000,1000
16,rcb,250,5,14,0,3374000,0,6748000,1000,6748000,1000
16,rcb,250,5,15,0,45306000,0,90612000,1000,90612000,1000
16,rcb,250,6,0,0,0,147856000,147856000,500,147856000,500
16,rcb,250,6,1,0,888000,0,1776000,1000,1776000,1000
16,rcb,250,6,2,0,1230000,0,2460000,1000,2460000,1000
16,rcb,250,6,3,0,16250000,0,32500000,1000,32500000,1000
16,rcb,250,6,4,0,1720000,0,3440000,1000,3440000,1000
16,rcb,250,6,5,0,5200000,0,10400000,1000,10400000,1000
16,rcb,250,6,6,0,2994000,0,5988000,1000,5988000,1000
16,rcb,250,6,7,0,40134000,0,80268000,1000,80268000,1000
16,rcb,250,6,8,0,1060000,0,2120000,1000,2120000,1000
16,rcb,250,6,9,0,2164000,0,4328000,1000,4328000,1000
16,rcb,250,6,10,0,1386000,0,2772000,1000,2772000,1000
16,rcb,250,6,11,0,18342000,0,36684000,1000,36684000,1000
16,rcb,250,6,12,0,2256000,0,4512000,1000,4512000,1000
16,rcb,250,6,13,0,5552000,0,11104000,1000,11104000,1000
16,rcb,250,6,14,0,3374000,0,6748000,1000,6748000,1000
16,rcb,250,6,15,0,45306000,0,90612000,1000,90612000,1000
16,rcb,250,7,0,0,0,147856000,147856000,500,147856000,500
16,rcb,250,7,1,0,888000,0,1776000,1000,1776000,1000
16,rcb,250,7,2,0,1230000,0,2460000,1000,2460000,1000
16,rcb,250,7,3,0,16250000,0,32500000,1000,32500000,1000
16,rcb,250,7,4,0,1720000,0,3440000,1000,3440000,1000
16,rcb,250,7,5,0,5200000,0,10400000,1000,10400000,1000
16,rcb,250,7,6,0,2994000,0,5988000,1000,5988000,1000
16,rcb,250,7,7,0,40134000,0,80268000,1000,80268000,1000
16,rcb,250,7,8,0,1060000,0,2120000,1000,2120000,1000
16,rcb,250,7,9,0,2164000,0,4328000,1000,4328000,1000
16,rcb,250,7,10,0,1386000,0,2772000,1000,2772000,1000
16,rcb,250,7,11,0,18342000,0,36684000,1000,36684000,1000
16,rcb,250,7,12,0,2256000,0,4512000,1000,4512000,1000
16,rcb,250,7,13,0,5552000,0,11104000,1000,11104000,1000
16,rcb,250,7,14,0,3374000,0,6748000,1000,6748000,1000
16,rcb,250,7,15,0,45306000,0,90612000,1000,90612000,1000
16,rcb,250,8,0,0,0,147856000,147856000,500,147856000,500
16,rcb,250,8,1,0,888000,0,1776000,1000,1776000,1000
16,rcb,250,8,2,0,1230000,0,2460000,1000,2460000,1000
16,rcb,250,8,3,0,16250000,0,32500000,1000,32500000,1000
16,rcb,250,8,4,0,1720000,0,3440000,1000,3440000,1000
16,rcb,250,8,5,0,5200000,0,10400000,1000,10400000,1000
16,rcb,250,8,6,0,2994000,0,5988000,1000,5988000,1000
16,rcb,250,8,7,0,40134000,0,80268000,1000,80268000,1000
16,rcb,250,8,8,0,1060000,0,2120000,1000,2120000,1000
16,rcb,250,8,9,0,2164000,0,4328000,1000,4328000,1000
16,rcb,250,8,10,0,1386000,0,2772000,1000,2772000,1000
16,rcb,250,8,11,0,18342000,0,36684000,1000,36684000,1000
16,rcb,250,8,12,0,1940000,0,3881264,1000,3880000,1000
16,rcb,250,8,13,0,5868000,0,11734736,1000,11736000,1000
16,rcb,250,8,14,0,3374000,0,6748000,1000,6748000,1000
16,rcb,250,8,15,0,45306000,0,90612000,1000,90612000,1000
16,rcb,500,1,0,0,0,288188000,288188000,1000,288712288,1002
16,rcb,500,1,1,0,19752000,0,39464496,1998,39504000,2000
16,rcb,500,1,2,0,18596000,0,37154808,1998,37192000,2000
16,rcb,500,1,3,0,19752000,0,39464496,1998,39504000,2000
16,rcb,500,1,4,0,18596000,0,37154808,1998,37192000,2000
16,rcb,500,1,5,0,19752000,0,39464496,1998,39504000,2000
16,rcb,500,1,6,0,18596000,0,37154808,1998,37192000,2000
16,rcb,500,1,7,0,19752000,0,39464496,1998,39504000,2000
16,rcb,500,1,8,0,19752000,0,39464496,1998,39504000,2000
16,rcb,500,1,9,0,18596000,0,37154808,1998,37192000,2000
16,rcb,500,1,10,0,19752000,0,39464496,1998,39504000,2000
16,rcb,500,1,11,0,18596000,0,37154808,1998,37192000,2000
16,rcb,500,1,12,0,19752000,0,39464496,1998,39504000,2000
16,rcb,500,1,13,0,18596000,0,37154808,1998,37192000,2000
16,rcb,500,1,14,0,19752000,0,39464496,1998,39504000,2000
16,rcb,500,1,15,0,18596000,0,37154808,1998,37192000,2000
16,rcb,500,2,0,0,0,295712000,295712000,1000,295712000,1000
16,rcb,500,2,1,0,1776000,0,3587952,2000,3552000,2000
16,rcb,500,2,2,0,2460000,0,4952272,2000,4920000,2000
16,rcb,500,2,3,0,32500000,0,64974504,2000,65000000,2000
16,rcb,500,2,4,0,4000000,0,8029192,2000,8000000,2000
16,rcb,500,2,5,0,9840000,0,19699824,2000,19680000,2000
16,rcb,500,2,6,0,5988000,0,12001216,2000,11976000,2000
16,rcb,500,2,7,0,80268000,0,160414968,2000,160536000,2000
16,rcb,500,2,8,0,2120000,0,4275264,2000,4240000,2000
16,rcb,500,2,9,0,4328000,0,8684536,2000,8656000,2000
16,rcb,500,2,10,0,2772000,0,5577960,2000,5544000,2000
16,rcb,500,2,11,0,36684000,0,73331824,2000,73368000,2000
16,rcb,500,2,12,0,5144000,0,10317216,2000,10288000,2000
16,rcb,500,2,13,0,10472000,0,20960248,2000,20944000,2000
16,rcb,500,2,14,0,6748000,0,13522008,2000,13496000,2000
16,rcb,500,2,15,0,90612000,0,181079968,2000,181224000,2000
16,rcb,500,3,0,0,0,295712000,295712000,1000,295712000,1000
16,rcb,500,3,1,0,1776000,0,3552000,2000,3552000,2000
16,rcb,500,3,2,0,2460000,0,4920000,2000,4920000,2000
16,rcb,500,3,3,0,32500000,0,65000000,2000,65000000,2000
16,rcb,500,3,4,0,3440000,0,6881120,2000,6880000,2000
16,rcb,500,3,5,0,10400000,0,20798880,2000,20800000,2000
16,rcb,500,3,6,0,5988000,0,11976000,2000,11976000,2000
16,rcb,500,3,7,0,80268000,0,160536000,2000,160536000,2000
16,rcb,500,3,8,0,2120000,0,4240000,2000,4240000,2000
16,rcb,500,3,9,0,4328000,0,8656000,2000,8656000,2000
16,rcb,500,3,10,0,2772000,0,5544000,2000,5544000,2000
16,rcb,500,3,11,0,36684000,0,73368000,2000,73368000,2000
16,rcb,500,3,12,0,4512000,0,9025264,2000,9024000,2000
16,rcb,500,3,13,0,11104000,0,22206736,2000,22208000,2000
16,rcb,500,3,14,0,6748000,0,13496000,2000,13496000,2000
16,rcb,500,3,15,0,90612000,0,181224000,2000,181224000,2000
16,rcb,500,4,0,0,0,295712000,295712000,1000,295712000,1000
16,rcb,500,4,1,0,1776000,0,3552000,2000,3552000,2000
16,rcb,500,4,2,0,2460000,0,4920000,2000,4920000,2000
16,rcb,500,4,3,0,32500000,0,65000000,2000,65000000,2000
16,rcb,500,4,4,0,3440000,0,6880000,2000,6880000,2000
16,rcb,500,4,5,0,10400000,0,20800000,2000,20800000,2000
16,rcb,500,4,6,0,5988000,0,11976000,2000,11976000,2000
16,rcb,500,4,7,0,80268000,0,160536000,2000,160536000,2000
16,rcb,500,4,8,0,2120000,0,4240000,2000,4240000,2000
16,rcb,500,4,9,0,4328000,0,8656000,2000,8656000,2000
16,rcb,500,4,10,0,2772000,0,5544000,2000,5544000,2000
16,rcb,500,4,11,0,36684000,0,73368000,2000,73368000,2000
16,rcb,500,4,12,0,4512000,0,9024000,2000,9024000,2000
16,rcb,500,4,13,0,11104000,0,22208000,2000,22208000,2000
16,rcb,500,4,14,0,6748000,0,13496000,2000,13496000,2000
16,rcb,500,4,15,0,90612000,0,181224000,2000,181224000,2000
16,rcbincr,125,1,0,0,0,72047000,72047000,250,72571288,252
16,rcbincr,125,1,1,0,4938000,0,9836496,498,9876000,500
16,rcbincr,125,1,2,0,4649000,0,9260808,498,9298000,500
16,rcbincr,125,1,3,0,4938000,0,9836496,498,9876000,500
16,rcbincr,125,1,4,0,4649000,0,9260808,498,9298000,500
16,rcbincr,125,1,5,0,4938000,0,9836496,498,9876000,500
16,rcbincr,125,1,6,0,4649000,0,9260808,498,9298000,500
16,rcbincr,125,1,7,0,4938000,0,9836496,498,9876000,500
16,rcbincr,125,1,8,0,4938000,0,9836496,498,9876000,500
16,rcbincr,125,1,9,0,4649000,0,9260808,498,9298000,500
16,rcbincr,125,1,10,0,4938000,0,9836496,498,9876000,500
16,rcbincr,125,1,11,0,4649000,0,9260808,498,9298000,500
16,rcbincr,125,1,12,0,4938000,0,9836496,498,9876000,500
16,rcbincr,125,1,13,0,4649000,0,9260808,498,9298000,500
16,rcbincr,125,1,14,0,4938000,0,9836496,498,9876000,500
16,rcbincr,125,1,15,0,4649000,0,9260808,498,9298000,500
16,rcbincr,125,2,0,0,0,73928000,73928000,250,73928000,250
16,rcbincr,125,2,1,0,444000,0,923952,500,888000,500
16,rcbincr,125,2,2,0,615000,0,1262272,500,1230000,500
16,rcbincr,125,2,3,0,8125000,0,16224504,500,16250000,500
16,rcbincr,125,2,4,0,1000000,0,2029192,500,2000000,500
16,rcbincr,125,2,5,0,2460000,0,4939824,500,4920000,500
16,rcbincr,125,2,6,0,1497000,0,3019216,500,2994000,500
16,rcbincr,125,2,7,0,20067000,0,40012968,500,40134000,500
16,rcbincr,125,2,8,0,530000,0,1095264,500,1060000,500
16,rcbincr,125,2,9,0,1082000,0,2192536,500,2164000,500
16,rcbincr,125,2,10,0,693000,0,1419960,500,1386000,500
16,rcbincr,125,2,11,0,9171000,0,18305824,500,18342000,500
16,rcbincr,125,2,12,0,1286000,0,2601216,500,2572000,500
16,rcbincr,125,2,13,0,2618000,0,5252248,500,5236000,500
16,rcbincr,125,2,14,0,1687000,0,3400008,500,3374000,500
16,rcbincr,125,2,15,0,22653000,0,45161968,500,45306000,500
16,rcbincr,125,3,0,0,0,73928000,73928000,250,73928000,250
16,rcbincr,125,3,1,0,444000,0,888000,500,888000,500
16,rcbincr,125,3,2,0,615000,0,1230000,500,1230000,500
16,rcbincr,125,3,3,0,8125000,0,16250000,500,16250000,500
16,rcbincr,125,3,4,0,1000000,0,2000000,500,2000000,500
16,rcbincr,125,3,5,0,2460000,0,4920000,500,4920000,500
16,rcbincr,125,3,6,0,1497000,0,2994000,500,2994000,500
16,rcbincr,125,3,7,0,20067000,0,40134000,500,40134000,500
16,rcbincr,125,3,8,0,530000,0,1060000,500,1060000,500
16,rcbincr,125,3,9,0,1082000,0,2164000,500,2164000,500
16,rcbincr,125,3,10,0,693000,0,1386000,500,1386000,500
16,rcbincr,125,3,11,0,9171000,0,18342000,500,18342000,500
16,rcbincr,125,3,12,0,1286000,0,2572000,500,2572000,500
16,rcbincr,125,3,13,0,2618000,0,5236000,500,5236000,500
16,rcbincr,125,3,14,0,1687000,0,3374000,500,3374000,500
16,rcbincr,125,3,15,0,22653000,0,45306000,500,45306000,500
16,rcbincr,125,4,0,0,0,73928000,73928000,250,73928000,250
16,rcbincr,125,4,1,0,444000,0,888000,500,888000,500
16,rcbincr,125,4,2,0,615000,0,1230000,500,1230000,500
16,rcbincr,125,4,3,0,8125000,0,16250000,500,16250000,500
16,rcbincr,125,4,4,0,1000000,0,2000000,500,2000000,500
16,rcbincr,125,4,5,0,2460000,0,4920000,500,4920000,500
16,rcbincr,125,4,6,0,1497000,0,2994000,500,2994000,500
16,rcbincr,125,4,7,0,20067000,0,40134000,500,40134000,500
16,rcbincr,125,4,8,0,530000,0,1060000,500,1060000,500
16,rcbincr,125,4,9,0,1082000,0,2164000,500,2164000,500
16,rcbincr,125,4,10,0,693000,0,1386000,500,1386000,500
16,rcbincr,125,4,11,0,9171000,0,18342000,500,18342000,500
16,rcbincr,125,4,12,0,1286000,0,2572000,500,2572000,500
16,rcbincr,125,4,13,0,2618000,0,5236000,500,5236000,500
16,rcbincr,125,4,14,0,1687000,0,3374000,500,3374000,500
16,rcbincr,125,4,15,0,22653000,0,45306000,500,45306000,500
16,rcbincr,125,5,0,0,0,73928000,73928000,250,73928000,250
16,rcbincr,125,5,1,0,444000,0,888000,500,888000,500
16,rcbincr,125,5,2,0,615000,0,1230000,500,1230000,500
16,rcbincr,125,5,3,0,8125000,0,16250000,500,16250000,500
16,rcbincr,125,5,4,0,1000000,0,2000000,500,2000000,500
16,rcbincr,125,5,5,0,2460000,0,4920000,500,4920000,500
16,rcbincr,125,5,6,0,1497000,0,2994000,500,2994000,500
16,rcbincr,125,5,7,0,20067000,0,40134000,500,40134000,500
16,rcbincr,125,5,8,0,530000,0,1060000,500,1060000,500
16,rcbincr,125,5,9,0,1082000,0,2164000,500,2164000,500
16,rcbincr,125,5,10,0,693000,0,1386000,500,1386000,500
16,rcbincr,125,5,11,0,9171000,0,18342000,500,18342000,500
16,rcbincr,125,5,12,0,1286000,0,2572000,500,2572000,500
16,rcbincr,125,5,13,0,2618000,0,5236000,500,5236000,500
16,rcbincr,125,5,14,0,1687000,0,3374000,500,3374000,500
16,rcbincr,125,5,15,0,22653000,0,45306000,500,45306000,500
16,rcbincr,125,6,0,0,0,73928000,73928000,250,73928000,250
16,rcbincr,125,6,1,0,444000,0,888000,500,888000,500
16,rcbincr,125,6,2,0,615000,0,1230000,500,1230000,500
16,rcbincr,125,6,3,0,8125000,0,16250000,500,16250000,500
16,rcbincr,125,6,4,0,1000000,0,2000000,500,2000000,500
16,rcbincr,125,6,5,0,2460000,0,4920000,500,4920000,500
16,rcbincr,125,6,6,0,1497000,0,2994000,500,2994000,500
16,rcbincr,125,6,7,0,20067000,0,40134000,500,40134000,500
16,rcbincr,125,6,8,0,530000,0,1060000,500,1060000,500
16,rcbincr,125,6,9,0,1082000,0,2164000,500,2164000,500
16,rcbincr,125,6,10,0,693000,0,1386000,500,1386000,500
16,rcbincr,125,6,11,0,9171000,0,18342000,500,18342000,500
16,rcbincr,125,6,12,0,1286000,0,2572000,500,2572000,500
16,rcbincr,125,6,13,0,2618000,0,5236000,500,5236000,500
16,rcbincr,125,6,14,0,1687000,0,3374000,500,3374000,500
16,rcbincr,125,6,15,0,22653000,0,45306000,500,45306000,500
16,rcbincr,125,7,0,0,0,73928000,73928000,250,73928000,250
16,rcbincr,125,7,1,0,444000,0,888000,500,888000,500
16,rcbincr,125,7,2,0,615000,0,1230000,500,1230000,500
16,rcbincr,125,7,3,0,8125000,0,16250000,500,16250000,500
16,rcbincr,125,7,4,0,440000,0,884480,500,880000,500
16,rcbincr,125,7,5,0,3020000,0,6035520,500,6040000,500
16,rcbincr,125,7,6,0,1497000,0,2994000,500,2994000,500
16,rcbincr,125,7,7,0,20067000,0,40134000,500,40134000,500
16,rcbincr,125,7,8,0,530000,0,1060000,500,1060000,500
16,rcbincr,125,7,9,0,1082000,0,2164000,500,2164000,500
16,rcbincr,125,7,10,0,693000,0,1386000,500,1386000,500
16,rcbincr,125,7,11,0,9171000,0,18342000,500,18342000,500
16,rcbincr,125,7,12,0,1128000,0,2257264,500,2256000,500
16,rcbincr,125,7,13,0,2776000,0,5550736,500,5552000,500
16,rcbincr,125,7,14,0,1687000,0,3374000,500,3374000,500
16,rcbincr,125,7,15,0,22653000,0,45306000,500,45306000,500
16,rcbincr,125,8,0,0,0,73928000,73928000,250,73928000,250
16,rcbincr,125,8,1,0,530000,0,1059312,500,1060000,500
16,rcbincr,125,8,2,0,654000,0,1307688,500,1308000,500
16,rcbincr,125,8,3,0,8648000,0,17291816,500,17296000,500
16,rcbincr,125,8,4,0,1064000,0,2123008,500,2128000,500
16,rcbincr,125,8,5,0,2618000,0,5239216,500,5236000,500
16,rcbincr,125,8,6,0,1592000,0,3183240,500,3184000,500
16,rcbincr,125,8,7,0,21360000,0,42709656,500,42720000,500
16,rcbincr,125,8,8,0,530000,0,1060000,500,1060000,500
16,rcbincr,125,8,9,0,996000,0,1992688,500,1992000,500
16,rcbincr,125,8,10,0,654000,0,1308312,500,1308000,500
16,rcbincr,125,8,11,0,8648000,0,17300184,500,17296000,500
16,rcbincr,125,8,12,0,468000,0,941280,500,936000,500
16,rcbincr,125,8,13,0,3214000,0,6424496,500,6428000,500
16,rcbincr,125,8,14,0,1592000,0,3184760,500,3184000,500
16,rcbincr,125,8,15,0,21360000,0,42730344,500,42720000,500
16,rcbincr,125,9,0,0,0,73928000,73928000,250,73928000,250
16,rcbincr,125,9,1,0,530000,0,1060000,500,1060000,500
16,rcbincr,125,9,2,0,654000,0,1308000,500,1308000,500
16,rcbincr,125,9,3,0,8648000,0,17296000,500,17296000,500
16,rcbincr,125,9,4,0,1064000,0,2128000,500,2128000,500
16,rcbincr,125,9,5,0,2618000,0,5236000,500,5236000,500
16,rcbincr,125,9,6,0,1592000,0,3184000,500,3184000,500
16,rcbincr,125,9,7,0,21360000,0,42720000,500,42720000,500
16,rcbincr,125,9,8,0,530000,0,1060000,500,1060000,500
16,rcbincr,125,9,9,0,996000,0,1992000,500,1992000,500
16,rcbincr,125,9,10,0,654000,0,1308000,500,1308000,500
16,rcbincr,125,9,11,0,8648000,0,17296000,500,17296000,500
16,rcbincr,125,9,12,0,468000,0,936000,500,936000,500
16,rcbincr,125,9,13,0,3214000,0,6428000,500,6428000,500
16,rcbincr,125,9,14,0,1592000,0,3184000,500,3184000,500
16,rcbincr,125,9,15,0,21360000,0,42720000,500,42720000,500
16,rcbincr,125,10,0,0,0,73928000,73928000,250,73928000,250
16,rcbincr,125,10,1,0,530000,0,1060000,500,1060000,500
16,rcbincr,125,10,2,0,654000,0,1308000,500,1308000,500
16,rcbincr,125,10,3,0,8648000,0,17296000,500,17296000,500
16,rcbincr,125,10,4,0,1064000,0,2128000,500,2128000,500
16,rcbincr,125,10,5,0,2618000,0,5236000,500,5236000,500
16,rcbincr,125,10,6,0,1592000,0,3184000,500,3184000,500
16,rcbincr,125,10,7,0,21360000,0,42720000,500,42720000,500
16,rcbincr,125,10,8,0,530000,0,1060000,500,1060000,500
16,rcbincr,125,10,9,0,996000,0,1992000,500,1992000,500
16,rcbincr,125,10,10,0,654000,0,1308000,500,1308000,500
16,rcbincr,125,10,11,0,8648000,0,17296000,500,17296000,500
16,rcbincr,125,10,12,0,468000,0,936000,500,936000,500
16,rcbincr,125,10,13,0,3214000,0,6428000,500,6428000,500
16,rcbincr,125,10,14,0,1592000,0,3184000,500,3184000,500
16,rcbincr,125,10,15,0,21360000,0,42720000,500,42720000,500
16,rcbincr,125,11,0,0,0,73928000,73928000,250,73928000,250
