ntasks,freq,task,segment,mc,mb,fc,fb,bs,br
16,125,0,9,250,72047000,250,72047000,72047000,0
16,125,8,9,500,9876000,500,9876000,0,4938000
16,125,12,9,500,9876000,500,9876000,0,4938000
16,125,4,9,500,9298000,500,9298000,0,4649000
16,125,10,9,500,9876000,500,9876000,0,4938000
16,125,2,9,500,9298000,500,9298000,0,4649000
16,125,9,9,500,9298000,500,9298000,0,4649000
16,125,6,9,500,9298000,500,9298000,0,4649000
16,125,14,9,500,9876000,500,9876000,0,4938000
16,125,1,9,500,9876000,500,9876000,0,4938000
16,125,13,9,500,9298000,500,9298000,0,4649000
16,125,5,9,500,9876000,500,9876000,0,4938000
16,125,3,9,500,9876000,500,9876000,0,4938000
16,125,11,9,500,9298000,500,9298000,0,4649000
16,125,7,9,500,9876000,500,9876000,0,4938000
16,125,15,9,500,9298000,500,9298000,0,4649000
16,125,0,10,250,72047000,250,72047000,72047000,0
16,125,8,10,500,9876000,500,9876000,0,4938000
16,125,12,10,500,9876000,500,9876000,0,4938000
16,125,2,10,500,9298000,500,9298000,0,4649000
16,125,4,10,500,9298000,500,9298000,0,4649000
16,125,10,10,500,9876000,500,9876000,0,4938000
16,125,9,10,500,9298000,500,9298000,0,4649000
16,125,1,10,500,9876000,500,9876000,0,4938000
16,125,6,10,500,9298000,500,9298000,0,4649000
16,125,13,10,500,9298000,500,9298000,0,4649000
16,125,14,10,500,9876000,500,9876000,0,4938000
16,125,5,10,500,9876000,500,9876000,0,4938000
16,125,11,10,500,9298000,500,9298000,0,4649000
16,125,3,10,500,9876000,500,9876000,0,4938000
16,125,15,10,500,9298000,500,9298000,0,4649000
16,125,7,10,500,9876000,500,9876000,0,4938000
16,125,8,10,500,9876000,500,9876000,0,4938000
16,125,0,11,250,72047000,250,72047000,72047000,0
16,125,12,11,500,9876000,500,9876000,0,4938000
16,125,4,11,500,9298000,500,9298000,0,4649000
16,125,10,11,500,9876000,500,9876000,0,4938000
16,125,2,11,500,9298000,500,9298000,0,4649000
16,125,9,11,500,9298000,500,9298000,0,4649000
16,125,6,11,500,9298000,500,9298000,0,4649000
16,125,1,11,500,9876000,500,9876000,0,4938000
16,125,14,11,500,9876000,500,9876000,0,4938000
16,125,13,11,500,9298000,500,9298000,0,4649000
16,125,5,11,500,9876000,500,9876000,0,4938000
16,125,3,11,500,9876000,500,9876000,0,4938000
16,125,11,11,500,9298000,500,9298000,0,4649000
16,125,15,11,500,9298000,500,9298000,0,4649000
16,125,7,11,500,9876000,500,9876000,0,4938000
16,125,8,11,500,9876000,500,9876000,0,4938000
16,125,0,12,250,72047000,250,72047000,72047000,0
16,125,12,12,500,9876000,500,9876000,0,4938000
16,125,4,12,500,9298000,500,9298000,0,4649000
16,125,10,12,500,9876000,500,9876000,0,4938000
16,125,2,12,500,9298000,500,9298000,0,4649000
16,125,9,12,500,9298000,500,9298000,0,4649000
16,125,14,12,500,9876000,500,9876000,0,4938000
16,125,1,12,500,9876000,500,9876000,0,4938000
16,125,6,12,500,9298000,500,9298000,0,4649000
16,125,13,12,500,9298000,500,9298000,0,4649000
16,125,5,12,500,9876000,500,9876000,0,4938000
16,125,11,12,500,9298000,500,9298000,0,4649000
16,125,3,12,500,9876000,500,9876000,0,4938000
16,125,7,12,500,9876000,500,9876000,0,4938000
16,125,15,12,500,9298000,500,9298000,0,4649000
16,125,0,13,250,72047000,250,72047000,72047000,0
16,125,8,13,500,9876000,500,9876000,0,4938000
16,125,12,13,500,9876000,500,9876000,0,4938000
16,125,4,13,500,9298000,500,9298000,0,4649000
16,125,2,13,500,9298000,500,9298000,0,4649000
16,125,10,13,500,9876000,500,9876000,0,4938000
16,125,1,13,500,9876000,500,9876000,0,4938000
16,125,9,13,500,9298000,500,9298000,0,4649000
16,125,6,13,500,9298000,500,9298000,0,4649000
16,125,14,13,500,9876000,500,9876000,0,4938000
16,125,13,13,500,9298000,500,9298000,0,4649000
16,125,5,13,500,9876000,500,9876000,0,4938000
16,125,3,13,500,9876000,500,9876000,0,4938000
16,125,11,13,500,9298000,500,9298000,0,4649000
16,125,15,13,500,9298000,500,9298000,0,4649000
16,125,7,13,500,9876000,500,9876000,0,4938000
16,125,8,13,500,9876000,500,9876000,0,4938000
16,125,0,14,250,72047000,250,72047000,72047000,0
16,125,12,14,500,9876000,500,9876000,0,4938000
16,125,4,14,500,9298000,500,9298000,0,4649000
16,125,10,14,500,9876000,500,9876000,0,4938000
16,125,2,14,500,9298000,500,9298000,0,4649000
16,125,9,14,500,9298000,500,9298000,0,4649000
16,125,6,14,500,9298000,500,9298000,0,4649000
16,125,14,14,500,9876000,500,9876000,0,4938000
16,125,1,14,500,9876000,500,9876000,0,4938000
16,125,13,14,500,9298000,500,9298000,0,4649000
16,125,5,14,500,9876000,500,9876000,0,4938000
16,125,11,14,500,9298000,500,9298000,0,4649000
16,125,3,14,500,9876000,500,9876000,0,4938000
16,125,15,14,500,9298000,500,9298000,0,4649000
16,125,7,14,500,9876000,500,9876000,0,4938000
16,125,8,14,500,9876000,500,9876000,0,4938000
16,125,0,15,250,72047000,250,72047000,72047000,0
16,125,12,15,500,9876000,500,9876000,0,4938000
16,125,4,15,500,9298000,500,9298000,0,4649000
16,125,10,15,500,9876000,500,9876000,0,4938000
16,125,2,15,500,9298000,500,9298000,0,4649000
16,125,6,15,500,9298000,500,9298000,0,4649000
16,125,14,15,500,9876000,500,9876000,0,4938000
16,125,9,15,500,9298000,500,9298000,0,4649000
16,125,1,15,500,9876000,500,9876000,0,4938000
16,125,13,15,500,9298000,500,9298000,0,4649000
16,125,5,15,500,9876000,500,9876000,0,4938000
16,125,3,15,500,9876000,500,9876000,0,4938000
16,125,11,15,500,9298000,500,9298000,0,4649000
16,125,7,15,500,9876000,500,9876000,0,4938000
16,125,15,15,500,9298000,500,9298000,0,4649000
16,125,8,15,500,9876000,500,9876000,0,4938000
16,125,0,16,250,72047000,250,72047000,72047000,0
16,125,4,16,500,9298000,500,9298000,0,4649000
16,125,12,16,500,9876000,500,9876000,0,4938000
16,125,10,16,500,9876000,500,9876000,0,4938000
16,125,9,16,500,9298000,500,9298000,0,4649000
16,125,1,16,500,9876000,500,9876000,0,4938000
16,125,2,16,500,9298000,500,9298000,0,4649000
16,125,6,16,500,9298000,500,9298000,0,4649000
16,125,14,16,500,9876000,500,9876000,0,4938000
16,125,13,16,500,9298000,500,9298000,0,4649000
16,125,5,16,500,9876000,500,9876000,0,4938000
16,125,3,16,500,9876000,500,9876000,0,4938000
16,125,11,16,500,9298000,500,9298000,0,4649000
16,125,15,16,500,9298000,500,9298000,0,4649000
16,125,7,16,500,9876000,500,9876000,0,4938000
16,250,0,1,502,144618288,500,144094000,144094000,0
16,250,8,1,1000,19752000,998,19712496,0,9876000
16,250,12,1,1000,19752000,998,19712496,0,9876000
16,250,4,1,1000,18596000,998,18558808,0,9298000
16,250,2,1,1000,18596000,998,18558808,0,9298000
16,250,10,1,1000,19752000,998,19712496,0,9876000
16,250,6,1,1000,18596000,998,18558808,0,9298000
16,250,9,1,1000,18596000,998,18558808,0,9298000
16,250,1,1,1000,19752000,998,19712496,0,9876000
16,250,14,1,1000,19752000,998,19712496,0,9876000
16,250,5,1,1000,19752000,998,19712496,0,9876000
16,250,13,1,1000,18596000,998,18558808,0,9298000
16,250,3,1,1000,19752000,998,19712496,0,9876000
16,250,11,1,1000,18596000,998,18558808,0,9298000
16,250,7,1,1000,19752000,998,19712496,0,9876000
16,250,15,1,1000,18596000,998,18558808,0,9298000
16,250,8,1,1000,19752000,1000,19752000,0,9876000
16,250,12,1,1000,19752000,1000,19752000,0,9876000
16,250,0,2,500,144094000,500,144094000,144094000,0
16,250,4,2,1000,18596000,1000,18596000,0,9298000
16,250,10,2,1000,19752000,1000,19752000,0,9876000
16,250,2,2,1000,18596000,1000,18596000,0,9298000
16,250,6,2,1000,18596000,1000,18596000,0,9298000
16,250,9,2,1000,18596000,1000,18596000,0,9298000
16,250,14,2,1000,19752000,1000,19752000,0,9876000
16,250,1,2,1000,19752000,1000,19752000,0,9876000
16,250,13,2,1000,18596000,1000,18596000,0,9298000
16,250,5,2,1000,19752000,1000,19752000,0,9876000
16,250,11,2,1000,18596000,1000,18596000,0,9298000
16,250,3,2,1000,19752000,1000,19752000,0,9876000
16,250,7,2,1000,19752000,1000,19752000,0,9876000
16,250,15,2,1000,18596000,1000,18596000,0,9298000
16,250,0,3,500,144094000,500,144094000,144094000,0
16,250,8,3,1000,19752000,1000,19752000,0,9876000
16,250,12,3,1000,19752000,1000,19752000,0,9876000
16,250,4,3,1000,18596000,1000,18596000,0,9298000
16,250,10,3,1000,19752000,1000,19752000,0,9876000
16,250,2,3,1000,18596000,1000,18596000,0,9298000
16,250,6,3,1000,18596000,1000,18596000,0,9298000
16,250,9,3,1000,18596000,1000,18596000,0,9298000
16,250,14,3,1000,19752000,1000,19752000,0,9876000
16,250,1,3,1000,19752000,1000,19752000,0,9876000
16,250,13,3,1000,18596000,1000,18596000,0,9298000
16,250,5,3,1000,19752000,1000,19752000,0,9876000
16,250,11,3,1000,18596000,1000,18596000,0,9298000
16,250,3,3,1000,19752000,1000,19752000,0,9876000
16,250,7,3,1000,19752000,1000,19752000,0,9876000
16,250,15,3,1000,18596000,1000,18596000,0,9298000
16,250,0,4,500,144094000,500,144094000,144094000,0
16,250,8,4,1000,19752000,1000,19752000,0,9876000
16,250,4,4,1000,18596000,1000,18596000,0,9298000
16,250,12,4,1000,19752000,1000,19752000,0,9876000
16,250,10,4,1000,19752000,1000,19752000,0,9876000
16,250,2,4,1000,18596000,1000,18596000,0,9298000
16,250,6,4,1000,18596000,1000,18596000,0,9298000
16,250,9,4,1000,18596000,1000,18596000,0,9298000
16,250,14,4,1000,19752000,1000,19752000,0,9876000
16,250,1,4,1000,19752000,1000,19752000,0,9876000
16,250,5,4,1000,19752000,1000,19752000,0,9876000
16,250,13,4,1000,18596000,1000,18596000,0,9298000
16,250,11,4,1000,18596000,1000,18596000,0,9298000
16,250,3,4,1000,19752000,1000,19752000,0,9876000
16,250,7,4,1000,19752000,1000,19752000,0,9876000
16,250,15,4,1000,18596000,1000,18596000,0,9298000
16,250,0,5,500,144094000,500,144094000,144094000,0
16,250,8,5,1000,19752000,1000,19752000,0,9876000
16,250,4,5,1000,18596000,1000,18596000,0,9298000
16,250,12,5,1000,19752000,1000,19752000,0,9876000
16,250,10,5,1000,19752000,1000,19752000,0,9876000
16,250,2,5,1000,18596000,1000,18596000,0,9298000
16,250,6,5,1000,18596000,1000,18596000,0,9298000
16,250,9,5,1000,18596000,1000,18596000,0,9298000
16,250,14,5,1000,19752000,1000,19752000,0,9876000
16,250,1,5,1000,19752000,1000,19752000,0,9876000
16,250,13,5,1000,18596000,1000,18596000,0,9298000
16,250,5,5,1000,19752000,1000,19752000,0,9876000
16,250,11,5,1000,18596000,1000,18596000,0,9298000
16,250,3,5,1000,19752000,1000,19752000,0,9876000
16,250,7,5,1000,19752000,1000,19752000,0,9876000
16,250,15,5,1000,18596000,1000,18596000,0,9298000
16,250,8,5,1000,19752000,1000,19752000,0,9876000
16,250,0,6,500,144094000,500,144094000,144094000,0
16,250,12,6,1000,19752000,1000,19752000,0,9876000
16,250,4,6,1000,18596000,1000,18596000,0,9298000
16,250,10,6,1000,19752000,1000,19752000,0,9876000
16,250,2,6,1000,18596000,1000,18596000,0,9298000
16,250,9,6,1000,18596000,1000,18596000,0,9298000
16,250,6,6,1000,18596000,1000,18596000,0,9298000
16,250,14,6,1000,19752000,1000,19752000,0,9876000
16,250,1,6,1000,19752000,1000,19752000,0,9876000
16,250,5,6,1000,19752000,1000,19752000,0,9876000
16,250,13,6,1000,18596000,1000,18596000,0,9298000
16,250,3,6,1000,19752000,1000,19752000,0,9876000
16,250,11,6,1000,18596000,1000,18596000,0,9298000
16,250,7,6,1000,19752000,1000,19752000,0,9876000
16,250,15,6,1000,18596000,1000,18596000,0,9298000
16,250,0,7,500,144094000,500,144094000,144094000,0
16,250,8,7,1000,19752000,1000,19752000,0,9876000
16,250,4,7,1000,18596000,1000,18596000,0,9298000
16,250,12,7,1000,19752000,1000,19752000,0,9876000
16,250,10,7,1000,19752000,1000,19752000,0,9876000
16,250,2,7,1000,18596000,1000,18596000,0,9298000
16,250,6,7,1000,18596000,1000,18596000,0,9298000
16,250,14,7,1000,19752000,1000,19752000,0,9876000
16,250,9,7,1000,18596000,1000,18596000,0,9298000
16,250,1,7,1000,19752000,1000,19752000,0,9876000
16,250,13,7,1000,18596000,1000,18596000,0,9298000
16,250,5,7,1000,19752000,1000,19752000,0,9876000
16,250,11,7,1000,18596000,1000,18596000,0,9298000
16,250,3,7,1000,19752000,1000,19752000,0,9876000
16,250,7,7,1000,19752000,1000,19752000,0,9876000
16,250,15,7,1000,18596000,1000,18596000,0,9298000
16,250,8,7,1000,19752000,1000,19752000,0,9876000
16,250,12,7,1000,19752000,1000,19752000,0,9876000
16,250,0,8,500,144094000,500,144094000,144094000,0
16,250,4,8,1000,18596000,1000,18596000,0,9298000
16,250,10,8,1000,19752000,1000,19752000,0,9876000
16,250,2,8,1000,18596000,1000,18596000,0,9298000
16,250,6,8,1000,18596000,1000,18596000,0,9298000
16,250,1,8,1000,19752000,1000,19752000,0,9876000
16,250,14,8,1000,19752000,1000,19752000,0,9876000
16,250,9,8,1000,18596000,1000,18596000,0,9298000
16,250,13,8,1000,18596000,1000,18596000,0,9298000
16,250,5,8,1000,19752000,1000,19752000,0,9876000
16,250,11,8,1000,18596000,1000,18596000,0,9298000
16,250,3,8,1000,19752000,1000,19752000,0,9876000
16,250,7,8,1000,19752000,1000,19752000,0,9876000
16,250,15,8,1000,18596000,1000,18596000,0,9298000
16,500,0,1,1002,288712288,1000,288188000,288188000,0
16,500,12,1,2000,39504000,1998,39464496,0,19752000
16,500,10,1,2000,39504000,1998,39464496,0,19752000
16,500,8,1,2000,39504000,1998,39464496,0,19752000
16,500,4,1,2000,37192000,1998,37154808,0,18596000
16,500,2,1,2000,37192000,1998,37154808,0,18596000
16,500,6,1,2000,37192000,1998,37154808,0,18596000
16,500,9,1,2000,37192000,1998,37154808,0,18596000
16,500,14,1,2000,39504000,1998,39464496,0,19752000
16,500,13,1,2000,37192000,1998,37154808,0,18596000
16,500,1,1,2000,39504000,1998,39464496,0,19752000
16,500,5,1,2000,39504000,1998,39464496,0,19752000
16,500,11,1,2000,37192000,1998,37154808,0,18596000
16,500,3,1,2000,39504000,1998,39464496,0,19752000
16,500,7,1,2000,39504000,1998,39464496,0,19752000
16,500,15,1,2000,37192000,1998,37154808,0,18596000
16,500,0,2,1000,288188000,1000,288188000,288188000,0
16,500,8,2,2000,39504000,2000,39504000,0,19752000
16,500,12,2,2000,39504000,2000,39504000,0,19752000
16,500,4,2,2000,37192000,2000,37192000,0,18596000
16,500,10,2,2000,39504000,2000,39504000,0,19752000
16,500,2,2,2000,37192000,2000,37192000,0,18596000
16,500,6,2,2000,37192000,2000,37192000,0,18596000
16,500,9,2,2000,37192000,2000,37192000,0,18596000
16,500,1,2,2000,39504000,2000,39504000,0,19752000
16,500,14,2,2000,39504000,2000,39504000,0,19752000
16,500,13,2,2000,37192000,2000,37192000,0,18596000
16,500,5,2,2000,39504000,2000,39504000,0,19752000
16,500,11,2,2000,37192000,2000,37192000,0,18596000
16,500,3,2,2000,39504000,2000,39504000,0,19752000
16,500,7,2,2000,39504000,2000,39504000,0,19752000
16,500,15,2,2000,37192000,2000,37192000,0,18596000
16,500,8,2,2000,39504000,2000,39504000,0,19752000
16,500,4,2,2000,37192000,2000,37192000,0,18596000
16,500,10,2,2000,39504000,2000,39504000,0,19752000
16,500,5,2,2000,39504000,2000,39504000,0,19752000
16,500,0,3,1000,288188000,1000,288188000,288188000,0
16,500,13,3,2000,37192000,2000,37192000,0,18596000
16,500,2,3,2000,37192000,2000,37192000,0,18596000
16,500,12,3,2000,39504000,2000,39504000,0,19752000
16,500,6,3,2000,37192000,2000,37192000,0,18596000
16,500,14,3,2000,39504000,2000,39504000,0,19752000
16,500,1,3,2000,39504000,2000,39504000,0,19752000
16,500,9,3,2000,37192000,2000,37192000,0,18596000
16,500,3,3,2000,39504000,2000,39504000,0,19752000
16,500,11,3,2000,37192000,2000,37192000,0,18596000
16,500,7,3,2000,39504000,2000,39504000,0,19752000
16,500,15,3,2000,37192000,2000,37192000,0,18596000
16,500,8,3,2000,39504000,2000,39504000,0,19752000
16,500,12,3,2000,39504000,2000,39504000,0,19752000
16,500,0,4,1000,288188000,1000,288188000,288188000,0
16,500,4,4,2000,37192000,2000,37192000,0,18596000
16,500,10,4,2000,39504000,2000,39504000,0,19752000
16,500,2,4,2000,37192000,2000,37192000,0,18596000
16,500,6,4,2000,37192000,2000,37192000,0,18596000
16,500,9,4,2000,37192000,2000,37192000,0,18596000
16,500,14,4,2000,39504000,2000,39504000,0,19752000
16,500,13,4,2000,37192000,2000,37192000,0,18596000
16,500,1,4,2000,39504000,2000,39504000,0,19752000
16,500,5,4,2000,39504000,2000,39504000,0,19752000
16,500,3,4,2000,39504000,2000,39504000,0,19752000
16,500,11,4,2000,37192000,2000,37192000,0,18596000
16,500,7,4,2000,39504000,2000,39504000,0,19752000
16,500,15,4,2000,37192000,2000,37192000,0,18596000
32,125,0,1,252,79987288,250,79463000,79463000,0
32,125,17,1,500,5448000,498,5426208,0,2724000
32,125,8,1,500,5108000,498,5087568,0,2554000
32,125,20,1,500,5108000,498,5087568,0,2554000
32,125,24,1,500,5448000,498,5426208,0,2724000
32,125,16,1,500,5108000,498,5087568,0,2554000
32,125,1,1,500,5108000,498,5087568,0,2554000
32,125,18,1,500,4802000,498,4782792,0,2401000
32,125,4,1,500,4802000,498,4782792,0,2401000
32,125,2,1,500,5108000,498,5087568,0,2554000
32,125,5,1,500,5108000,498,5087568,0,2554000
32,125,12,1,500,5108000,498,5087568,0,2554000
32,125,26,1,500,5108000,498,5087568,0,2554000
32,125,28,1,500,5448000,498,5426208,0,2724000
32,125,10,1,500,5448000,498,5426208,0,2724000
32,125,22,1,500,4802000,498,4782792,0,2401000
32,125,6,1,500,5108000,498,5087568,0,2554000
32,125,9,1,500,4802000,498,4782792,0,2401000
32,125,29,1,500,5108000,498,5087568,0,2554000
32,125,30,1,500,5108000,498,5087568,0,2554000
32,125,14,1,500,5448000,498,5426208,0,2724000
32,125,25,1,500,5108000,498,5087568,0,2554000
32,125,13,1,500,4802000,498,4782792,0,2401000
32,125,21,1,500,5448000,498,5426208,0,2724000
32,125,3,1,500,5448000,498,5426208,0,2724000
32,125,27,1,500,4802000,498,4782792,0,2401000
32,125,11,1,500,5108000,498,5087568,0,2554000
32,125,19,1,500,5108000,498,5087568,0,2554000
32,125,7,1,500,5448000,498,5426208,0,2724000
32,125,23,1,500,5108000,498,5087568,0,2554000
32,125,15,1,500,5108000,498,5087568,0,2554000
32,125,31,1,500,4802000,498,4782792,0,2401000
32,125,16,1,500,5108000,500,5108000,0,2554000
32,125,0,2,250,79463000,250,79463000,79463000,0
32,125,24,2,500,5448000,500,5448000,0,2724000
32,125,8,2,500,5108000,500,5108000,0,2554000
32,125,20,2,500,5108000,500,5108000,0,2554000
32,125,4,2,500,4802000,500,4802000,0,2401000
32,125,12,2,500,5108000,500,5108000,0,2554000
32,125,18,2,500,4802000,500,4802000,0,2401000
32,125,2,2,500,5108000,500,5108000,0,2554000
32,125,28,2,500,5448000,500,5448000,0,2724000
32,125,10,2,500,5448000,500,5448000,0,2724000
32,125,1,2,500,5108000,500,5108000,0,2554000
32,125,26,2,500,5108000,500,5108000,0,2554000
32,125,17,2,500,5448000,500,5448000,0,2724000
32,125,25,2,500,5108000,500,5108000,0,2554000
32,125,22,2,500,4802000,500,4802000,0,2401000
32,125,9,2,500,4802000,500,4802000,0,2401000
32,125,6,2,500,5108000,500,5108000,0,2554000
32,125,5,2,500,5108000,500,5108000,0,2554000
32,125,30,2,500,5108000,500,5108000,0,2554000
32,125,21,2,500,5448000,500,5448000,0,2724000
32,125,14,2,500,5448000,500,5448000,0,2724000
32,125,3,2,500,5448000,500,5448000,0,2724000
32,125,13,2,500,4802000,500,4802000,0,2401000
32,125,29,2,500,5108000,500,5108000,0,2554000
32,125,19,2,500,5108000,500,5108000,0,2554000
32,125,27,2,500,4802000,500,4802000,0,2401000
32,125,11,2,500,5108000,500,5108000,0,2554000
32,125,23,2,500,5108000,500,5108000,0,2554000
32,125,7,2,500,5448000,500,5448000,0,2724000
32,125,31,2,500,4802000,500,4802000,0,2401000
32,125,15,2,500,5108000,500,5108000,0,2554000
32,125,0,3,250,79463000,250,79463000,79463000,0
32,125,16,3,500,5108000,500,5108000,0,2554000
32,125,8,3,500,5108000,500,5108000,0,2554000
32,125,24,3,500,5448000,500,5448000,0,2724000
32,125,20,3,500,5108000,500,5108000,0,2554000
32,125,4,3,500,4802000,500,4802000,0,2401000
32,125,12,3,500,5108000,500,5108000,0,2554000
32,125,28,3,500,5448000,500,5448000,0,2724000
32,125,2,3,500,5108000,500,5108000,0,2554000
32,125,18,3,500,4802000,500,4802000,0,2401000
32,125,26,3,500,5108000,500,5108000,0,2554000
32,125,17,3,500,5448000,500,5448000,0,2724000
32,125,10,3,500,5448000,500,5448000,0,2724000
32,125,1,3,500,5108000,500,5108000,0,2554000
32,125,6,3,500,5108000,500,5108000,0,2554000
32,125,25,3,500,5108000,500,5108000,0,2554000
32,125,9,3,500,4802000,500,4802000,0,2401000
32,125,22,3,500,4802000,500,4802000,0,2401000
32,125,5,3,500,5108000,500,5108000,0,2554000
32,125,21,3,500,5448000,500,5448000,0,2724000
32,125,14,3,500,5448000,500,5448000,0,2724000
32,125,30,3,500,5108000,500,5108000,0,2554000
32,125,13,3,500,4802000,500,4802000,0,2401000
32,125,3,3,500,5448000,500,5448000,0,2724000
32,125,29,3,500,5108000,500,5108000,0,2554000
32,125,27,3,500,4802000,500,4802000,0,2401000
32,125,19,3,500,5108000,500,5108000,0,2554000
32,125,11,3,500,5108000,500,5108000,0,2554000
32,125,7,3,500,5448000,500,5448000,0,2724000
32,125,23,3,500,5108000,500,5108000,0,2554000
32,125,15,3,500,5108000,500,5108000,0,2554000
32,125,31,3,500,4802000,500,4802000,0,2401000
32,125,0,4,250,79463000,250,79463000,79463000,0
32,125,16,4,500,5108000,500,5108000,0,2554000
32,125,24,4,500,5448000,500,5448000,0,2724000
32,125,8,4,500,5108000,500,5108000,0,2554000
32,125,4,4,500,4802000,500,4802000,0,2401000
32,125,12,4,500,5108000,500,5108000,0,2554000
32,125,18,4,500,4802000,500,4802000,0,2401000
32,125,20,4,500,5108000,500,5108000,0,2554000
32,125,28,4,500,5448000,500,5448000,0,2724000
32,125,26,4,500,5108000,500,5108000,0,2554000
32,125,2,4,500,5108000,500,5108000,0,2554000
32,125,1,4,500,5108000,500,5108000,0,2554000
32,125,10,4,500,5448000,500,5448000,0,2724000
32,125,17,4,500,5448000,500,5448000,0,2724000
32,125,25,4,500,5108000,500,5108000,0,2554000
32,125,22,4,500,4802000,500,4802000,0,2401000
32,125,6,4,500,5108000,500,5108000,0,2554000
32,125,9,4,500,4802000,500,4802000,0,2401000
32,125,30,4,500,5108000,500,5108000,0,2554000
32,125,21,4,500,5448000,500,5448000,0,2724000
32,125,14,4,500,5448000,500,5448000,0,2724000
32,125,5,4,500,5108000,500,5108000,0,2554000
32,125,13,4,500,4802000,500,4802000,0,2401000
32,125,3,4,500,5448000,500,5448000,0,2724000
32,125,19,4,500,5108000,500,5108000,0,2554000
32,125,29,4,500,5108000,500,5108000,0,2554000
32,125,27,4,500,4802000,500,4802000,0,2401000
32,125,11,4,500,5108000,500,5108000,0,2554000
32,125,7,4,500,5448000,500,5448000,0,2724000
32,125,23,4,500,5108000,500,5108000,0,2554000
32,125,15,4,500,5108000,500,5108000,0,2554000
32,125,31,4,500,4802000,500,4802000,0,2401000
32,125,16,4,500,5108000,500,5108000,0,2554000
32,125,8,4,500,5108000,500,5108000,0,2554000
32,125,24,4,500,5448000,500,5448000,0,2724000
32,125,0,5,250,79463000,250,79463000,79463000,0
32,125,20,5,500,5108000,500,5108000,0,2554000
32,125,28,5,500,5448000,500,5448000,0,2724000
32,125,4,5,500,4802000,500,4802000,0,2401000
32,125,18,5,500,4802000,500,4802000,0,2401000
32,125,26,5,500,5108000,500,5108000,0,2554000
32,125,12,5,500,5108000,500,5108000,0,2554000
32,125,2,5,500,5108000,500,5108000,0,2554000
32,125,17,5,500,5448000,500,5448000,0,2724000
32,125,1,5,500,5108000,500,5108000,0,2554000
32,125,10,5,500,5448000,500,5448000,0,2724000
32,125,25,5,500,5108000,500,5108000,0,2554000
32,125,6,5,500,5108000,500,5108000,0,2554000
32,125,9,5,500,4802000,500,4802000,0,2401000
32,125,22,5,500,4802000,500,4802000,0,2401000
32,125,14,5,500,5448000,500,5448000,0,2724000
32,125,30,5,500,5108000,500,5108000,0,2554000
32,125,21,5,500,5448000,500,5448000,0,2724000
32,125,3,5,500,5448000,500,5448000,0,2724000
32,125,13,5,500,4802000,500,4802000,0,2401000
32,125,29,5,500,5108000,500,5108000,0,2554000
32,125,5,5,500,5108000,500,5108000,0,2554000
32,125,19,5,500,5108000,500,5108000,0,2554000
32,125,27,5,500,4802000,500,4802000,0,2401000
32,125,11,5,500,5108000,500,5108000,0,2554000
32,125,23,5,500,5108000,500,5108000,0,2554000
32,125,7,5,500,5448000,500,5448000,0,2724000
32,125,31,5,500,4802000,500,4802000,0,2401000
32,125,15,5,500,5108000,500,5108000,0,2554000
32,125,0,6,250,79463000,250,79463000,79463000,0
32,125,8,6,500,5108000,500,5108000,0,2554000
32,125,24,6,500,5448000,500,5448000,0,2724000
32,125,16,6,500,5108000,500,5108000,0,2554000
32,125,20,6,500,5108000,500,5108000,0,2554000
32,125,18,6,500,4802000,500,4802000,0,2401000
32,125,4,6,500,4802000,500,4802000,0,2401000
32,125,12,6,500,5108000,500,5108000,0,2554000
32,125,28,6,500,5448000,500,5448000,0,2724000
32,125,10,6,500,5448000,500,5448000,0,2724000
32,125,2,6,500,5108000,500,5108000,0,2554000
32,125,26,6,500,5108000,500,5108000,0,2554000
32,125,17,6,500,5448000,500,5448000,0,2724000
32,125,1,6,500,5108000,500,5108000,0,2554000
32,125,25,6,500,5108000,500,5108000,0,2554000
32,125,22,6,500,4802000,500,4802000,0,2401000
32,125,9,6,500,4802000,500,4802000,0,2401000
32,125,6,6,500,5108000,500,5108000,0,2554000
32,125,30,6,500,5108000,500,5108000,0,2554000
32,125,14,6,500,5448000,500,5448000,0,2724000
32,125,21,6,500,5448000,500,5448000,0,2724000
32,125,5,6,500,5108000,500,5108000,0,2554000
32,125,13,6,500,4802000,500,4802000,0,2401000
32,125,29,6,500,5108000,500,5108000,0,2554000
32,125,3,6,500,5448000,500,5448000,0,2724000
32,125,19,6,500,5108000,500,5108000,0,2554000
32,125,11,6,500,5108000,500,5108000,0,2554000
32,125,27,6,500,4802000,500,4802000,0,2401000
32,125,7,6,500,5448000,500,5448000,0,2724000
32,125,23,6,500,5108000,500,5108000,0,2554000
32,125,15,6,500,5108000,500,5108000,0,2554000
32,125,31,6,500,4802000,500,4802000,0,2401000
32,125,8,6,500,5108000,500,5108000,0,2554000
32,125,16,6,500,5108000,500,5108000,0,2554000
32,125,24,6,500,5448000,500,5448000,0,2724000
32,125,0,7,250,79463000,250,79463000,79463000,0
32,125,4,7,500,4802000,500,4802000,0,2401000
32,125,18,7,500,4802000,500,4802000,0,2401000
32,125,20,7,500,5108000,500,5108000,0,2554000
32,125,12,7,500,5108000,500,5108000,0,2554000
32,125,28,7,500,5448000,500,5448000,0,2724000
32,125,26,7,500,5108000,500,5108000,0,2554000
32,125,2,7,500,5108000,500,5108000,0,2554000
