ntasks,algo,freq,task,alloced,allocs,concurrent,freed,frees
2,hilbert,1,0,20971624,8,12582968,20971624,8
2,hilbert,1,1,20971624,8,12582968,20971624,8
2,gilbert,1,0,20971624,8,12582968,20971624,8
2,gilbert,1,1,20971624,8,12582968,20971624,8
2,rcb,1,0,8388664,2,8388664,8388664,2
2,rcb,1,1,8388664,2,8388664,8388664,2
2,rcbincr,1,0,8388880,5,8388736,8388808,4
2,rcbincr,1,1,8388880,5,8388736,8388808,4
4,hilbert,1,0,25165944,10,12582968,25165944,10
4,hilbert,1,1,25165944,10,12582968,25165944,10
4,hilbert,1,2,25165944,10,12582968,25165944,10
4,hilbert,1,3,25165944,10,12582968,25165944,10
4,gilbert,1,0,25165944,10,12582968,25165944,10
4,gilbert,1,1,25165944,10,12582968,25165944,10
4,gilbert,1,2,25165944,10,12582968,25165944,10
4,gilbert,1,3,25165944,10,12582968,25165944,10
4,rcb,1,0,8388664,2,8388664,8388664,2
4,rcb,1,1,8388664,2,8388664,8388664,2
4,rcb,1,2,8388664,2,8388664,8388664,2
4,rcb,1,3,8388664,2,8388664,8388664,2
4,rcbincr,1,0,8389240,10,8388808,8389096,8
4,rcbincr,1,1,8389240,10,8388808,8389096,8
4,rcbincr,1,2,8389240,10,8388808,8389096,8
4,rcbincr,1,3,8389240,10,8388808,8389096,8
8,hilbert,1,0,25165944,10,12582968,25165944,10
8,hilbert,1,1,25165944,10,12582968,25165944,10
8,hilbert,1,2,25165944,10,12582968,25165944,10
8,hilbert,1,3,25165944,10,12582968,25165944,10
8,hilbert,1,4,25165944,10,12582968,25165944,10
8,hilbert,1,5,25165944,10,12582968,25165944,10
8,hilbert,1,6,25165944,10,12582968,25165944,10
8,hilbert,1,7,25165944,10,12582968,25165944,10
8,gilbert,1,0,25165944,10,12582968,25165944,10
8,gilbert,1,1,25165944,10,12582968,25165944,10
8,gilbert,1,2,25165944,10,12582968,25165944,10
8,gilbert,1,3,25165944,10,12582968,25165944,10
8,gilbert,1,4,25165944,10,12582968,25165944,10
8,gilbert,1,5,25165944,10,12582968,25165944,10
8,gilbert,1,6,25165944,10,12582968,25165944,10
8,gilbert,1,7,25165944,10,12582968,25165944,10
8,rcb,1,0,8388664,2,8388664,8388664,2
8,rcb,1,1,8388664,2,8388664,8388664,2
8,rcb,1,2,8388664,2,8388664,8388664,2
8,rcb,1,3,8388664,2,8388664,8388664,2
8,rcb,1,4,8388664,2,8388664,8388664,2
8,rcb,1,5,8388664,2,8388664,8388664,2
8,rcb,1,6,8388664,2,8388664,8388664,2
8,rcb,1,7,8388664,2,8388664,8388664,2
8,rcbincr,1,0,8389816,18,8388952,8389528,14
8,rcbincr,1,1,8389816,18,8388952,8389528,14
8,rcbincr,1,2,8389816,18,8388952,8389528,14
8,rcbincr,1,3,8389816,18,8388952,8389528,14
8,rcbincr,1,4,8389816,18,8388952,8389528,14
8,rcbincr,1,5,8389816,18,8388952,8389528,14
8,rcbincr,1,6,8389816,18,8388952,8389528,14
8,rcbincr,1,7,8389816,18,8388952,8389528,14
16,hilbert,1,0,25165944,10,12582968,25165944,10
16,hilbert,1,1,25165944,10,12582968,25165944,10
16,hilbert,1,2,25165944,10,12582968,25165944,10
16,hilbert,1,3,25165944,10,12582968,25165944,10
16,hilbert,1,4,25165944,10,12582968,25165944,10
16,hilbert,1,5,25165944,10,12582968,25165944,10
16,hilbert,1,6,25165944,10,12582968,25165944,10
16,hilbert,1,7,25165944,10,12582968,25165944,10
16,hilbert,1,8,25165944,10,12582968,25165944,10
16,hilbert,1,9,25165944,10,12582968,25165944,10
16,hilbert,1,10,25165944,10,12582968,25165944,10
16,hilbert,1,11,25165944,10,12582968,25165944,10
16,hilbert,1,12,25165944,10,12582968,25165944,10
16,hilbert,1,13,25165944,10,12582968,25165944,10
16,hilbert,1,14,25165944,10,12582968,25165944,10
16,hilbert,1,15,25165944,10,12582968,25165944,10
16,gilbert,1,0,25165944,10,12582968,25165944,10
16,gilbert,1,1,25165944,10,12582968,25165944,10
16,gilbert,1,2,25165944,10,12582968,25165944,10
16,gilbert,1,3,25165944,10,12582968,25165944,10
16,gilbert,1,4,25165944,10,12582968,25165944,10
16,gilbert,1,5,25165944,10,12582968,25165944,10
16,gilbert,1,6,25165944,10,12582968,25165944,10
16,gilbert,1,7,25165944,10,12582968,25165944,10
16,gilbert,1,8,25165944,10,12582968,25165944,10
16,gilbert,1,9,25165944,10,12582968,25165944,10
16,gilbert,1,10,25165944,10,12582968,25165944,10
16,gilbert,1,11,25165944,10,12582968,25165944,10
16,gilbert,1,12,25165944,10,12582968,25165944,10
16,gilbert,1,13,25165944,10,12582968,25165944,10
16,gilbert,1,14,25165944,10,12582968,25165944,10
16,gilbert,1,15,25165944,10,12582968,25165944,10
16,rcb,1,0,8388664,2,8388664,8388664,2
16,rcb,1,1,8388664,2,8388664,8388664,2
