ntasks,kw_stat,p_value
2,1.3412518456021922,0.719361498165062
4,0.2911113755354578,0.9616914296859455
8,0.03969852736866138,0.9979211937373669
16,0.021720028186942818,0.9991541735270221
32,0.005146081591612098,0.9999019690000835
64,0.001298564508989273,0.9999875592970986
