ntasks,kw_stat,p_value
2,0.0,1.0
4,0.0,1.0
8,0.0,1.0
16,0.0007907451682681764,0.9999940875074765
32,0.0033268974374930085,0.9999490147549726
64,0.0007662742907735016,0.9999943597889567
