prog_n,ntasks,kw_stat,p_value
100,2,6.999999999999999,0.07189777249646521
100,4,15.00000000000001,0.001816648966572313
100,8,,
100,16,,
100,32,,
100,64,3.047619047613504,0.3843413690603667
250,2,7.0,0.07189777249646509
250,4,15.00000000000001,0.001816648966572313
250,8,,
250,16,,
250,32,,
250,64,,
500,2,7.0,0.07189777249646509
500,4,,
500,8,,
500,16,,
500,32,,
500,64,,
1000,2,,
1000,4,,
1000,8,,
1000,16,,
1000,32,,
1000,64,,
