ntasks,kw_stat,p_value
2,6.0994969256567915,0.10686855914905562
4,6.080131066385338,0.10777609468169233
8,4.190017781226529,0.24166319669170253
16,5.290349245691802,0.15172984114523402
32,0.7189284337109795,0.8687430168271665
64,2.623373698320897,0.4534065629133891
