,data_alloc_count,data_alloc_bytes,msg_sent_count,msg_sent_bytes,recv_count,recv_bytes,reduce_count,reduce_bytes,switches
data_alloc_count,1.0,0.17679037894319385,-0.10050024544828592,-0.2598281597555019,-0.029646426722631476,0.20456310357253454,-0.03924350027833011,0.01652067885483354,0.1020515339367868
data_alloc_bytes,0.17679037894319385,1.0,-0.5046672292682002,-0.496974591869848,-0.5257728607885452,0.4819215227608937,-0.4787288353777898,0.015268499692209427,-0.01592087426028109
msg_sent_count,-0.10050024544828592,-0.5046672292682002,1.0,0.5843286808012496,0.9723214435353986,-0.08081338185338865,0.9215974736683124,-0.020250477676055735,0.011177801499970767
msg_sent_bytes,-0.2598281597555019,-0.496974591869848,0.5843286808012496,1.0,0.5137085122872821,-0.39419860747498137,0.5134423363105728,-0.008060436363881691,0.001272300791247142
recv_count,-0.029646426722631476,-0.5257728607885452,0.9723214435353986,0.5137085122872821,1.0,-0.00957287818236323,0.9130160985218436,,0.009671895940570614
recv_bytes,0.20456310357253454,0.4819215227608937,-0.08081338185338865,-0.39419860747498137,-0.00957287818236323,1.0,-0.03117553322517978,,0.016989939022649433
reduce_count,-0.03924350027833011,-0.4787288353777898,0.9215974736683124,0.5134423363105728,0.9130160985218436,-0.03117553322517978,1.0,0.02027992518529833,0.34728372501932764
reduce_bytes,0.01652067885483354,0.015268499692209427,-0.020250477676055735,-0.008060436363881691,,,0.02027992518529833,1.0,-0.030235234152636327
switches,0.1020515339367868,-0.01592087426028109,0.011177801499970767,0.001272300791247142,0.009671895940570614,0.016989939022649433,0.34728372501932764,-0.030235234152636327,1.0
