metric,kw_stat,kw_p
data_alloc_count,1248.5860258193006,2.1061345434521025e-270
data_alloc_bytes,4.975865050110138,0.17357297859218612
msg_sent_count,0.00282143951652688,0.9999601748561876
msg_sent_bytes,0.0068936435655881706,0.999848087308249
recv_count,0.9791063761285148,0.8063074163501681
recv_bytes,11.05905095290521,0.011410812763726783
reduce_count,0.02981844699855823,0.9986427349900423
reduce_bytes,3.0100000003463485,0.3900859411608396
