ntasks,kw_stat,p_value
2,0.6683055975794331,0.8806322389485192
4,0.5797546012270066,0.9010510467395717
8,0.0,1.0
16,0.021428439092920273,0.9991710765111705
32,0.029652117563533475,0.9986540084733637
64,0.015050877417071024,0.999511120952863
