algorithm,ntasks,prog_n,switches_mean,switches_median,count,data_alloc_count_mean,data_alloc_count_median,data_alloc_count_std,data_alloc_bytes_mean,data_alloc_bytes_median,data_alloc_bytes_std,msg_sent_count_mean,msg_sent_count_median,msg_sent_count_std,msg_sent_bytes_mean,msg_sent_bytes_median,msg_sent_bytes_std,recv_count_mean,recv_count_median,recv_count_std,recv_bytes_mean,recv_bytes_median,recv_bytes_std,reduce_count_mean,reduce_count_median,reduce_count_std,reduce_bytes_mean,reduce_bytes_median,reduce_bytes_std
rcb,32,250,48072.0,48072.0,32,21450.59375,22013.0,3181.450185253574,1259375000.0,1200000000.0,110305660.37007086,383630.8125,372000.0,65793.81111567409,2043750000.0,1700000000.0,1944543648.2630055,383630.8125,384006.0,2122.3810037314224,2015625000.0,2000000000.0,80759998.8815926,198036.0,198036.0,0.0,1700000000.0,1700000000.0,0.0
rcbincr,32,250,48072.0,48072.0,32,21450.59375,22013.0,3181.450185253574,1256250000.0,1200000000.0,110533894.9620607,383630.8125,372000.0,65793.81111567409,2043750000.0,1700000000.0,1944543648.2630055,383630.8125,384006.0,2122.3810037314224,2015625000.0,2000000000.0,80759998.8815926,198036.0,198036.0,0.0,1700000000.0,1700000000.0,0.0
gilbert,32,500,48064.0,48064.0,32,38763.09375,37013.0,9408.097933847357,1334375000.0,1200000000.0,370361092.3270389,383537.0625,372000.0,65263.48102978418,2050000000.0,1700000000.0,1979898987.322333,383537.0625,384006.0,2170.9754004861798,2021875000.0,2000000000.0,123743686.70764582,198028.0,198028.0,0.0,1700000000.0,1700000000.0,0.0
hilbert,32,500,48064.0,48064.0,32,37169.34375,36013.0,8647.412108159688,1328125000.0,1200000000.0,340998888.46663976,383568.3125,372000.0,65440.25772508082,2046875000.0,1700000000.0,1962221317.7926695,383568.3125,384006.0,2140.3480639086297,2015625000.0,2000000000.0,105063344.94776428,198028.0,198028.0,0.0,1700000000.0,1700000000.0,0.0
rcb,32,500,48064.0,48064.0,32,21450.59375,22013.0,3181.450185253574,1256250000.0,1200000000.0,98168715.86301589,383630.8125,372000.0,65793.81111567409,2043750000.0,1700000000.0,1944543648.2630055,383630.8125,384006.0,2122.3810037314224,2015625000.0,2000000000.0,80759998.8815926,198028.0,198028.0,0.0,1700000000.0,1700000000.0,0.0
rcbincr,32,500,48064.0,48064.0,32,21450.59375,22013.0,3181.450185253574,1256250000.0,1200000000.0,98168715.86301589,383630.8125,372000.0,65793.81111567409,2043750000.0,1700000000.0,1944543648.2630055,383630.8125,384006.0,2122.3810037314224,2015625000.0,2000000000.0,80759998.8815926,198028.0,198028.0,0.0,1700000000.0,1700000000.0,0.0
gilbert,32,1000,48060.0,48060.0,32,34138.09375,33013.0,8361.546505202812,1293750000.0,1200000000.0,273492937.92852163,383568.3125,372000.0,65440.25772508082,2046875000.0,1700000000.0,1962221317.7926695,383568.3125,384006.0,2140.3480639086297,2015625000.0,2000000000.0,95408713.33712222,198024.0,198024.0,0.0,1700000000.0,1700000000.0,0.0
hilbert,32,1000,48060.0,48060.0,32,32950.59375,32013.0,9227.87044898147,1296875000.0,1200000000.0,249495458.617923,383568.3125,372000.0,65440.25772508082,2046875000.0,1700000000.0,1962221317.7926695,383568.3125,384006.0,2140.3480639086297,2009375000.0,2000000000.0,85607412.2506811,198024.0,198024.0,0.0,1700000000.0,1700000000.0,0.0
rcb,32,1000,48060.0,48060.0,32,21450.59375,22013.0,3181.450185253574,1243750000.0,1200000000.0,84002688.12903088,383630.8125,372000.0,65793.81111567409,2043750000.0,1700000000.0,1944543648.2630055,383630.8125,384006.0,2122.3810037314224,2009375000.0,2000000000.0,68905615.67076911,198024.0,198024.0,0.0,1700000000.0,1700000000.0,0.0
rcbincr,32,1000,48060.0,48060.0,32,21450.59375,22013.0,3181.450185253574,1243750000.0,1200000000.0,84002688.12903088,383630.8125,372000.0,65793.81111567409,2043750000.0,1700000000.0,1944543648.2630055,383630.8125,384006.0,2122.3810037314224,2009375000.0,2000000000.0,68905615.67076911,198024.0,198024.0,0.0,1700000000.0,1700000000.0,0.0
gilbert,64,100,48096.0,48096.0,64,37138.046875,36313.0,10565.241348109355,1276562500.0,1200000000.0,312563485.61481476,767537.15625,756000.0,92297.25,2020312500.0,1700000000.0,2562500000.0000005,767537.15625,768006.0,1753.7076842692682,2014062500.0,2000000000.0,94057036.90036269,390060.0,390060.0,0.0,1700000000.0,1700000000.0,0.0
hilbert,64,100,48096.0,48096.0,64,36847.421875,35313.0,9515.553664887564,1278125000.0,1200000000.0,259100244.1294421,767704.4126984127,756000.0,92900.89572619932,2025396825.3968253,1700000000.0,2582757232.2297196,767521.53125,768006.0,1770.4927030932236,2012500000.0,2000000000.0,67846699.27988099,390060.0,390060.0,0.0,1700000000.0,1700000000.0,0.0
rcb,64,100,48096.0,48096.0,64,21731.796875,22013.0,2249.625,1221875000.0,1200000000.0,51850670.810434684,767818.40625,756000.0,94547.25,2017187500.0,1700000000.0,2537499999.9999995,767818.40625,768006.0,1500.75,2009375000.0,2000000000.0,52610428.08091513,390060.0,390060.0,0.0,1700000000.0,1700000000.0,0.0
rcbincr,64,100,48096.0,48096.0,64,21731.796875,22013.0,2249.625,1223437500.0,1200000000.0,52681093.56351308,767818.40625,756000.0,94547.25,2017187500.0,1700000000.0,2537499999.9999995,767815.4285714285,768006.0,1512.613820982927,2009523809.5238094,2000000000.0,53019429.53139068,385900.31746031746,390060.0,33016.456598932695,1677587301.5873015,1700000000.0,177895278.62967628
gilbert,64,250,48072.0,48072.0,64,36020.859375,35763.0,9927.625441988564,1268750000.0,1200000000.0,288881257.53046167,767584.03125,756000.0,92672.25,2020312500.0,1700000000.0,2562500000.0000005,767632.8888888889,768006.0,1671.0228962265182,2014285714.2857144,2000000000.0,91329151.0137086,390036.0,390036.0,0.0,1700000000.0,1700000000.0,0.0
hilbert,64,250,48072.0,48072.0,64,35608.28571428572,34513.0,8763.341910092275,1269841269.8412697,1200000000.0,238702757.95730978,767712.3492063492,756000.0,92963.88980503418,2025396825.3968253,1700000000.0,2582757232.229719,767529.34375,768006.0,1731.3778366646752,2015625000.0,2000000000.0,71755205.55199827,390036.0,390036.0,0.0,1700000000.0,1700000000.0,0.0
rcb,64,250,48072.0,48072.0,64,21731.796875,22013.0,2249.625,1220312500.0,1200000000.0,44292274.2197277,768006.0,756000.0,95294.67072192443,2022222222.2222223,1700000000.0,2557559600.695771,767818.40625,768006.0,1500.75,2007812500.0,2000000000.0,51345970.924296774,390036.0,390036.0,0.0,1700000000.0,1700000000.0,0.0
rcbincr,64,250,48072.0,48072.0,64,21731.796875,22013.0,2249.625,1226562500.0,1200000000.0,57021821.21993382,767818.40625,756000.0,94547.25,2017187500.0,1700000000.0,2537499999.9999995,767818.40625,768006.0,1500.75,2009375000.0,2000000000.0,52610428.08091513,390036.0,390036.0,0.0,1700000000.0,1700000000.0,0.0
gilbert,64,500,48064.0,48064.0,64,34294.296875,34013.0,9158.938579038144,1268750000.0,1200000000.0,282772554.29110765,767815.5238095238,756000.0,93782.81282988752,2025396825.3968253,1700000000.0,2582757232.229719,767630.90625,768006.0,1648.1809859660436,2010937500.0,2000000000.0,87500000.0,390028.0,390028.0,0.0,1700000000.0,1700000000.0,0.0
hilbert,64,500,48064.0,48064.0,64,34108.28571428572,33013.0,7908.091006599734,1260317460.3174603,1200000000.0,211400615.35882795,767584.03125,756000.0,92672.25,2020312500.0,1700000000.0,2562500000.0000005,767577.3333333334,768006.0,1673.1632394379371,2012698412.6984127,2000000000.0,68372941.95065928,390028.0,390028.0,0.0,1700000000.0,1700000000.0,0.0
rcb,64,500,48064.0,48064.0,64,21727.333333333332,22013.0,2267.4088735823534,1219047619.047619,1200000000.0,47031708.100177236,767818.40625,756000.0,94547.25,2017187500.0,1700000000.0,2537499999.9999995,767818.40625,768006.0,1500.75,2007812500.0,2000000000.0,51345970.924296774,390028.0,390028.0,0.0,1700000000.0,1700000000.0,0.0
rcbincr,64,500,48064.0,48064.0,64,21727.333333333332,22013.0,2267.408873582354,1220634920.6349206,1200000000.0,54354660.18163798,767818.40625,756000.0,94547.25,2017187500.0,1700000000.0,2537500000.0,767818.40625,768006.0,1500.75,2006250000.0,2000000000.0,50000000.0,390028.0,390028.0,0.0,1700000000.0,1700000000.0,0.0
gilbert,64,1000,48060.0,48060.0,64,29544.296875,28013.0,6805.497685822552,1245312500.0,1200000000.0,204651998.46615347,767693.40625,756000.0,93547.25,2018750000.0,1700000000.0,2550000000.0,767693.40625,768006.0,1562.9148868228176,2007812500.0,2000000000.0,67388208.42640524,390024.0,390024.0,0.0,1700000000.0,1700000000.0,0.0
hilbert,64,1000,48060.0,48060.0,64,29794.296875,30013.0,6809.007597735652,1242187500.0,1200000000.0,177106090.97463998,767630.90625,756000.0,93047.25,2018750000.0,1700000000.0,2550000000.0,767630.90625,768006.0,1589.3471527717945,2004687500.0,2000000000.0,60236801.22833733,390024.0,390024.0,0.0,1700000000.0,1700000000.0,0.0
rcb,64,1000,48060.0,48060.0,64,21731.796875,22013.0,2249.625,1218750000.0,1200000000.0,43186564.63623108,767818.40625,756000.0,94547.25,2017187500.0,1700000000.0,2537500000.0,767818.40625,768006.0,1500.75,2003125000.0,2000000000.0,47035110.15509146,390024.0,390024.0,0.0,1700000000.0,1700000000.0,0.0
rcbincr,64,1000,48060.0,48060.0,64,21727.333333333332,22013.0,2267.4088735823543,1219047619.047619,1200000000.0,43467239.63698392,768006.0,756000.0,95294.67072192443,2022222222.2222223,1700000000.0,2557559600.695771,767815.4285714285,768006.0,1512.6138209829273,2003174603.1746032,2000000000.0,47411220.8314349,390024.0,390024.0,0.0,1700000000.0,1700000000.0,0.0
