metric,kw_stat,kw_p
data_alloc_count,124.99999999999997,5.528211317534038e-06
data_alloc_bytes,51.15855787851102,0.8574526887783191
msg_sent_count,51.06060404912049,0.8597017569500665
msg_sent_bytes,64.69187784275512,0.41734094708169184
recv_count,58.28658900992909,0.6446976968690867
recv_bytes,72.03794296623325,0.20373575316356246
reduce_count,54.556663279993266,0.7668673328473803
reduce_bytes,,
