ntasks,task_id,switches_mean,switches_median,count,data_alloc_count_mean,data_alloc_count_median,data_alloc_count_std,data_alloc_bytes_mean,data_alloc_bytes_median,data_alloc_bytes_std,msg_sent_count_mean,msg_sent_count_median,msg_sent_count_std,msg_sent_bytes_mean,msg_sent_bytes_median,msg_sent_bytes_std,recv_count_mean,recv_count_median,recv_count_std,recv_bytes_mean,recv_bytes_median,recv_bytes_std,reduce_count_mean,reduce_count_median,reduce_count_std,reduce_bytes_mean,reduce_bytes_median,reduce_bytes_std
64,24,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,25,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,26,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,27,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,28,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,29,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,30,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,31,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,32,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,33,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,34,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,35,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,36,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,37,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
64,38,48056.0,48056.0,1,22013.0,22013.0,,1200000000.0,1200000000.0,,756000.0,756000.0,,1700000000.0,1700000000.0,,768006.0,768006.0,,2000000000.0,2000000000.0,,390020.0,390020.0,,1700000000.0,1700000000.0,
