,data_alloc_count,data_alloc_bytes,msg_sent_count,msg_sent_bytes,recv_count,recv_bytes,reduce_count,reduce_bytes,switches
data_alloc_count,1.0,0.16500029100606087,0.15537983595145297,-0.4835695680388141,0.28866363300255354,0.6217625853685096,0.22334751457812227,,
data_alloc_bytes,0.16500029100606087,1.0,-0.7962490030967676,-0.7320254115362882,-0.8121323285403774,0.5140954859884959,-0.8083490472451881,,
msg_sent_count,0.15537983595145297,-0.7962490030967676,1.0,0.5855104378056795,0.9814138732160638,-0.31153700313555144,0.9953426227224632,,
msg_sent_bytes,-0.4835695680388141,-0.7320254115362882,0.5855104378056795,1.0,0.5194677525995557,-0.7769858800724855,0.5550742855675648,,
recv_count,0.28866363300255354,-0.8121323285403774,0.9814138732160638,0.5194677525995557,1.0,-0.23006719582995372,0.9953286364516056,,
recv_bytes,0.6217625853685096,0.5140954859884959,-0.31153700313555144,-0.7769858800724855,-0.23006719582995372,1.0,-0.27158603469870246,,
reduce_count,0.22334751457812227,-0.8083490472451881,0.9953426227224632,0.5550742855675648,0.9953286364516056,-0.27158603469870246,1.0,,
reduce_bytes,,,,,,,,,
switches,,,,,,,,,
