ntasks,kw_stat,p_value
2,1.0,0.31731050786291115
4,3.0000000000000013,0.3916251762710884
8,6.999999999999996,0.4288798575530548
16,15.000000000000004,0.4514172112257254
32,31.00000000000009,0.46621250621750393
64,62.0,0.4761119798121258
