metric,kw_stat,kw_p
data_alloc_count,124.99999999999997,5.528211317534038e-06
data_alloc_bytes,65.30427772632133,0.3966266477447754
msg_sent_count,47.488096943940576,0.9270689480549776
msg_sent_bytes,72.07899289129428,0.20279088017591682
recv_count,58.28658900992909,0.6446976968690867
recv_bytes,65.30461375911857,0.39661539079866004
reduce_count,54.556663279993266,0.7668673328473803
reduce_bytes,,
